molecular weight,molecular formula,strength
362.136555,C19H22O7,92637984.0
362.17294,C20H26O6,32742004.0
364.04305,C16H12O10,110328776.0
364.079435,C17H16O9,180021488.0
364.11582,C18H20O8,184715968.0
364.152205,C19H24O7,114051552.0
364.18859,C20H28O6,19859028.0
366.022315,C15H10O11,32156728.0
366.0587,C16H14O10,164108720.0
366.095085,C17H18O9,249278688.0
366.095085,C17H18O9,249278688.0
366.13147,C18H22O8,266539600.0
366.13147,C18H22O8,266539600.0
366.13147,C18H22O8,266539600.0
366.167855,C19H26O7,85687320.0
366.095085,C17H18O9,41756052.0
366.13147,C18H22O8,47206096.0
366.13147,C18H22O8,47206096.0
368.037965,C15H12O11,62883516.0
368.05322,C19H12O8,28082386.0
368.07435,C16H16O10,217359520.0
368.089605,C20H16O7,19413858.0
368.110735,C17H20O9,372446528.0
368.110735,C17H20O9,372446528.0
368.110735,C17H20O9,372446528.0
368.14712,C18H24O8,219303808.0
368.162375,C22H24O5,3991706.0
368.183505,C19H28O7,31215536.0
368.110735,C17H20O9,64215484.0
368.110735,C17H20O9,64215484.0
370.032485,C18H10O9,32089572.0
370.053615,C15H14O11,88618944.0
370.06887,C19H14O8,41225208.0
370.09,C16H18O10,291975360.0
370.09,C16H18O10,291975360.0
370.105255,C20H18O7,23428404.0
370.126385,C17H22O9,321468192.0
370.126385,C17H22O9,321468192.0
370.126385,C17H22O9,321468192.0
370.16277,C18H26O8,82192408.0
370.09,C16H18O10,44228896.0
370.126385,C17H22O9,54308672.0
370.126385,C17H22O9,54308672.0
372.01175,C17H8O10,18860722.0
372.048135,C18H12O9,60564140.0
372.069265,C15H16O11,110545696.0
372.08452,C19H16O8,53653416.0
372.10565,C16H20O10,245476528.0
372.120905,C20H20O7,33417566.0
372.142035,C17H24O9,121763336.0
374.0274,C17H10O10,48712128.0
374.0637850000001,C18H14O9,96233872.0
374.084915,C15H18O11,77653560.0
374.10017,C19H18O8,75420856.0
374.1213,C16H22O10,92584848.0
374.136555,C20H22O7,50922080.0
374.157685,C17H26O9,20824046.0
374.17294,C21H26O6,20658768.0
376.025291,C17H12O8S1,3919112.0
376.04305,C17H12O10,97185896.0
376.079435,C18H16O9,133109208.0
376.100565,C15H20O11,26304862.0
376.11582,C19H20O8,112538296.0
376.152205,C20H24O7,70358064.0
378.022315,C16H10O11,37060824.0
378.0587,C17H14O10,156272480.0
378.095085,C18H18O9,169190304.0
378.13147,C19H22O8,170377856.0
378.167855,C20H26O7,74760352.0
380.037965,C16H12O11,80527456.0
380.07435,C17H16O10,196778000.0
380.110735,C18H20O9,259203344.0
380.110735,C18H20O9,259203344.0
380.14712,C19H24O8,201440800.0
380.14712,C19H24O8,201440800.0
380.183505,C20H28O7,41997332.0
381.084854,C20H15O7N1,3783921.0
380.110735,C18H20O9,47492228.0
380.14712,C19H24O8,39323060.0
382.053615,C16H14O11,119886576.0
382.06887,C20H14O8,24730466.0
382.09,C17H18O10,262454640.0
382.09,C17H18O10,262454640.0
382.126385,C18H22O9,335235840.0
382.126385,C18H22O9,335235840.0
382.126385,C18H22O9,335235840.0
382.16277,C19H26O8,132262736.0
382.09,C17H18O10,45717932.0
382.126385,C18H22O9,61253856.0
382.126385,C18H22O9,61253856.0
384.03288,C15H12O12,27161922.0
384.048135,C19H12O9,40015168.0
384.069265,C16H16O11,156792672.0
384.08452,C20H16O8,32343168.0
384.10565,C17H20O10,329603392.0
384.10565,C17H20O10,329603392.0
384.120905,C21H20O7,17602356.0
384.142035,C18H24O9,231409600.0
384.142035,C18H24O9,231409600.0
384.17842,C19H28O8,40919240.0
384.10565,C17H20O10,54276936.0
384.142035,C18H24O9,41454364.0
386.0274,C18H10O10,36526648.0
386.0637850000001,C19H14O9,61167476.0
386.0671560000001,C16H18O9S1,8426257.0
386.084915,C16H18O11,168548272.0
386.10017,C20H18O8,44478488.0
386.1213,C17H22O10,230761280.0
386.1213,C17H22O10,230761280.0
386.136555,C21H22O7,26663210.0
386.157685,C18H26O9,76124360.0
386.1213,C17H22O10,40757380.0
388.006665,C17H8O11,16257741.0
388.025291,C18H12O8S1,3665986.0
388.04305,C18H12O10,71286440.0
388.079435,C19H16O9,84554383.99999999
388.100565,C16H20O11,103200928.0
388.11582,C20H20O8,61468780.0
388.13695,C17H24O10,73544184.0
388.152205,C21H24O7,40340968.0
390.022315,C17H10O11,37616776.0
390.0587,C18H14O10,119958704.0
390.095085,C19H18O9,116870232.0
390.116215,C16H22O11,31237008.0
390.13147,C20H22O8,94193008.0
390.167855,C21H26O7,48640256.0
392.037965,C17H12O11,82701952.0
392.07435,C18H16O10,166126864.0
392.110735,C19H20O9,163713488.0
392.14712,C20H24O8,134671568.0
392.183505,C21H28O7,40283776.0
394.053615,C17H14O11,136233968.0
394.09,C18H18O10,199681456.0
394.108626,C19H22O7S1,3903341.0
394.126385,C19H22O9,242636944.0
394.126385,C19H22O9,242636944.0
394.16277,C20H26O8,129090192.0
394.199155,C21H30O7,18521386.0
394.126385,C19H22O9,47810068.0
396.03288,C16H12O12,42155316.0
396.048135,C20H12O9,23684682.0
396.069265,C17H16O11,169614416.0
396.08452,C21H16O8,19319148.0
396.10565,C18H20O10,281011392.0
396.10565,C18H20O10,281011392.0
396.124276,C19H24O7S1,3694907.0
396.142035,C19H24O9,259573264.0
396.142035,C19H24O9,259573264.0
396.142035,C19H24O9,259573264.0
396.17842,C20H28O8,67227144.0
396.10565,C18H20O10,52141888.0
396.142035,C19H24O9,50816724.0
396.142035,C19H24O9,50816724.0
398.0274,C19H10O10,26161860.0
398.04853,C16H14O12,65421340.0
398.0637850000001,C20H14O9,37980960.0
398.084915,C17H18O11,208984832.0
398.10017,C21H18O8,24744598.0
398.1213,C18H22O10,310240320.0
398.1213,C18H22O10,310240320.0
398.1399260000001,C19H26O7S1,3764619.0
398.157685,C19H26O9,142209232.0
398.19407,C20H30O8,20203824.0
398.1213,C18H22O10,58128808.0
400.04305,C19H12O10,43587776.0
400.06418,C16H16O12,71855096.0
400.079435,C20H16O9,46740704.0
400.100565,C17H20O11,180634304.0
400.11582,C21H20O8,29795140.0
400.119191,C18H24O8S1,7155955.0
400.13695,C18H24O10,157042752.0
400.13695,C18H24O10,157042752.0
400.152205,C22H24O7,18763294.0
400.1733350000001,C19H28O9,35621588.0
400.13695,C18H24O10,33039010.0
402.022315,C18H10O11,36041712.0
402.0587,C19H14O10,85719472.0
402.07983,C16H18O12,73123016.0
402.095085,C20H18O9,71493800.0
402.116215,C17H22O11,115654064.0
402.13147,C21H22O8,51405176.0
402.1526,C18H26O10,51439504.0
402.167855,C22H26O7,29215740.0
404.037965,C18H12O11,72236184.0
404.07435,C19H16O10,123472832.0
404.09548,C16H20O12,34203320.0
404.110735,C20H20O9,100389272.0
404.131865,C17H24O11,30450406.0
404.14712,C21H24O8,77885968.0
404.183505,C22H28O7,33907792.0
406.01723,C17H10O12,22041342.0
406.053615,C18H14O11,130407216.0
406.053615,C18H14O11,130407216.0
