molecular weight,molecular formula,strength
278.07904,C14H14O6,16123639.0
279.110674,C14H17O5N1,5513850.0
278.115425,C15H18O5,9569527.0
279.256214,C18H33O1N1,7194857.0
280.02192,C12H8O8,46740064.0
280.037175,C16H8O5,9140614.0
280.047757,C7H12O6N4S1,5012606.0
280.058305,C13H12O7,98971232.0
280.07356,C17H12O4,9284419.0
280.09469,C14H16O6,118859896.0
280.131075,C15H20O5,67071844.0
280.16746,C16H24O4,6334024.0
280.02192,C12H8O8,5493787.0
281.047679,C19H7O2N1,3781254.0
281.053554,C12H11O7N1,8520163.0
280.058305,C13H12O7,11677188.0
281.089939,C13H15O6N1,11758158.0
280.09469,C14H16O6,17623930.0
280.131075,C15H20O5,10393699.0
281.2718640000001,C18H35O1N1,23675064.0
282.001185,C11H6O9,11607119.0
282.01644,C15H6O6,6600683.0
282.03757,C12H10O8,60073200.0
282.052825,C16H10O5,17956698.0
282.063407,C7H14O6N4S1,3714599.0
282.073955,C13H14O7,133147608.0
282.08921,C17H14O4,11161698.0
282.11034,C14H18O6,165269808.0
282.146725,C15H22O5,32422194.0
281.2718640000001,C18H35O1N1,5474585.0
282.03757,C12H10O8,7159186.0
283.048074,C15H9O5N1,4960968.0
283.069204,C12H13O7N1,9512596.0
282.073955,C13H14O7,17288842.0
283.1055890000001,C13H17O6N1,7366879.0
282.11034,C14H18O6,23465012.0
282.146725,C15H22O5,5758683.0
284.016835,C11H8O9,22741900.0
284.03209,C15H8O6,21298900.0
284.05322,C12H12O8,63224020.0
284.068475,C16H12O5,25219344.0
284.089605,C13H16O7,214176160.0
284.10486,C17H16O4,11194857.0
284.12599,C14H20O6,99561320.0
284.162375,C15H24O5,7268565.0
285.027339,C14H7O6N1,3772107.0
284.05322,C12H12O8,8336970.0
285.063724,C15H11O5N1,5617010.0
284.068475,C16H12O5,4696775.0
285.084854,C12H15O7N1,8664503.0
284.089605,C13H16O7,29316476.0
284.12599,C14H20O6,15172519.0
286.011355,C14H6O7,9963335.0
286.032485,C11H10O9,10390352.0
286.04774,C15H10O6,41377180.0
286.06887,C12H14O8,98387808.0
286.084125,C16H14O5,30283812.0
286.105255,C13H18O7,152447136.0
286.12051,C17H18O4,13534960.0
286.14164,C14H22O6,20365820.0
287.042989,C14H9O6N1,7013011.0
286.04774,C15H10O6,6354804.0
286.06887,C12H14O8,11633620.0
287.079374,C15H13O5N1,7498886.0
286.084125,C16H14O5,4842538.0
286.105255,C13H18O7,21015664.0
288.027005,C14H8O7,38065460.0
288.048135,C11H12O9,12014860.0
288.06339,C15H12O6,57191160.0
288.08452,C12H16O8,75440440.0
288.099775,C16H16O5,33839720.0
288.120905,C13H20O7,31561936.0
288.13616,C17H20O4,14846119.0
289.022254,C13H7O7N1,3827689.0
288.027005,C14H8O7,5643538.0
289.058639,C14H11O6N1,10952538.0
288.06339,C15H12O6,8479869.0
288.08452,C12H16O8,9509364.0
289.095024,C15H15O5N1,7380991.0
288.099775,C16H16O5,5871171.0
288.120905,C13H20O7,4328516.0
290.00627,C13H6O8,14834790.0
290.042655,C14H10O7,73077504.0
290.0637850000001,C11H14O9,6912081.0
290.07904,C15H14O6,72545824.0
290.10017,C12H18O8,17662496.0
290.115425,C16H18O5,41206716.0
290.15181,C17H22O4,13542310.0
291.037904,C13H9O7N1,8396095.0
290.042655,C14H10O7,9901659.0
291.074289,C14H13O6N1,12100243.0
290.07904,C15H14O6,10867363.0
291.110674,C15H17O5N1,5099514.0
290.115425,C16H18O5,7143804.0
292.02192,C13H8O8,45914012.0
292.037175,C17H8O5,5004275.0
292.058305,C14H12O7,103907288.0
292.07356,C18H12O4,7587561.0
292.09469,C15H16O6,90039464.0
292.131075,C16H20O5,47021132.0
292.16746,C17H24O4,9817477.0
292.02192,C13H8O8,5806812.0
293.053554,C13H11O7N1,12632866.0
292.058305,C14H12O7,13892246.0
293.089939,C14H15O6N1,12719668.0
292.09469,C15H16O6,13737802.0
293.126324,C15H19O5N1,3715832.0
292.131075,C16H20O5,8244434.0
294.001185,C12H6O9,12051187.0
294.03757,C13H10O8,78617208.0
294.052825,C17H10O5,12195026.0
294.073955,C14H14O7,134521280.0
294.085188,C13H14O6N2,4352643.0
294.08921,C18H14O4,7253288.0
294.11034,C15H18O6,138281792.0
294.146725,C16H22O5,39245660.0
294.18311,C17H26O4,20400166.0
294.186481,C14H30O4S1,14701528.0
295.032819,C12H9O8N1,4260532.0
294.03757,C13H10O8,10862984.0
295.063329,C20H9O2N1,4514274.0
295.069204,C13H13O7N1,12787473.0
294.073955,C14H14O7,17789090.0
295.1055890000001,C14H17O6N1,10092515.0
294.11034,C15H18O6,21013648.0
294.146725,C16H22O5,6801969.0
295.251129,C18H33O2N1,11554498.0
296.016835,C12H8O9,31380962.0
296.03209,C16H8O6,13275233.0
296.042672,C7H12O7N4S1,6423050.0
296.05322,C13H12O8,95812288.0
296.068475,C17H12O5,17099702.0
296.089605,C14H16O7,210729056.0
296.10486,C18H16O4,7289181.0
296.12599,C15H20O6,150528688.0
296.162375,C16H24O5,15752001.0
297.048469,C12H11O8N1,4639383.0
296.05322,C13H12O8,11718078.0
297.063724,C16H11O5N1,4676740.0
297.084854,C13H15O7N1,15193073.0
296.089605,C14H16O7,30571672.0
297.121239,C14H19O6N1,6151961.0
296.12599,C15H20O6,24134472.0
298.011355,C15H6O7,8914753.0
298.032485,C12H10O9,30970646.0
298.04774,C16H10O6,28046506.0
298.058322,C7H14O7N4S1,6385623.0
298.06887,C13H14O8,147122480.0
298.084125,C17H14O5,21448578.0
298.105255,C14H18O7,279663744.0
298.12051,C18H18O4,8198281.0
298.14164,C15H22O6,71425272.0
298.160266,C16H26O3S1,12903842.0
299.042989,C15H9O6N1,6469919.0
298.04774,C16H10O6,4503062.0
299.064119,C12H13O8N1,5779265.0
298.06887,C13H14O8,20134570.0
299.079374,C16H13O5N1,5396177.0
299.1005040000001,C13H17O7N1,10346621.0
298.105255,C14H18O7,37442324.0
298.14164,C15H22O6,11545429.0
300.01175,C11H8O10,7088385.0
300.027005,C15H8O7,28556118.0
300.030376,C12H12O7S1,3845381.0
300.048135,C12H12O9,33987644.0
300.06339,C16H12O6,41431172.0
300.08452,C13H16O8,203368080.0
300.099775,C17H16O5,22176176.0
300.120905,C14H20O7,130817840.0
300.13616,C18H20O4,8879659.0
300.15729,C15H24O6,11884053.0
300.027005,C15H8O7,4377369.0
301.058639,C15H11O6N1,8954611.0
300.06339,C16H12O6,6629727.0
301.0797690000001,C12H15O8N1,4804338.0
300.08452,C13H16O8,27948448.0
301.095024,C16H15O5N1,5125417.0
300.099775,C17H16O5,4780760.0
300.120905,C14H20O7,19372686.0
302.00627,C14H6O8,12038475.0
302.042655,C15H10O7,54001628.0
302.046026,C12H14O7S1,4021820.0
302.0637850000001,C12H14O9,40759536.0
302.07904,C16H14O6,51096404.0
302.082411,C13H18O6S1,4205809.0
302.10017,C13H18O8,114923544.0
302.115425,C17H18O5,28237038.0
302.136555,C14H22O7,22366700.0
302.15181,C18H22O4,9837816.0
303.037904,C14H9O7N1,8365766.0
302.042655,C15H10O7,8152477.0
302.0637850000001,C12H14O9,5012431.0
303.074289,C15H13O6N1,10684310.0
302.07904,C16H14O6,8477317.0
302.10017,C13H18O8,15078013.0
303.110674,C16H17O5N1,4176239.0
302.115425,C17H18O5,4098892.0
304.02192,C14H8O8,33810216.0
304.058305,C15H12O7,84750743.99999999
304.061676,C12H16O7S1,4329924.0
304.07356,C19H12O4,4119542.0
304.079435,C12H16O9,20735858.0
304.09469,C16H16O6,63961768.0
304.11582,C13H20O8,19680038.0
304.131075,C17H20O5,34377540.0
304.16746,C18H24O4,9827911.0
304.02192,C14H8O8,4610957.0
305.053554,C14H11O7N1,11729998.0
304.058305,C15H12O7,12473689.0
305.089939,C15H15O6N1,10755884.0
304.09469,C16H16O6,10316073.0
304.131075,C17H20O5,5640057.0
306.001185,C13H6O9,9428804.0
306.03757,C14H10O8,74680424.0
306.052825,C18H10O5,7995811.0
306.073955,C15H14O7,110014784.0
306.085188,C14H14O6N2,4444159.0
306.08921,C19H14O4,4756090.0
306.11034,C16H18O6,86476136.0
306.146725,C17H22O5,33269786.0
306.18311,C18H26O4,4695449.0
307.032819,C13H9O8N1,5984350.0
306.03757,C14H10O8,9816790.0
307.069204,C14H13O7N1,15517545.0
306.073955,C15H14O7,15798397.0
307.1055890000001,C15H17O6N1,10568303.0
306.11034,C16H18O6,13863565.0
306.146725,C17H22O5,6121322.0
308.016835,C13H8O9,37753644.0
308.03209,C17H8O6,8596275.0
308.042672,C8H12O7N4S1,5539666.0
308.05322,C14H12O8,119465096.0
308.068475,C18H12O5,12872796.0
308.089605,C15H16O7,163950992.0
308.100838,C14H16O6N2,5318139.000000001
308.10486,C19H16O4,4916327.0
308.12599,C16H20O6,113999624.0
308.162375,C17H24O5,24267264.0
308.016835,C13H8O9,5454159.0
309.048469,C13H11O8N1,9250397.0
308.05322,C14H12O8,15440941.0
309.078979,C21H11O2N1,3667307.0
309.084854,C14H15O7N1,16865572.0
308.089605,C15H16O7,24892356.0
309.121239,C15H19O6N1,7848377.0
308.12599,C16H20O6,18470402.0
308.162375,C17H24O5,4056202.0
309.9961,C12H6O10,8496293.0
310.011355,C16H6O7,5361537.999999999
310.032485,C13H10O9,54563708.0
310.04774,C17H10O6,18327112.0
310.051111,C14H14O6S1,4086353.0
310.058322,C8H14O7N4S1,5292875.0
310.06887,C14H14O8,160763296.0
310.084125,C18H14O5,13014690.0
310.105255,C15H18O7,269188480.0
310.116488,C14H18O6N2,3843071.0
310.12051,C19H18O4,5665589.0
310.14164,C16H22O6,91600504.0
310.178025,C17H26O5,13460926.0
310.1813959999999,C14H30O5S1,16106379.0
310.032485,C13H10O9,7389648.0
311.042989,C16H9O6N1,3721812.0
311.064119,C13H13O8N1,10357290.0
310.06887,C14H14O8,22787740.0
311.079374,C17H13O5N1,4110448.0
311.1005040000001,C14H17O7N1,15794054.0
310.105255,C15H18O7,41666712.0
310.14164,C16H22O6,16047552.0
312.01175,C12H8O10,13395153.0
312.027005,C16H8O7,20411222.0
312.030376,C13H12O7S1,4018784.0
312.048135,C13H12O9,71850288.0
312.06339,C17H12O6,29076188.0
312.073972,C8H16O7N4S1,4337441.0
312.08452,C14H16O8,277672064.0
312.095753,C13H16O7N2,3822685.0
312.099775,C18H16O5,16812954.0
312.120905,C15H20O7,254970144.0
312.13616,C19H20O4,5493771.0
312.15729,C16H24O6,30078328.0
312.175916,C17H28O3S1,34497644.0
312.048135,C13H12O9,8181606.0
313.058639,C16H11O6N1,6277661.0
312.06339,C17H12O6,4673489.0
313.0797690000001,C13H15O8N1,11469920.0
312.08452,C14H16O8,36577976.0
313.116154,C14H19O7N1,7149233.0
312.120905,C15H20O7,35780588.0
312.15729,C16H24O6,4423625.0
312.175916,C17H28O3S1,5989573.0
314.00627,C15H6O8,7006603.0
314.0274,C12H10O10,11184042.0
314.042655,C16H10O7,39668892.0
314.046026,C13H14O7S1,4933695.0
314.0637850000001,C13H14O9,101830984.0
314.07904,C17H14O6,34494456.0
314.082411,C14H18O6S1,4411319.0
314.10017,C14H18O8,287876000.0
