molecular weight,molecular formula,strength
438.1526,C21H26O10,38789088.00000001
438.188985,C22H30O9,14714729.0
440.037965,C21H12O11,5909432.0
440.059095,C18H16O13,13986765.0
440.07435,C22H16O10,5727683.0
440.09548,C19H20O12,29712048.0
440.110735,C23H20O9,5303451.0
440.1318649999999,C20H24O11,42344892.0
440.14712,C24H24O8,3696527.0
440.1682500000001,C21H28O10,24622222.0
440.2046350000001,C22H32O9,5592827.0
440.1318649999999,C20H24O11,3987275.0
440.1318649999999,C20H24O11,3987275.0
442.053615,C21H14O11,9922587.0
442.074745,C18H18O13,14793519.0
442.09,C22H18O10,9670607.0
442.11113,C19H22O12,28846924.0
442.126385,C23H22O9,7059262.0
442.147515,C20H26O11,28915778.0
442.16277,C24H26O8,5576603.0
442.1839,C21H30O10,8928962.999999998
442.11113,C19H22O12,3673175.0
442.11113,C19H22O12,3673175.0
444.03288,C20H12O12,7694172.000000001
444.069265,C21H16O11,15011286.0
444.090395,C18H20O13,12381339.0
444.10565,C22H20O10,12170831.0
444.1267800000001,C19H24O12,18587986.0
444.142035,C23H24O9,10898856.0
444.163165,C20H28O11,10259025.0
444.17842,C24H28O8,6754036.0
446.04853,C20H14O12,15408871.0
446.084915,C21H18O11,20609898.0
446.106045,C18H22O13,6681350.0
446.1213,C22H22O10,18437608.0
446.14243,C19H26O12,6210871.0
446.157685,C23H26O9,15136133.0
446.19407,C24H30O8,8200400.0
448.027795,C19H12O13,6782045.0
448.06418,C20H16O12,23904648.0
448.100565,C21H20O11,25791398.0
448.13695,C22H24O10,23528084.0
448.1733350000001,C23H28O9,19038986.0
448.20972,C24H32O8,6468899.0
448.06418,C20H16O12,3640064.0
448.06418,C20H16O12,3640064.0
450.043445,C19H14O13,12262773.0
450.07983,C20H18O12,28450598.0
450.116215,C21H22O11,30217096.0
450.1526,C22H26O10,31966598.0
450.188985,C23H30O9,17326424.0
452.059095,C19H16O13,18583844.0
452.09548,C20H20O12,29865052.0
452.1318649999999,C21H24O11,37987088.0
452.1682500000001,C22H28O10,29687328.0
452.2046350000001,C23H32O9,9109772.0
454.053615,C22H14O11,6644953.0
454.074745,C19H18O13,20040574.0
454.09,C23H18O10,5668849.0
454.11113,C20H22O12,33034756.0
454.126385,C24H22O9,3832435.0
454.147515,C21H26O11,35337600.0
454.1839,C22H30O10,16294285.0
456.03288,C21H12O12,6596801.0
456.05401,C18H16O14,6417756.0
456.069265,C22H16O11,9843313.0
456.090395,C19H20O13,20023354.0
456.10565,C23H20O10,8212016.0
456.12678,C20H24O12,30173436.0
456.142035,C24H24O9,6068222.0
456.163165,C21H28O11,20190440.0
456.17842,C25H28O8,5169343.0
456.19955,C22H32O10,5344470.000000001
458.04853,C21H14O12,11635874.0
458.084915,C22H18O11,14175922.0
458.106045,C19H22O13,14748357.0
458.1213,C23H22O10,10732292.0
458.14243,C20H26O12,17429800.0
458.157685,C24H26O9,9573182.0
458.178815,C21H30O11,6704176.0
458.19407,C25H30O8,5526740.0
458.084915,C22H18O11,3611464.0
458.084915,C22H18O11,3611464.0
460.027795,C20H12O13,6606472.0
460.06418,C21H16O12,18625074.0
460.100565,C22H20O11,17961324.0
460.121695,C19H24O13,7852181.0
460.13695,C23H24O10,16131327.0
460.15808,C20H28O12,5465358.0
460.1733350000001,C24H28O9,12550998.0
460.20972,C25H32O8,5949633.0
462.043445,C20H14O13,14130621.0
462.07983,C21H18O12,24463178.0
462.116215,C22H22O11,22929788.0
462.1526,C23H26O10,22510218.0
462.188985,C24H30O9,14050995.0
464.059095,C20H16O13,20599032.0
464.09548,C21H20O12,27074592.0
464.1318649999999,C22H24O11,28542210.0
464.1682500000001,C23H28O10,24998512.0
464.2046350000001,C24H32O9,11629076.0
466.03836,C19H14O14,6514708.0
466.074745,C20H18O13,24675224.0
466.11113,C21H22O12,29348332.0
466.147515,C22H26O11,34713512.0
466.1839,C23H30O10,20335878.0
466.220285,C24H34O9,5331324.0
468.03288,C22H12O12,4245334.000000001
468.05401,C19H16O14,10555909.0
468.090395,C20H20O13,24165538.0
468.10565,C24H20O10,4811652.0
468.12678,C21H24O12,33327880.0
468.163165,C22H28O11,28463694.0
468.19955,C23H32O10,10470524.0
468.090395,C20H20O13,4306647.000000001
468.090395,C20H20O13,4306647.000000001
470.04853,C22H14O12,8952885.0
470.06966,C19H18O14,10687326.0
470.084915,C23H18O11,9801581.0
470.106045,C20H22O13,22366024.0
470.1213,C24H22O10,6067014.0
470.14243,C21H26O12,26912978.0
470.157685,C25H26O9,6172341.0
470.178815,C22H30O11,14442539.0
470.106045,C20H22O13,4316086.0
470.106045,C20H22O13,4316086.0
472.027795,C21H12O13,6336367.0
472.06418,C22H16O12,15115021.0
472.08531,C19H20O14,9518000.999999998
472.100565,C23H20O11,12544092.0
472.121695,C20H24O13,17117294.0
472.13695,C24H24O10,11095979.0
472.15808,C21H28O12,13744980.0
472.1733350000001,C25H28O9,8368505.0
472.194465,C22H32O11,4325172.0
472.20972,C26H32O8,4629489.0
472.06418,C22H16O12,3801012.0
472.06418,C22H16O12,3801012.0
474.043445,C21H14O13,13115880.0
474.07983,C22H18O12,19464636.0
474.10096,C19H22O14,6919010.0
474.116215,C23H22O11,16086052.0
474.137345,C20H26O13,7871297.0
474.1526,C24H26O10,14725338.0
474.17373,C21H30O12,4100471.0
474.188985,C25H30O9,9337484.0
474.22537,C26H34O8,3702109.0
476.02271,C20H12O14,4472889.0
476.059095,C21H16O13,20757656.0
476.09548,C22H20O12,23430366.0
476.1318649999999,C23H24O11,21581170.0
476.1682500000001,C24H28O10,18700078.0
476.2046350000001,C25H32O9,10453556.0
476.059095,C21H16O13,4133660.0
476.059095,C21H16O13,4133660.0
478.03836,C20H14O14,9129552.0
478.074745,C21H18O13,26125540.0
478.11113,C22H22O12,26519334.0
478.147515,C23H26O11,27538650.0
478.1839,C24H30O10,20678866.0
478.220285,C25H34O9,6657053.0
478.074745,C21H18O13,4737315.0
478.074745,C21H18O13,4737315.0
480.05401,C20H16O14,15016251.0
480.090395,C21H20O13,27190390.0
480.12678,C22H24O12,29431982.0
480.163165,C23H28O11,30119848.0
480.19955,C24H32O10,14997034.0
480.090395,C21H20O13,3589057.0
480.090395,C21H20O13,3589057.0
482.06966,C20H18O14,16572242.0
482.106045,C21H22O13,26952750.0
482.1213,C25H22O10,3625665.0
482.14243,C22H26O12,32156344.0
482.178815,C23H30O11,20691816.0
482.2152,C24H34O10,6070044.0
484.027795,C22H12O13,5954391.0
