weight,molecular,strength,C,H,O,N,S,P,Cl,Br,I,DBE,O/C,H/C,N/C,S/C,P/C,Cl/C,Br/C,I/C,Almod,NOSC,X/C,DBE-O,DBE/C
142.062995,C7H10O3,5011361.0,7,10,3,0,0,0,0,0,0,3.0,0.42857142857142855,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,-0.5714285714285712,0.0,0.0,0.42857142857142855
144.04226,C6H8O4,5389479.0,6,8,4,0,0,0,0,0,0,3.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-1.0,0.5
146.05791,C6H10O4,10624424.0,6,10,4,0,0,0,0,0,0,2.0,0.6666666666666666,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333304,0.0,-2.0,0.3333333333333333
148.05243,C9H8O2,9605568.0,9,8,2,0,0,0,0,0,0,6.0,0.2222222222222222,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.625,-0.44444444444444464,0.0,4.0,0.6666666666666666
150.06808,C9H10O2,15323942.0,9,10,2,0,0,0,0,0,0,5.0,0.2222222222222222,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.666666666666667,0.0,3.0,0.5555555555555556
150.104465,C10H14O1,4774724.0,10,14,1,0,0,0,0,0,0,4.0,0.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,-1.2000000000000002,0.0,3.0,0.4
152.047345,C8H8O3,18553304.0,8,8,3,0,0,0,0,0,0,5.0,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,-0.25,0.0,2.0,0.625
152.08373,C9H12O2,11475859.0,9,12,2,0,0,0,0,0,0,4.0,0.2222222222222222,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.375,-0.8888888888888893,0.0,2.0,0.4444444444444444
154.062995,C8H10O3,14618343.0,8,10,3,0,0,0,0,0,0,4.0,0.375,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,-0.5,0.0,1.0,0.5
154.09938,C9H14O2,7425513.0,9,14,2,0,0,0,0,0,0,3.0,0.2222222222222222,1.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-1.1111111111111107,0.0,1.0,0.3333333333333333
156.04226,C7H8O4,11119468.0,7,8,4,0,0,0,0,0,0,4.0,0.5714285714285714,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5714285714285714
156.078645,C8H12O3,11199486.0,8,12,3,0,0,0,0,0,0,3.0,0.375,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,-0.75,0.0,0.0,0.375
158.05791,C7H10O4,9470667.0,7,10,4,0,0,0,0,0,0,3.0,0.5714285714285714,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2857142857142856,0.0,-1.0,0.42857142857142855
160.05243,C10H8O2,7665987.0,10,8,2,0,0,0,0,0,0,7.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.40000000000000036,0.0,5.0,0.7
160.07356,C7H12O4,8064286.99999999,7,12,4,0,0,0,0,0,0,2.0,0.5714285714285714,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5714285714285712,0.0,-2.0,0.2857142857142857
162.031695,C9H6O3,14737092.0,9,6,3,0,0,0,0,0,0,7.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0,4.0,0.7777777777777778
162.06808,C10H10O2,13208496.0,10,10,2,0,0,0,0,0,0,6.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,-0.5999999999999996,0.0,4.0,0.6
164.047345,C9H8O3,23665134.0,9,8,3,0,0,0,0,0,0,6.0,0.3333333333333333,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-0.22222222222222232,0.0,3.0,0.6666666666666666
164.08373,C10H12O2,14528257.0,10,12,2,0,0,0,0,0,0,5.0,0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,-0.7999999999999998,0.0,3.0,0.5
166.02661,C8H6O4,19353452.0,8,6,4,0,0,0,0,0,0,6.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.25,0.0,2.0,0.75
166.062995,C9H10O3,23165366.0,9,10,3,0,0,0,0,0,0,5.0,0.3333333333333333,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,-0.44444444444444464,0.0,2.0,0.5555555555555556
166.09938,C10H14O2,13260296.0,10,14,2,0,0,0,0,0,0,4.0,0.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-1.0,0.0,2.0,0.4
168.078645,C9H12O3,19928494.0,9,12,3,0,0,0,0,0,0,4.0,0.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.666666666666667,0.0,1.0,0.4444444444444444
168.11503,C10H16O2,5279100.0,10,16,2,0,0,0,0,0,0,3.0,0.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,-1.2000000000000002,0.0,1.0,0.3
170.05791,C8H10O4,17841798.0,8,10,4,0,0,0,0,0,0,4.0,0.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.25,0.0,0.0,0.5
170.094295,C9H14O3,12537715.0,9,14,3,0,0,0,0,0,0,3.0,0.3333333333333333,1.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.8888888888888893,0.0,0.0,0.3333333333333333
172.07356,C8H12O4,14802114.0,8,12,4,0,0,0,0,0,0,3.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,-0.5,0.0,-1.0,0.375
174.052825,C7H10O5,9292697.0,7,10,5,0,0,0,0,0,0,3.0,0.7142857142857143,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,-2.0,0.42857142857142855
174.06808,C11H10O2,9512757.99999999,11,10,2,0,0,0,0,0,0,7.0,0.18181818181818182,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-0.5454545454545459,0.0,5.0,0.6363636363636364
174.08921,C8H14O4,5188698.99999999,8,14,4,0,0,0,0,0,0,2.0,0.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.75,0.0,-2.0,0.25
176.047345,C10H8O3,26074362.0,10,8,3,0,0,0,0,0,0,7.0,0.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,-0.20000000000000018,0.0,4.0,0.7
