weight,molecular,strength,C,H,O,N,S,P,Cl,Br,I,DBE,O/C,H/C,N/C,S/C,P/C,Cl/C,Br/C,I/C,Almod,NOSC,X/C,DBE-O,DBE/C
244.16746,C13H24O4,5095446.0,13,24,4,0,0,0,0,0,0,2.0,0.3076923076923077,1.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2307692307692308,0.0,-2.0,0.15384615384615385
248.089605,C10H16O7,5167201.0,10,16,7,0,0,0,0,0,0,3.0,0.7,1.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.07692307692307693,-0.20000000000000018,0.0,-4.0,0.3
248.12599,C11H20O6,3076746.0,11,20,6,0,0,0,0,0,0,2.0,0.5454545454545454,1.8181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,-0.125,-0.7272727272727275,0.0,-4.0,0.18181818181818182
252.103146,C10H20O5S1,3093595.0,10,20,5,0,1,0,0,0,0,1.0,0.5,2.0,0.0,0.1,0.0,0.0,0.0,0.0,-0.38461538461538464,-0.7999999999999998,0.0,-4.0,0.1
252.120905,C10H20O7,6601193.0,10,20,7,0,0,0,0,0,0,1.0,0.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38461538461538464,-0.5999999999999996,0.0,-6.0,0.1
255.183444,C14H25O3N1,3834690.0,14,25,3,1,0,0,0,0,0,3.0,0.21428571428571427,1.7857142857142858,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,-1.1428571428571432,0.0,0.0,0.21428571428571427
256.16746,C14H24O4,3190256.0,14,24,4,0,0,0,0,0,0,3.0,0.2857142857142857,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,-1.1428571428571432,0.0,-1.0,0.21428571428571427
257.162709,C13H23O4N1,6081506.0,13,23,4,1,0,0,0,0,0,3.0,0.3076923076923077,1.7692307692307692,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,-0.9230769230769234,0.0,-1.0,0.23076923076923078
257.199094,C14H27O3N1,6427756.0,14,27,3,1,0,0,0,0,0,2.0,0.21428571428571427,1.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,-0.043478260869565216,-1.2857142857142856,0.0,-1.0,0.14285714285714285
259.178359,C13H25O4N1,6779985.0,13,25,4,1,0,0,0,0,0,2.0,0.3076923076923077,1.9230769230769231,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,-0.1,-1.0769230769230766,0.0,-2.0,0.15384615384615385
262.14164,C12H22O6,3050899.0,12,22,6,0,0,0,0,0,0,2.0,0.5,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.1111111111111111,-0.833333333333333,0.0,-4.0,0.16666666666666666
263.115759,C14H17O4N1,3315771.0,14,17,4,1,0,0,0,0,0,7.0,0.2857142857142857,1.2142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,-0.4285714285714288,0.0,3.0,0.5
264.012617,C9H12O5S2,4559063.0,9,12,5,0,2,0,0,0,0,4.0,0.5555555555555556,1.3333333333333333,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,-0.1111111111111111,0.22222222222222232,0.0,-1.0,0.4444444444444444
264.074623,C12H12O5N2,2774597.0,12,12,5,2,0,0,0,0,0,8.0,0.4166666666666667,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.3333333333333335,0.0,3.0,0.6666666666666666
264.172545,C16H24O3,3665976.0,16,24,3,0,0,0,0,0,0,5.0,0.1875,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2413793103448276,-1.125,0.0,2.0,0.3125
268.105923,C12H16O5N2,3214569.0,12,16,5,2,0,0,0,0,0,6.0,0.4166666666666667,1.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.5
269.126324,C13H19O5N1,3478825.0,13,19,5,1,0,0,0,0,0,5.0,0.38461538461538464,1.4615384615384615,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,-0.4615384615384617,0.0,0.0,0.38461538461538464
270.085188,C11H14O6N2,2915489.0,11,14,6,2,0,0,0,0,0,6.0,0.5454545454545454,1.2727272727272727,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.36363636363636376,0.0,0.0,0.5454545454545454
270.219495,C16H30O3,2888865.0,16,30,3,0,0,0,0,0,0,2.0,0.1875,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,-1.5,0.0,-1.0,0.125
271.214744,C15H29O3N1,7521832.0,15,29,3,1,0,0,0,0,0,2.0,0.2,1.9333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,-0.04,-1.333333333333333,0.0,-1.0,0.13333333333333333
273.194009,C14H27O4N1,4068178.0,14,27,4,1,0,0,0,0,0,2.0,0.2857142857142857,1.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,-0.09090909090909091,-1.1428571428571432,0.0,-2.0,0.14285714285714285
274.051111,C11H14O6S1,3776899.0,11,14,6,0,1,0,0,0,0,5.0,0.5454545454545454,1.2727272727272727,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,-1.0,0.45454545454545453
275.115759,C15H17O4N1,2832642.0,15,17,4,1,0,0,0,0,0,8.0,0.26666666666666666,1.1333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,-0.40000000000000036,0.0,4.0,0.5333333333333333
276.066761,C11H16O6S1,4662406.0,11,16,6,0,1,0,0,0,0,4.0,0.5454545454545454,1.4545454545454546,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,-0.18181818181818166,0.0,-2.0,0.36363636363636365
280.069538,C12H12O6N2,3255328.0,12,12,6,2,0,0,0,0,0,8.0,0.5,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5,0.0,2.0,0.6666666666666666
280.105923,C13H16O5N2,3924645.0,13,16,5,2,0,0,0,0,0,7.0,0.38461538461538464,1.2307692307692308,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,2.0,0.5384615384615384
282.085188,C12H14O6N2,4153152.0,12,14,6,2,0,0,0,0,0,7.0,0.5,1.1666666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.3333333333333335,0.0,1.0,0.5833333333333334
282.18311,C16H26O4,2848327.0,16,26,4,0,0,0,0,0,0,4.0,0.25,1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,-1.125,0.0,0.0,0.25
284.100838,C12H16O6N2,4429888.0,12,16,6,2,0,0,0,0,0,6.0,0.5,1.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.16666666666666652,0.0,0.0,0.5
286.051111,C12H14O6S1,3449176.0,12,14,6,0,1,0,0,0,0,6.0,0.5,1.1666666666666667,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5
286.087496,C13H18O5S1,3117282.0,13,18,5,0,1,0,0,0,0,5.0,0.38461538461538464,1.3846153846153846,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.15789473684210525,-0.4615384615384617,0.0,0.0,0.38461538461538464
286.156895,C18H22O3,3413060.0,18,22,3,0,0,0,0,0,0,8.0,0.16666666666666666,1.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.3939393939393939,-0.8888888888888893,0.0,5.0,0.4444444444444444
286.178025,C15H26O5,3360904.0,15,26,5,0,0,0,0,0,0,3.0,0.3333333333333333,1.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.04,-1.0666666666666664,0.0,-2.0,0.2
286.21441,C16H30O4,3464197.0,16,30,4,0,0,0,0,0,0,2.0,0.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.375,0.0,-2.0,0.125
288.172545,C18H24O3,3612889.0,18,24,3,0,0,0,0,0,0,7.0,0.16666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-1.0,0.0,4.0,0.3888888888888889
289.188924,C14H27O5N1,2753432.0,14,27,5,1,0,0,0,0,0,2.0,0.35714285714285715,1.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,-0.14285714285714285,-1.0,0.0,-3.0,0.14285714285714285
290.046026,C11H14O7S1,3392267.0,11,14,7,0,1,0,0,0,0,5.0,0.6363636363636364,1.2727272727272727,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.07692307692307693,0.18181818181818166,0.0,-2.0,0.45454545454545453
290.082411,C12H18O6S1,4352369.0,12,18,6,0,1,0,0,0,0,4.0,0.5,1.5,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,-0.33333333333333304,0.0,-2.0,0.3333333333333333
290.090273,C14H14O5N2,2927679.0,14,14,5,2,0,0,0,0,0,9.0,0.35714285714285715,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,0.1428571428571428,0.0,4.0,0.6428571428571429
292.061676,C11H16O7S1,4485904.0,11,16,7,0,1,0,0,0,0,4.0,0.6363636363636364,1.4545454545454546,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,-0.07692307692307693,0.0,0.0,-3.0,0.36363636363636365
294.121573,C14H18O5N2,3427956.0,14,18,5,2,0,0,0,0,0,7.0,0.35714285714285715,1.2857142857142858,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,-0.14285714285714324,0.0,2.0,0.5
295.141974,C15H21O5N1,2928777.0,15,21,5,1,0,0,0,0,0,6.0,0.3333333333333333,1.4,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,-0.5333333333333332,0.0,1.0,0.4
296.14712,C12H24O8,11101389.0,12,24,8,0,0,0,0,0,0,1.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.375,-0.666666666666667,0.0,-7.0,0.08333333333333333
298.051111,C13H14O6S1,3746115.0,13,14,6,0,1,0,0,0,0,7.0,0.46153846153846156,1.0769230769230769,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.5384615384615384
298.080103,C12H14O7N2,3127349.0,12,14,7,2,0,0,0,0,0,7.0,0.5833333333333334,1.1666666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.5,0.0,0.0,0.5833333333333334
298.116488,C13H18O6N2,4557471.0,13,18,6,2,0,0,0,0,0,6.0,0.46153846153846156,1.3846153846153846,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.46153846153846156
300.095753,C12H16O7N2,3543905.0,12,16,7,2,0,0,0,0,0,6.0,0.5833333333333334,1.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.3333333333333335,0.0,-1.0,0.5
300.103146,C14H20O5S1,3042707.0,14,20,5,0,1,0,0,0,0,5.0,0.35714285714285715,1.4285714285714286,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.14285714285714285,-0.5714285714285712,0.0,0.0,0.35714285714285715
300.193675,C16H28O5,4085069.0,16,28,5,0,0,0,0,0,0,3.0,0.3125,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,-1.125,0.0,-2.0,0.1875
302.118796,C14H22O5S1,2851300.0,14,22,5,0,1,0,0,0,0,4.0,0.35714285714285715,1.5714285714285714,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.047619047619047616,-0.7142857142857144,0.0,-1.0,0.2857142857142857
303.095419,C12H17O8N1,2791436.0,12,17,8,1,0,0,0,0,0,5.0,0.6666666666666666,1.4166666666666667,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666652,0.0,-3.0,0.4166666666666667
306.121573,C15H18O5N2,3379256.0,15,18,5,2,0,0,0,0,0,8.0,0.3333333333333333,1.2,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.13333333333333375,0.0,3.0,0.5333333333333333
307.141974,C16H21O5N1,3353480.0,16,21,5,1,0,0,0,0,0,7.0,0.3125,1.3125,0.0625,0.0,0.0,0.0,0.0,0.0,0.28,-0.5,0.0,2.0,0.4375
308.056591,C11H16O8S1,3153638.0,11,16,8,0,1,0,0,0,0,4.0,0.7272727272727273,1.4545454545454546,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,-0.16666666666666666,0.18181818181818166,0.0,-4.0,0.36363636363636365
308.064453,C13H12O7N2,2842550.0,13,12,7,2,0,0,0,0,0,9.0,0.5384615384615384,0.9230769230769231,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.6153846153846154,0.0,2.0,0.6923076923076923
309.230394,C18H31O3N1,3766412.0,18,31,3,1,0,0,0,0,0,4.0,0.16666666666666666,1.7222222222222223,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,-1.2222222222222223,0.0,1.0,0.2222222222222222
310.108626,C12H22O7S1,29913866.0,12,22,7,0,1,0,0,0,0,2.0,0.5833333333333334,1.8333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5,0.0,-5.0,0.16666666666666666
311.246044,C18H33O3N1,2814232.0,18,33,3,1,0,0,0,0,0,3.0,0.16666666666666666,1.8333333333333333,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,-1.333333333333333,0.0,0.0,0.16666666666666666
312.132138,C14H20O6N2,3340503.0,14,20,6,2,0,0,0,0,0,6.0,0.42857142857142855,1.4285714285714286,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,-0.14285714285714324,0.0,0.0,0.42857142857142855
312.193675,C17H28O5,4488718.0,17,28,5,0,0,0,0,0,0,4.0,0.29411764705882354,1.6470588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,-1.0588235294117645,0.0,-1.0,0.23529411764705882
313.095024,C17H15O5N1,2835748.0,17,15,5,1,0,0,0,0,0,11.0,0.29411764705882354,0.8823529411764706,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,-0.117647058823529,0.0,6.0,0.6470588235294118
313.261694,C18H35O3N1,3171638.0,18,35,3,1,0,0,0,0,0,2.0,0.16666666666666666,1.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,-0.03225806451612903,-1.4444444444444446,0.0,-1.0,0.1111111111111111
314.111403,C13H18O7N2,4267028.0,13,18,7,2,0,0,0,0,0,6.0,0.5384615384615384,1.3846153846153846,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.15384615384615374,0.0,-1.0,0.46153846153846156
314.118796,C15H22O5S1,4396776.0,15,22,5,0,1,0,0,0,0,5.0,0.3333333333333333,1.4666666666666666,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.13043478260869565,-0.666666666666667,0.0,0.0,0.3333333333333333
315.277344,C18H37O3N1,2867588.0,18,37,3,1,0,0,0,0,0,1.0,0.16666666666666666,2.0555555555555554,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,-0.0967741935483871,-1.5555555555555554,0.0,-2.0,0.05555555555555555
316.134446,C15H24O5S1,3691641.0,15,24,5,0,1,0,0,0,0,4.0,0.3333333333333333,1.6,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.043478260869565216,-0.7999999999999998,0.0,-1.0,0.26666666666666666
316.18859,C16H28O6,5035387.99999999,16,28,6,0,0,0,0,0,0,3.0,0.375,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-3.0,0.1875
317.126324,C17H19O5N1,3569107.0,17,19,5,1,0,0,0,0,0,9.0,0.29411764705882354,1.1176470588235294,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.4074074074074074,-0.35294117647058787,0.0,4.0,0.5294117647058824
318.040941,C12H14O8S1,3472256.0,12,14,8,0,1,0,0,0,0,6.0,0.6666666666666666,1.1666666666666667,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.14285714285714285,0.3333333333333335,0.0,-2.0,0.5
319.141974,C17H21O5N1,2927443.0,17,21,5,1,0,0,0,0,0,8.0,0.29411764705882354,1.2352941176470589,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.47058823529411775,0.0,3.0,0.47058823529411764
