reasult,count
53.869263,1.0
212.37481,2.0
64.207867,1.0
292.509313,1.0
-232.207216,1.0
-99.827594,1.0
258.113711,1.0
-166.545699,1.0
-533.912509,1.0
294.42255,1.0
-207.042142,1.0
-230.293979,1.0
109.997024,1.0
-49.927625,2.0
-213.885308,1.0
-41.800984,1.0
-57.254162,1.0
-304.291219,1.0
-133.915741,1.0
-118.117139,1.0
-33.000334,4.0
-78.486527,1.0
-215.609878,1.0
49.085778,2.0
20.026215,8.0
-140.071846,1.0
-125.781707,2.0
184.328255,1.0
124.2191,6.0
-138.158609,1.0
-231.971616,1.0
228.369725,2.0
7.347198,1.0
-8.56121,1.0
136.181848,1.0
85.005146,1.0
39.88576,2.0
138.386816,1.0
-58.002109,1.0
-36.769077,1.0
-319.918913,1.0
53.937795,3.0
142.332078,1.0
86.209976,1.0
-429.803158,1.0
-126.050321,1.0
218.064652,1.0
-382.718244,1.0
12.105784,2.0
-91.078584,2.0
156.148911,1.0
7.94757,1.0
-129.188134,1.0
-106.182698,1.0
230.522186,1.0
-11.139527,1.0
-313.120392,2.0
-557.90378,1.0
95.807058,1.0
-66.050321,1.0
90.910794,1.0
-5.949679,1.0
90.358293,1.0
258.34978,1.0
84.933712,1.0
27.925516,1.0
115.960187,2.0
23.915346,1.0
-32.96732,1.0
-73.907362,3.0
28.08294,2.0
-94.978263,2.0
60.348379,1.0
110.342248,2.0
-85.982636,2.0
-256.591782,1.0
-329.688324,1.0
216.353603,1.0
285.276676,1.0
-56.059229,1.0
172.143826,1.0
-179.865042,1.0
-217.026492,2.0
-65.756737,1.0
83.843443,1.0
-144.009246,1.0
128.1565,36.0
224.304544,5.0
-169.814448,2.0
102.457082,1.0
147.22048,1.0
21.947965,1.0
-44.098985,3.0
-11.775164,1.0
146.22458,2.0
-78.790875,1.0
186.322775,1.0
-23.031239,1.0
-147.304483,1.0
350.39125,4.0
-487.845023,1.0
-194.72319,1.0
-154.797023,1.0
69.88107,1.0
-40.934684,1.0
-108.202188,1.0
180.2817,6.0
188.142112,1.0
-379.819655,1.0
140.174259,3.0
12.264592,1.0
-18.994581,1.0
16.212358,1.0
176.159871,2.0
-5.705097,1.0
-88.049059,2.0
-117.993596,1.0
121.146664,1.0
49.089149,3.0
96.11503,11.0
-48.0,15.0
-17.789751,1.0
-154.450932,1.0
-153.819533,2.0
-429.777139,1.0
207.281366,4.0
76.071056,1.0
38.173591,1.0
176.22927,9.0
-296.061082,1.0
122.316627,1.0
54.116349,1.0
261.364701,2.0
-161.864374,1.0
-11.930601,3.0
-48.015255,1.0
-228.582479,1.0
122.38853,1.0
56.18701,1.0
-45.876062,4.0
2.284733,1.0
86.251719,1.0
-250.092854,1.0
-171.95741,1.0
-55.935686,7.0
165.942823,1.0
88.394283,1.0
-38.915663,1.0
-75.994915,7.0
-365.761094,1.0
24.057515,10.0
-271.646459,1.0
58.07825,28.0
256.170831,1.0
13.928492,1.0
-234.614825,1.0
56.781373,1.0
-8.040603,1.0
-136.90935,1.0
132.010582,1.0
-238.12051,6.0
-69.936081,3.0
96.314714,1.0
84.26057,2.0
214.174654,1.0
16.192095,2.0
260.235145,6.0
308.420225,1.0
-21.057849,2.0
-76.019416,1.0
81.326932,1.0
124.128571,3.0
246.310024,1.0
31.986459,1.0
49.343628,1.0
122.03678,1.0
-84.933243,1.0
30.02582,3.0
-344.70912,1.0
79.052096,2.0
-142.479455,1.0
-58.05328,1.0
96.897327,1.0
326.122167,1.0
30.00469,1.0
108.975503,1.0
10.162904,2.0
152.069342,1.0
222.25588,12.0
308.401815,3.0
-185.543435,1.0
7.274428,1.0
140.389198,1.0
173.969038,1.0
-48.968761,1.0
72.148044,6.0
-414.722462,1.0
-487.819004,1.0
136.058305,1.0
-186.57844,1.0
-184.200474,1.0
182.32786,2.0
-72.02113,21.0
64.38305,1.0
222.364168,2.0
72.133656,1.0
46.148516,1.0
63.141184,2.0
-58.07825,7.0
335.328711,3.0
-13.842454,2.0
-57.755492,1.0
-525.98672,1.0
248.163242,1.0
266.384508,1.0
-134.948242,2.0
-296.05322,1.0
137.193219,2.0
196.236859,3.0
-164.120115,4.0
-39.744927,2.0
-139.829902,1.0
138.198365,8.0
56.832544,1.0
-152.047345,12.0
-105.024835,1.0
276.279196,1.0
-295.912387,1.0
99.060552,1.0
256.4069,1.0
198.128966,1.0
230.42176,1.0
-292.65669,1.0
-29.847266,1.0
48.130285,37.0
-61.913237,1.0
-44.022844,3.0
131.195922,1.0
77.105845,1.0
110.107046,1.0
84.07277,1.0
267.281366,2.0
-46.114635,1.0
-118.17215,3.0
-135.866483,1.0
-105.801774,1.0
-172.519879,1.0
-41.6831,1.0
28.186737,1.0
-40.013541,1.0
130.260175,2.0
184.346014,1.0
-73.800711,1.0
-194.164561,1.0
-20.822431,1.0
216.481384,1.0
-181.807922,1.0
66.101094,3.0
-36.862977,1.0
-24.784801,1.0
-257.021407,1.0
2.204968,1.0
-281.928415,1.0
120.170041,1.0
322.342191,1.0
-95.810682,1.0
14.145935,5.0
-59.796945,1.0
-105.897192,4.0
-30.022449,1.0
207.099441,1.0
250.250795,7.0
-104.171755,1.0
-110.798464,1.0
343.333796,1.0
244.131075,1.0
-3.865497,3.0
-102.101094,1.0
-182.221209,2.0
106.387089,1.0
-13.6518,1.0
-330.695457,1.0
-13.946251,1.0
-54.976822,1.0
-216.172545,3.0
-220.273244,1.0
146.25509,2.0
164.413699,1.0
138.931924,1.0
-355.713871,1.0
-88.851835,1.0
97.970752,1.0
340.439914,1.0
28.1252,4.0
-68.13537,1.0
35.025881,1.0
37.096542,1.0
-142.035339,1.0
-78.296938,1.0
-24.922479,7.0
196.451798,1.0
-240.765055,1.0
-98.944871,1.0
-109.096542,1.0
-115.760972,2.0
-237.044629,1.0
37.248608,1.0
12.07277,44.0
90.380941,1.0
48.329969,1.0
-43.89593,1.0
-202.014726,1.0
-35.015984,5.0
-162.125595,4.0
48.036385,7.0
66.225504,2.0
93.813007,1.0
63.005541,1.0
49.906495,2.0
148.407551,1.0
292.16746,1.0
30.080831,1.0
-376.773707,1.0
-82.634375,1.0
-116.029586,1.0
228.085387,1.0
-9.000334,3.0
-32.255073,1.0
62.091791,3.0
358.38108,7.0
150.092581,1.0
76.346665,1.0
-348.811806,1.0
-448.369864,1.0
-50.963281,1.0
-7.126853,1.0
-20.240287,1.0
-32.952716,2.0
32.323821,1.0
-99.766057,2.0
134.238968,1.0
83.062266,1.0
122.333735,1.0
352.33413,8.0
57.02799,1.0
218.382004,1.0
9.308522,1.0
-87.032029,1.0
-65.798997,1.0
-95.886823,1.0
12.947631,1.0
-11.764798,1.0
-388.737322,1.0
-525.860673,1.0
-97.062661,1.0
67.208653,1.0
208.313,2.0
33.936081,1.0
150.126462,1.0
56.11424,3.0
120.362983,2.0
26.040151,1.0
-74.215334,1.0
-3.737716,1.0
78.23475,1.0
5.124471,3.0
-15.922145,37.0
19.812143,1.0
61.728808,1.0
26.999666,2.0
60.246182,1.0
110.37012,1.0
240.13616,2.0
-55.736002,1.0
93.864178,1.0
150.198365,18.0
82.096009,1.0
-264.13616,1.0
79.404713,1.0
20.850303,1.0
-378.364384,1.0
136.092186,1.0
116.436347,1.0
-322.805402,1.0
110.05791,1.0
-110.973178,1.0
2.266974,1.0
178.330091,1.0
157.241215,1.0
185.297016,1.0
306.32865,6.0
194.272849,1.0
-236.565567,1.0
-167.972861,1.0
125.166731,4.0
-34.09938,1.0
-7.71085,1.0
-318.731842,1.0
-10.252964,1.0
-69.770278,1.0
130.041865,2.0
137.166731,14.0
-21.690115,1.0
152.998347,1.0
-367.696112,1.0
-139.063329,2.0
81.972466,1.0
248.532751,1.0
150.194994,3.0
20.163026,1.0
26.243857,1.0
-72.057515,9.0
-214.262679,2.0
268.349385,12.0
-1.754429,1.0
228.16667,1.0
-151.0667,1.0
-155.807058,1.0
-192.006742,3.0
-159.980527,1.0
182.309234,1.0
-257.00325,1.0
53.018687,1.0
222.198365,4.0
41.814252,1.0
59.088754,1.0
