reasult,count
-28.118458,1.0
8.04147,13.0
184.379895,1.0
-128.13537,1.0
-160.735469,1.0
148.14633,9.0
69.137145,1.0
60.293584,1.0
-83.777668,1.0
308.398444,1.0
18.147376,1.0
-36.07277,2.0
-252.934229,1.0
-381.762535,1.0
-83.912842,3.0
43.974575,1.0
46.16831,1.0
-108.151415,2.0
87.068414,1.0
129.234416,1.0
-65.902277,4.0
-40.151472,1.0
102.198365,6.0
-19.732631,1.0
260.304544,3.0
-107.920704,1.0
232.164089,1.0
-197.024562,1.0
-304.224975,1.0
-206.094295,1.0
-63.95853,9.0
-89.907285,1.0
160.276615,2.0
292.418784,1.0
54.24413,1.0
200.37481,1.0
-26.900408,1.0
200.30204,3.0
131.864573,1.0
254.315109,4.0
-26.952048,1.0
-314.700542,1.0
-451.823893,1.0
-2.989769,4.0
-49.997024,4.0
-134.090924,2.0
-123.009563,2.0
364.370515,6.0
126.412437,1.0
-69.912447,1.0
160.063012,1.0
-146.073165,3.0
-688.069404,1.0
-365.76762,1.0
-442.572902,1.0
-53.095948,1.0
-206.13068,4.0
41.110552,1.0
84.04226,2.0
248.390582,1.0
-147.0354,1.0
-25.710182,1.0
30.049454,1.0
116.17763,2.0
-61.775559,1.0
-245.630809,1.0
-115.995705,2.0
182.188195,3.0
-1.979265,11.0
64.307125,1.0
-224.77014,1.0
47.988116,1.0
62.912977,1.0
-409.732298,1.0
-482.82884,1.0
70.166275,3.0
4.115954,1.0
-37.743196,1.0
58.256804,2.0
-67.005814,6.0
-394.053615,1.0
-236.040819,1.0
29.114574,1.0
-92.276672,2.0
-278.612517,1.0
-65.837369,2.0
-184.497882,1.0
-536.495064,1.0
-257.594424,1.0
249.291931,13.0
76.246239,1.0
-128.67624,1.0
-192.13616,1.0
-112.088815,2.0
-126.068947,1.0
52.259507,1.0
84.394877,1.0
30.3048,1.0
21.2941,1.0
4.064314,3.0
26.29463,1.0
-27.901015,5.0
-49.821841,1.0
-202.611727,1.0
67.829902,1.0
89.062934,1.0
-26.128176,1.0
-7.91706,8.0
260.362059,1.0
-197.809363,1.0
30.115229,1.0
-66.14085,1.0
-232.061676,1.0
116.373943,1.0
-509.865758,1.0
300.23006,2.0
288.32396,1.0
-9.809167,1.0
-520.500149,1.0
-26.905115,1.0
-101.000928,1.0
-33.969095,23.0
131.119781,6.0
26.091791,1.0
-451.797874,1.0
73.056786,1.0
7.049592,1.0
65.117078,2.0
-172.526405,1.0
-38.06729,2.0
-150.714734,1.0
-4.932649,5.0
-144.099775,1.0
-110.788567,1.0
-144.257199,1.0
16.891773,1.0
210.365035,1.0
-28.909532,1.0
106.396986,1.0
52.17684,2.0
354.25588,1.0
-89.927898,1.0
66.301645,1.0
1.212223,1.0
257.258127,1.0
184.161585,1.0
34.318341,1.0
-191.904113,1.0
-182.05791,9.0
-220.570652,1.0
-59.933105,2.0
-151.977946,1.0
216.296955,1.0
-347.986598,1.0
-4.152339,1.0
230.479059,1.0
145.405381,1.0
-194.813719,1.0
-160.142959,1.0
-154.887552,1.0
-609.954573,1.0
-81.719107,1.0
22.358097,3.0
-2.938996,1.0
-122.752182,1.0
112.17684,2.0
75.891635,1.0
166.189909,3.0
-40.931313,2.0
297.385831,1.0
-63.922145,1.0
-330.664947,1.0
-110.094295,2.0
-124.476752,1.0
-403.761489,1.0
226.35995,1.0
-197.573294,1.0
-156.840329,1.0
-1.958135,3.0
-16.137084,2.0
-208.847995,1.0
-272.307915,1.0
-366.729855,1.0
258.49532,1.0
-1.787443,1.0
-294.27701,1.0
-29.099319,1.0
63.910261,1.0
148.283141,1.0
127.194265,1.0
0.181058,1.0
-135.848724,1.0
-20.75285,1.0
326.282095,7.0
22.15102,2.0
0.088025,5.0
-38.999666,4.0
221.151476,1.0
-360.737049,1.0
324.411985,2.0
101.959792,1.0
100.213225,2.0
15.269616,1.0
-21.196647,1.0
32.886688,2.0
220.236859,4.0
264.35447,3.0
253.286846,1.0
-146.549127,1.0
264.2817,5.0
166.20266,1.0
-92.222528,1.0
129.921693,1.0
-436.743197,1.0
-62.157819,1.0
264.175916,1.0
-71.928097,3.0
-153.962569,1.0
-284.27153,1.0
178.465734,1.0
-156.968977,2.0
2.152461,1.0
-74.7998,1.0
-313.699935,1.0
-72.942273,1.0
6.921811,2.0
51.075807,3.0
-147.001519,1.0
-24.962235,2.0
134.366749,1.0
-87.933378,1.0
-95.984745,21.0
-8.684102,1.0
-64.870643,2.0
57.155771,1.0
-89.109216,1.0
-286.773039,1.0
-155.104526,1.0
376.4069,2.0
-48.054144,2.0
162.325279,1.0
12.039756,3.0
338.375995,3.0
-165.115364,1.0
59.378498,1.0
180.11503,6.0
194.460649,1.0
355.427696,1.0
22.295693,1.0
-536.832012,1.0
-40.15571,1.0
115.942897,1.0
-84.989891,1.0
-157.847462,2.0
36.126914,6.0
-609.928554,1.0
35.178632,1.0
145.171816,17.0
-39.137813,1.0
170.13068,9.0
-35.724175,1.0
-89.814252,1.0
-29.958925,2.0
40.059823,1.0
-14.139193,1.0
-23.008122,1.0
1.99452,3.0
65.887022,1.0
269.221742,1.0
366.386165,8.0
-279.950017,1.0
3.305134,1.0
228.26057,1.0
-245.14495,1.0
-146.076536,1.0
220.451798,2.0
105.420363,1.0
33.376585,1.0
260.39594,1.0
-21.966591,2.0
66.994581,1.0
-29.865892,1.0
79.15788,1.0
57.094234,4.0
236.504228,1.0
87.85525,1.0
-41.156834,1.0
-141.957211,1.0
-334.954097,1.0
386.41238,3.0
38.196708,1.0
214.247424,3.0
-371.7418,1.0
53.99531,1.0
86.18232,37.0
-314.742802,1.0
-15.83412,2.0
27.95853,1.0
-5.636818,1.0
-67.884046,1.0
84.02113,4.0
-9.711896,1.0
-224.035461,1.0
-10.073543,1.0
14.27622,1.0
150.144221,1.0
119.213681,1.0
112.055801,2.0
-80.65511,1.0
-26.030905,1.0
175.25178,1.0
91.98983,3.0
107.083396,4.0
25.11093,1.0
-152.03209,2.0
104.153129,3.0
12.257199,1.0
-127.040863,1.0
-16.931313,1.0
143.462501,1.0
-304.679807,1.0
144.0939,2.0
14.033409,1.0
334.417465,1.0
-296.645079,1.0
-158.00627,1.0
-22.860078,1.0
80.01096,1.0
-355.746885,1.0
-267.87638,1.0
16.383917,1.0
258.411317,1.0
164.225899,1.0
-62.836185,1.0
-203.140911,1.0
-93.920826,1.0
104.264788,4.0
-51.754824,1.0
30.083335,54.0
-232.93048,1.0
196.361269,1.0
-169.926974,1.0
-483.912114,1.0
75.53269,1.0
344.422945,1.0
120.355121,1.0
-143.047011,1.0
66.134975,2.0
48.090529,5.0
120.148044,3.0
-124.505275,1.0
157.880223,1.0
-160.024774,1.0
-280.24023,2.0
-22.756798,1.0
24.158808,1.0
5.960261,1.0
-180.855584,1.0
192.151415,4.0
-77.694333,1.0
49.986007,1.0
-107.109415,1.0
221.027933,1.0
-210.542055,1.0
54.14085,8.0
-286.21441,1.0
186.125595,7.0
-40.890906,1.0
2.984411,1.0
-418.395684,1.0
-92.898572,1.0
83.140911,1.0
94.208535,3.0
-410.952383,1.0
-192.590992,1.0
218.239835,5.0
266.366749,1.0
270.382794,1.0
-108.199684,1.0
134.20345,27.0
-135.980527,2.0
-254.64104,1.0
277.177691,2.0
192.463409,1.0
70.200673,1.0
-50.090924,1.0
-358.763142,1.0
-155.787565,1.0
267.473188,1.0
298.344695,1.0
28.209854,1.0
-194.07904,1.0
33.845552,1.0
-48.976154,1.0
117.034732,1.0
29.97418,4.0
-140.065971,2.0
-57.986854,1.0
55.005814,3.0
-22.954447,1.0
264.335844,2.0
-77.000061,2.0
-12.92585,1.0
-10.02661,1.0
-16.93602,1.0
168.118401,2.0
70.15102,50.0
9.886428,1.0
-266.917516,1.0
16.990815,1.0
228.30283,5.0
-23.70892,1.0
108.20893,1.0
292.294374,2.0
208.2191,11.0
-72.163299,1.0
55.13675,1.0
-238.156895,3.0
-50.056526,1.0
71.988116,1.0
-158.54714,1.0
-332.29266,1.0
-49.99452,1.0
263.307581,15.0
136.001657,1.0
-81.977824,1.0
-79.907163,1.0
-214.974457,2.0
16.266502,1.0
146.348123,1.0
3.475175,1.0
215.271196,1.0
-61.896598,2.0
-63.964405,1.0
-54.079964,1.0
336.30283,6.0
116.189514,1.0
-13.929612,1.0
97.183049,1.0
-86.197575,1.0
-238.954964,1.0
-63.998286,5.0
-152.192885,1.0
155.426116,1.0
-125.982909,1.0
-146.021525,3.0
92.202782,1.0
181.183049,1.0
-41.898906,1.0
-225.754156,1.0
22.10876,2.0
-454.775759,1.0
-109.011021,1.0
85.91237,1.0
26.225231,1.0
-56.167048,1.0
50.364029,1.0
-228.663762,1.0
10.186538,4.0
203.307581,1.0
182.218705,1.0
-100.07356,2.0
-8.829642,1.0
53.000061,1.0
-262.28718,1.0
96.351099,1.0
80.239167,1.0
338.372624,1.0
231.172211,1.0
25.290351,1.0
138.06808,5.0
84.199684,2.0
-32.149758,1.0
-231.186815,1.0
242.218705,1.0
366.334525,1.0
124.143826,1.0
-95.217703,1.0
172.14633,11.0
61.289015,1.0
-112.037175,2.0
-9.826926,1.0
-12.214072,1.0
15.925516,4.0
-368.672735,1.0
32.192885,1.0
-84.075274,2.0
-125.931269,2.0
295.130741,1.0
-242.115425,1.0
80.065971,3.0
-39.956026,1.0
124.255485,2.0
110.275353,1.0
84.290213,1.0
-150.696975,1.0
282.288894,1.0
-13.960639,2.0
-264.633252,1.0
-86.927112,1.0
-337.729794,1.0
101.036446,1.0
-130.062995,15.0
-262.084992,1.0
-25.718044,1.0
-112.089682,1.0
34.05712,14.0
-148.804217,1.0
9.806663,1.0
158.149306,2.0
112.928627,1.0
-108.87805,1.0
200.387211,2.0
-191.970357,1.0
150.319404,1.0
-182.798464,1.0
186.111207,2.0
146.145935,1.0
32.316428,1.0
322.111997,1.0
211.203511,4.0
-460.973391,1.0
-196.055801,1.0
74.313256,1.0
139.98983,1.0
-64.066818,1.0
-40.885247,1.0
44.166397,1.0
-19.93819,2.0
314.209325,2.0
375.396396,1.0
52.300383,2.0
-123.736198,1.0
60.261221,1.0
259.370181,1.0
-97.979265,1.0
44.994976,1.0
-83.92723,2.0
-111.078311,2.0
-196.02192,1.0
-138.958412,2.0
-142.008851,2.0
220.47967,1.0
-55.910534,1.0
246.25588,17.0
-422.75607,1.0
-102.064709,1.0
126.138346,1.0
332.329045,10.0
-234.146725,2.0
155.984745,1.0
-81.073104,1.0
44.218037,1.0
146.421544,1.0
-238.018097,1.0
281.281761,2.0
80.352813,1.0
-70.02661,1.0
-31.932315,5.0
16.140455,15.0
284.4382,1.0
-35.756538,1.0
18.326797,2.0
-20.831677,1.0
-25.727941,1.0
251.267825,1.0
-23.826804,2.0
122.076536,2.0
11.988116,1.0
-16.01017,1.0
104.1565,51.0
55.151354,4.0
-60.740085,1.0
100.121829,2.0
47.900958,1.0
157.121043,1.0
127.161251,8.0
7.812143,2.0
-23.95774,1.0
-166.133261,1.0
-290.700542,1.0
-88.05243,14.0
194.216201,1.0
-153.776622,1.0
-34.144278,1.0
42.354922,1.0
-219.906239,1.0
-286.624344,1.0
-192.202404,1.0
306.34978,2.0
339.323626,1.0
118.135765,30.0
298.519878,1.0
127.063329,1.0
164.333067,1.0
107.900958,1.0
110.112921,2.0
-82.59799,1.0
-192.11503,7.0
85.946251,1.0
16.100699,4.0
169.135431,1.0
32.885821,1.0
-198.23475,1.0
142.09938,6.0
49.881343,1.0
10.126519,2.0
201.26743,1.0
-86.052035,2.0
58.394482,1.0
-55.899301,3.0
135.141184,1.0
89.511955,1.0
-335.72067,1.0
-86.287237,1.0
8.274168,2.0
-137.781707,1.0
109.844307,1.0
360.3756,1.0
34.179543,1.0
-21.631733,1.0
-81.93271,2.0
72.380273,2.0
-237.9022,1.0
-281.656828,1.0
42.813992,1.0
-212.733755,1.0
-276.193675,1.0
37.917728,1.0
0.005875,1.0
248.36543,1.0
-408.374949,1.0
-82.895812,2.0
74.949362,1.0
118.412241,1.0
-286.070206,1.0
92.377965,1.0
-53.95305,2.0
76.0313,1.0
-184.775225,1.0
168.151415,10.0
-113.977551,1.0
-152.639855,1.0
-146.024896,1.0
-124.213225,1.0
37.140789,1.0
-147.837491,1.0
14.258461,1.0
208.439914,1.0
255.281366,5.0
-348.742407,1.0
256.274111,1.0
204.266445,1.0
38.230589,1.0
-184.058305,1.0
-37.046889,2.0
-212.699874,1.0
-81.031361,1.0
60.337362,1.0
-34.00548,9.0
73.930996,1.0
214.320194,5.0
25.92175,1.0
-221.845748,3.0
78.285523,2.0
39.922145,2.0
-47.814053,1.0
242.282095,5.0
137.23613,1.0
-95.215668,1.0
66.010565,7.0
41.992806,2.0
118.229665,1.0
264.360345,1.0
103.963558,1.0
198.216124,2.0
52.100048,1.0
73.114301,17.0
238.160266,1.0
303.375266,4.0
35.843443,1.0
-165.056513,1.0
-3.131938,1.0
-111.057181,4.0
-5.026549,1.0
-194.846082,1.0
139.960187,1.0
-154.919915,1.0
80.973846,1.0
19.907163,1.0
-15.886627,1.0
53.062934,3.0
-44.026215,15.0
-19.896797,1.0
-13.982636,1.0
121.192946,1.0
58.111264,3.0
105.906907,1.0
332.398444,1.0
-25.6518,1.0
-19.911401,1.0
40.27074,1.0
58.090134,1.0
-59.181318,1.0
-439.761489,1.0
33.828262,1.0
-295.944065,1.0
8.153129,1.0
-53.738978,1.0
14.06729,1.0
68.084597,3.0
-162.285523,1.0
-449.985461,1.0
-350.333084,1.0
-51.047284,2.0
18.888797,1.0
-33.772782,2.0
108.024501,1.0
-111.071785,1.0
-3.719306,1.0
48.345224,1.0
-182.097666,1.0
-65.907285,1.0
-317.939648,1.0
250.35995,1.0
-116.493664,1.0
224.37481,1.0
-281.630809,1.0
153.198031,4.0
-73.930996,2.0
-427.823893,1.0
90.259902,1.0
220.043917,1.0
-324.23006,1.0
348.393359,1.0
-146.8937,1.0
-439.8983,1.0
6.185748,1.0
245.151476,1.0
-192.87037,1.0
-109.98514,3.0
178.226294,3.0
82.084992,1.0
-419.3797,1.0
-186.231379,2.0
-187.854872,1.0
202.229665,30.0
84.079512,3.0
-313.805719,1.0
316.224975,4.0
-32.937461,2.0
48.0,4.0
-14.782692,1.0
-90.177235,1.0
-122.777334,1.0
-73.840467,1.0
238.323565,3.0
-515.949093,1.0
-88.106574,1.0
-22.039361,1.0
-136.964543,2.0
-264.23006,1.0
83.192551,1.0
370.30831,2.0
86.912977,1.0
186.291398,1.0
135.057181,1.0
-116.845414,1.0
142.084992,1.0
68.204769,1.0
27.965272,1.0
-142.02661,19.0
-62.01565,14.0
258.510359,1.0
339.357507,1.0
-5.720352,1.0
0.911246,1.0
82.256804,2.0
36.221465,1.0
298.417465,3.0
5.181986,1.0
-134.512742,1.0
-430.927825,1.0
-327.709059,1.0
-207.743591,1.0
-424.706812,1.0
-88.945917,1.0
140.20814,2.0
-238.244269,1.0
58.15102,44.0
-497.803354,1.0
11.062266,5.0
272.192885,1.0
54.152734,1.0
-527.912708,1.0
35.146269,1.0
168.170041,2.0
11.041136,3.0
226.283809,5.0
2.055406,2.0
222.18311,3.0
95.073499,2.0
91.923802,1.0
160.340139,1.0
-239.62677,1.0
69.969095,1.0
99.321773,1.0
-476.131865,1.0
96.057515,6.0
-25.873481,1.0
332.132732,1.0
32.008456,1.0
188.30204,1.0
16.300383,1.0
59.011493,1.0
54.115229,1.0
138.365035,1.0
281.452453,1.0
9.233032,1.0
102.137479,4.0
2.073165,6.0
-147.104799,2.0
-132.329102,1.0
116.410328,1.0
292.313,5.0
-187.070071,1.0
-180.103146,1.0
12.864313,1.0
-408.711897,1.0
-42.900897,2.0
-481.808439,1.0
-168.084003,1.0
368.422945,3.0
220.1252,1.0
130.244053,2.0
52.328255,1.0
-64.967698,2.0
170.188195,1.0
-427.797874,1.0
-36.951002,1.0
-55.82316,1.0
-48.155437,1.0
-3.813206,1.0
-62.265638,1.0
-205.026492,1.0
-128.937677,2.0
234.458935,1.0
-412.735335,1.0
182.167065,9.0
-53.135704,1.0
19.9687,1.0
107.142247,2.0
-111.068414,2.0
-602.578399,1.0
113.925911,1.0
-129.954707,1.0
-15.758846,1.0
-25.010504,1.0
-35.709136,1.0
60.410132,3.0
-127.812143,1.0
38.952733,1.0
-235.891257,1.0
67.103736,2.0
-213.594228,1.0
198.23475,31.0
-99.922145,1.0
-80.973846,2.0
190.490886,1.0
-27.858104,1.0
-52.95715,1.0
51.250123,2.0
82.218432,1.0
248.540613,1.0
-205.614764,1.0
-164.881799,1.0
91.136099,2.0
41.036446,5.0
-127.850165,1.0
-96.978658,1.0
130.22379,3.0
276.502514,1.0
-383.841058,1.0
-416.546704,1.0
-143.890194,1.0
-58.038494,2.0
-250.749405,1.0
-181.844307,2.0
-10.019868,1.0
-98.003766,1.0
25.104404,6.0
263.271196,8.0
-25.92175,2.0
130.045236,1.0
-31.953445,36.0
2.030905,4.0
132.115897,1.0
256.24023,5.0
-12.995249,4.0
66.120587,1.0
174.353802,1.0
121.880223,1.0
106.153524,1.0
-49.122163,1.0
-105.933577,5.0
-184.040546,1.0
-476.105846,1.0
-539.850304,1.0
98.178949,2.0
282.18311,1.0
112.303754,1.0
-21.736397,1.0
-193.110279,1.0
-90.083335,1.0
118.404848,1.0
166.250795,1.0
-196.019885,1.0
-20.109533,1.0
-266.598129,1.0
66.362315,1.0
68.026215,9.0
-80.983743,1.0
337.380746,1.0
-264.684892,1.0
-343.7105,1.0
264.284204,1.0
245.185357,1.0
124.254618,1.0
-196.004161,1.0
-227.881465,1.0
134.05791,2.0
-194.922223,1.0
-133.807922,2.0
64.912903,1.0
196.415413,2.0
298.178025,1.0
132.391506,1.0
60.347728,1.0
-5.716981,1.0
128.218037,1.0
-112.46889,1.0
73.230667,1.0
28.786458,1.0
-15.95853,37.0
101.181986,6.0
-24.59251,1.0
-51.762217,1.0
-2.704564,1.0
-168.819199,1.0
218.460649,1.0
-258.658205,1.0
2.945522,1.0
42.156105,16.0
37.284993,1.0
183.415673,1.0
-23.015984,2.0
-147.827594,1.0
300.339215,19.0
-113.156834,1.0
-388.348734,1.0
71.897587,2.0
93.260688,1.0
188.08373,1.0
88.234355,2.0
218.148439,1.0
-443.799315,1.0
-241.56965,1.0
-71.915346,4.0
24.151415,1.0
208.236859,2.0
76.230984,1.0
278.403134,1.0
-371.680263,1.0
41.146937,1.0
52.172349,1.0
102.04695,1.0
45.864178,1.0
-44.08373,1.0
108.366354,1.0
240.299459,4.0
-75.01427,1.0
71.11641,1.0
-328.716192,1.0
51.95853,4.0
20.126641,1.0
-114.104465,7.0
378.37091,3.0
105.456748,1.0
-67.746368,2.0
-86.000395,36.0
-379.78327,1.0
6.147376,1.0
48.165803,2.0
-106.17215,2.0
-14.012279,3.0
208.203845,5.0
-82.041865,9.0
-195.856117,1.0
131.213681,1.0
220.276615,13.0
-169.94176,1.0
140.189514,1.0
-75.791209,1.0
304.330759,2.0
40.128571,1.0
-41.837369,2.0
50.157168,1.0
143.192551,9.0
70.168779,7.0
4.139588,4.0
33.900563,1.0
38.209976,1.0
87.188802,1.0
-43.718243,1.0
204.172545,10.0
45.176901,1.0
-122.042655,1.0
78.101094,2.0
50.309234,1.0
74.951397,1.0
100.433172,1.0
-430.775759,1.0
294.398049,1.0
118.045236,1.0
220.494709,1.0
-67.870778,1.0
154.425978,1.0
-33.74491,1.0
-75.886627,4.0
-198.513532,1.0
-197.882133,2.0
168.11503,4.0
-271.610074,1.0
-166.12051,3.0
116.320666,1.0
-174.979542,2.0
196.307125,2.0
43.089817,1.0
-29.956421,3.0
104.239167,1.0
-396.824423,1.0
-138.085839,1.0
11.106513,1.0
-72.018626,1.0
92.256926,2.0
-446.390599,1.0
73.27376,1.0
-48.0939,2.0
5.989435,3.0
-536.871083,1.0
2.251719,1.0
-501.84118,1.0
-216.627377,1.0
29.037782,1.0
-18.910794,1.0
-145.829703,1.0
377.245376,1.0
28.961172,1.0
314.41238,1.0
326.24571,4.0
-93.884441,1.0
-63.819732,1.0
90.358944,1.0
-29.6831,1.0
55.902672,1.0
-179.82395,1.0
215.246695,1.0
60.16667,23.0
82.905709,1.0
-19.903792,1.0
-182.518617,1.0
-255.615159,1.0
78.225504,1.0
243.208596,1.0
40.19797,2.0
-34.974241,1.0
17.207138,1.0
183.457416,1.0
-35.840072,1.0
53.055072,1.0
-111.998286,1.0
-25.104404,1.0
23.273365,1.0
216.318085,11.0
-161.835851,1.0
8.08373,1.0
302.39125,4.0
74.091791,2.0
-372.426589,1.0
101.944537,1.0
47.85446,1.0
92.026215,5.0
114.107836,1.0
94.451997,1.0
67.935686,2.0
-21.933577,1.0
-234.586302,1.0
8.963949,1.0
-138.66059,1.0
-69.755492,2.0
-37.137418,1.0
35.966986,1.0
172.059172,1.0
256.294374,2.0
-66.151398,1.0
113.072831,1.0
-51.976289,2.0
34.186538,6.0
-105.802425,1.0
291.473188,1.0
-19.71085,1.0
-52.84212,2.0
-130.117139,2.0
-652.001523,1.0
129.922162,1.0
-136.767832,1.0
6.116349,1.0
-63.733694,1.0
250.512016,1.0
93.130619,2.0
105.958547,1.0
-202.897449,1.0
-207.793713,1.0
155.991487,2.0
20.116744,2.0
232.216596,1.0
87.177569,3.0
-344.680597,1.0
323.162041,1.0
212.3443,1.0
-26.930267,1.0
6.167989,1.0
-22.10876,1.0
34.096009,1.0
-12.929872,2.0
-25.725437,1.0
-180.078645,9.0
-59.909471,2.0
-17.992806,2.0
287.307581,15.0
-149.998681,1.0
-83.037114,3.0
126.158609,2.0
232.458324,1.0
140.283414,1.0
-40.982302,1.0
-20.255073,1.0
239.271196,1.0
-109.09252,1.0
-154.084125,1.0
-111.762217,1.0
-120.772917,1.0
-89.90141,1.0
2.034276,2.0
-117.052491,1.0
180.245315,11.0
10.074879,6.0
-6.224168,1.0
6.979326,1.0
-71.966986,4.0
-56.096481,1.0
-167.978219,1.0
-134.030254,1.0
370.320194,1.0
232.516055,1.0
167.21031,1.0
-5.738111,1.0
-55.078584,1.0
-28.990164,6.0
344.36543,10.0
5.992806,1.0
-43.932315,2.0
-69.917455,2.0
200.068475,1.0
126.19249,2.0
-76.05243,4.0
-406.893427,1.0
140.317295,1.0
-90.125595,1.0
-24.890116,1.0
62.324489,1.0
-174.73336,1.0
-238.19328,1.0
21.293918,1.0
92.389198,1.0
161.177964,1.0
-126.010565,2.0
39.994915,10.0
-95.777668,3.0
-26.139193,2.0
85.171816,1.0
130.154391,2.0
131.900958,1.0
287.401481,1.0
-106.00548,5.0
-41.172089,1.0
-528.896724,1.0
-466.786307,1.0
75.141184,1.0
176.350826,2.0
89.193219,2.0
0.017759,2.0
-203.940316,1.0
-6.203507,2.0
-206.834849,1.0
72.0939,34.0
58.041865,6.0
-15.901015,2.0
-36.968761,1.0
-13.692892,2.0
2.08842,52.0
-158.139409,1.0
261.328316,8.0
76.38305,1.0
-35.763931,1.0
156.23944,3.0
-11.839205,2.0
6.06808,2.0
-29.883651,5.0
-21.930206,2.0
-15.828245,1.0
-153.936081,1.0
-119.131014,1.0
136.346014,1.0
47.858698,1.0
184.180211,1.0
-62.891378,2.0
-394.92195,1.0
-512.901809,1.0
-154.971086,1.0
213.303815,1.0
-158.021525,1.0
216.158157,1.0
-167.719033,1.0
-129.921693,2.0
357.406961,1.0
91.042199,1.0
-104.243658,1.0
-121.218098,1.0
-120.005875,5.0
-26.014783,1.0
145.208201,11.0
75.910261,1.0
-154.624995,1.0
66.068947,4.0
58.187405,7.0
-124.127704,1.0
171.223851,5.0
-39.010899,4.0
62.970023,1.0
115.074562,1.0
-50.229722,1.0
32.183639,1.0
328.391645,3.0
-49.764326,1.0
-14.033409,2.0
118.280438,6.0
105.198031,1.0
230.239835,1.0
-164.10486,5.0
76.300383,2.0
34.17215,1.0
-201.03455,1.0
262.375205,1.0
382.47498,1.0
-467.829174,1.0
-21.805796,1.0
71.203784,1.0
93.046616,2.0
-99.798602,1.0
-138.16198,1.0
40.05243,5.0
-32.005085,7.0
-148.05243,4.0
-125.832878,1.0
-62.7998,1.0
-20.0626,2.0
72.1878,5.0
119.436013,1.0
66.984033,1.0
-241.871963,1.0
46.339471,1.0
-149.985413,1.0
-82.313452,1.0
141.234416,1.0
244.26136,1.0
45.224303,1.0
150.210249,1.0
-18.04695,4.0
-65.770474,1.0
-65.904781,1.0
152.28091,1.0
27.104799,1.0
276.39673,1.0
-380.343649,1.0
-247.861398,2.0
64.136433,1.0
144.257199,2.0
-271.944065,1.0
177.231045,1.0
245.224246,3.0
60.329969,1.0
5.2628,1.0
-216.278329,1.0
204.470151,1.0
52.858759,2.0
124.215729,2.0
36.194326,2.0
230.515444,1.0
-38.977885,1.0
-381.72615,1.0
-161.818092,1.0
-320.711107,1.0
30.04695,22.0
-43.042199,3.0
-79.939057,1.0
-156.027005,1.0
2.033409,1.0
166.302435,1.0
-72.972132,1.0
-64.140455,1.0
-70.767164,1.0
-50.731052,1.0
-62.069794,1.0
-261.938585,1.0
25.137418,1.0
-56.155633,1.0
-193.814448,3.0
-555.907623,1.0
27.208079,1.0
140.026215,3.0
116.330563,1.0
-90.63946,1.0
106.244053,4.0
-195.906239,1.0
165.26743,1.0
-103.995705,2.0
22.145145,1.0
36.791543,1.0
-230.951215,1.0
161.093961,1.0
-3.816361,2.0
-31.972071,4.0
22.111264,5.0
-170.040151,3.0
-408.836307,1.0
-137.025213,1.0
-294.240625,1.0
240.245315,14.0
15.9374,1.0
-4.990164,2.0
-17.785729,1.0
48.054144,1.0
-79.905176,1.0
-52.746233,1.0
-174.23475,1.0
246.51373,1.0
-5.844762,5.0
77.127842,1.0
180.384113,1.0
-169.803215,1.0
-339.682571,1.0
192.13616,2.0
117.176901,14.0
-0.911246,9.0
92.926444,1.0
-10.024106,2.0
253.229331,1.0
-121.107775,1.0
-481.814965,1.0
18.183761,2.0
-14.102808,1.0
-116.014331,2.0
314.282095,9.0
6.958196,1.0
-110.803353,1.0
-394.01723,1.0
-236.004434,1.0
-388.761823,1.0
-87.213954,1.0
-106.220419,1.0
102.123091,3.0
-54.02582,1.0
-289.908348,1.0
116.377965,1.0
164.089605,1.0
246.16198,1.0
86.145935,58.0
43.151354,2.0
-153.8083,1.0
-399.792593,1.0
134.403134,1.0
394.438595,1.0
-59.734757,2.0
268.33413,6.0
182.079907,1.0
-526.510714,1.0
-56.130663,1.0
-83.876457,1.0
-319.98045,1.0
-130.034003,1.0
197.394938,1.0
-75.017894,1.0
67.866287,1.0
-229.908348,1.0
-11.746172,1.0
27.853613,1.0
-75.998286,7.0
57.116015,1.0
115.979282,1.0
4.266502,1.0
49.325218,1.0
-232.025291,1.0
90.304149,1.0
-127.052096,7.0
40.107441,3.0
189.291931,1.0
288.360345,1.0
-22.823693,1.0
-89.94367,1.0
184.392296,1.0
-140.530049,1.0
118.26605,1.0
-9.690115,1.0
-24.155437,1.0
-212.995192,2.0
133.916608,3.0
116.026215,1.0
-66.846537,1.0
-178.17215,1.0
59.073499,4.0
150.40142,1.0
-111.859741,1.0
-49.888736,2.0
-187.869658,1.0
-136.05243,14.0
228.296955,1.0
-28.013541,1.0
282.310024,2.0
-469.772054,1.0
-283.192278,1.0
64.36464,1.0
-1.84898,2.0
-342.27701,1.0
-140.10486,1.0
18.007194,2.0
24.088025,2.0
-110.752182,1.0
-12.088025,1.0
-18.913949,1.0
-126.052825,2.0
-1.888736,5.0
45.96322,1.0
321.219161,1.0
69.032697,1.0
-150.01644,2.0
159.187466,13.0
52.343294,1.0
254.385375,2.0
-13.903124,1.0
59.156166,1.0
205.286846,1.0
-45.057849,1.0
164.483098,1.0
-55.808121,1.0
216.33334,1.0
-347.950213,1.0
15.961901,1.0
380.401815,4.0
72.345224,1.0
-164.712625,1.0
-187.098378,1.0
-41.920036,7.0
