""
562.97,2101912,120.993134,120.993117,-0.017,-0.137,C6 H O3,6,1,0,3,0,2,0.3333333333333333,0.5,14,0,0.137,14190708042,0.00014811889539119587,389.6291754955472,3,1.0,6,0.6666666666666665,0.14198499534450093,121,0.9463031776350164,120,0.07785757970391671,121,0.03158234976551455,121,0.021092125636570813,121,CHO
-1000.0,2086504,140.983057,140.982947,-0.111,-0.785,C5 H O5,5,1,0,5,0,2,0.4,1.0,12,0,0.785,14190708042,0.00014703311447354205,389.6291754955472,0,1.0,5,1.6,0.1744758181033319,141,1.1116791109567714,140,0.09975361683547135,141,0.0277673873227684,141,0.015544024960831848,141,CHO
-1000.0,2940266,171.045215,171.045153,-0.062,-0.36,C11 H7 O2,11,7,0,2,0,8,0.7272727272727273,0.18181818181818182,24,0,0.36,14190708042,0.0002071965677327547,389.6291754955472,6,0.7,8,-0.3636363636363633,0.14583754588622355,171,1.2828834371046582,170,0.055182111166431014,171,0.09953056955910711,171,0.08470078390163849,171,CHO
-1000.0,2006014,171.081616,171.081539,-0.077,-0.45,C12 H11 O,12,11,0,1,0,12,1.0,0.08333333333333333,26,0,0.45,14190708042,0.00014136109305207562,389.6291754955472,6,0.5652173913043478,7,-0.833333333333333,0.1094921748188824,171,1.2467799469154102,170,0.018817455199211963,171,0.13592813716107344,171,0.12109519680103631,171,CHO
-1000.0,5263658,208.972959,208.972776,-0.183,-0.875,C8 H O7,8,1,0,7,0,2,0.25,0.875,18,0,0.875,14190708042,0.000370922859128751,389.6291754955472,1,1.0,8,1.5,0.26056486855765115,209,1.6497397861731997,207,0.1498074602323527,209,0.039211274333098345,209,0.021093125867793105,209,CHO
-1000.0,4784860,210.988645,210.988426,-0.219,-1.039,C8 H3 O7,8,3,0,7,0,4,0.5,0.875,18,0,1.039,14190708042,0.0003371826117370839,389.6291754955472,0,0.7777777777777778,7,1.25,0.24716556135464884,211,1.6497397861731997,209,0.1353398408101043,211,0.05550207675375418,211,0.03720916941958308,211,CHO
-1000.0,2546202,245.066413,245.066676,0.263,1.073,C10 H13 O7,10,13,0,7,0,14,1.4,0.7,22,0,1.073,14190708042,0.0001794274107017105,389.6291754955472,-3,0.07692307692307693,4,0.0,0.20696763974558507,245,1.8360816610026518,243,0.07708014712477507,245,0.14458601374246882,245,0.12333848808546577,245,CHO
-1000.0,2114669,247.024587,247.024812,0.225,0.911,C12 H7 O6,12,7,0,6,0,8,0.6666666666666666,0.5,26,0,0.911,14190708042,0.00014901786392484785,389.6291754955472,3,0.6666666666666666,9,0.3333333333333335,0.25101811189637147,247,1.8931491082281298,245,0.12009278998189643,247,0.10334453168394475,247,0.08192723367938015,247,CHO
-1000.0,5645547,249.112969,249.113233,0.263,1.057,C14 H17 O4,14,17,0,4,0,18,1.2857142857142858,0.2857142857142857,30,0,1.057,14190708042,0.00039783406037887395,389.6291754955472,2,0.3333333333333333,6,-0.7142857142857144,0.1649290614420238,249,1.8209431200853317,247,0.032896858038611754,249,0.1924294689905821,249,0.17083110279875768,249,CHO
23.53,10478847,249.149362,249.149618,0.256,1.027,C15 H21 O3,15,21,0,3,0,22,1.4666666666666666,0.2,32,0,1.027,14190708042,0.000738430173391344,389.6291754955472,2,0.25925925925925924,5,-1.0666666666666664,0.12858468925807642,249,1.78484062213181,247,0.0034667985152054825,249,0.22882603627462572,249,0.20722451546694742,249,CHO
-1000.0,2587427,251.12869,251.128883,0.193,0.769,C14 H19 O4,14,19,0,4,0,20,1.4285714285714286,0.2857142857142857,30,0,0.769,14190708042,0.00018233248068680124,389.6291754955472,1,0.25,5,-0.8571428571428568,0.15152975423902149,251,1.8209431200853317,249,0.018429238616334942,251,0.20872027141123795,251,0.18694714635054765,251,CHO
-1000.0,2728265,251.20138,251.201654,0.274,1.09,C16 H27 O2,16,27,0,2,0,28,1.75,0.125,34,0,1.09,14190708042,0.00019225714403574507,389.6291754955472,1,0.13333333333333333,3,-1.5,0.07884001098773297,251,1.748737131942562,249,0.05429907390467292,251,0.28151440629721947,251,0.2597349719181352,251,CHO
-1000.0,2530092,253.107978,253.108147,0.17,0.67,C13 H17 O5,13,17,0,5,0,18,1.3846153846153846,0.38461538461538464,28,0,0.67,14190708042,0.00017829216079364956,389.6291754955472,0,0.23809523809523808,5,-0.615384615384615,0.1744758181033319,253,1.8570466102746082,251,0.04032627516127718,253,0.18861350622992745,253,0.1666687770029398,253,CHO
