""
-1000.0,2030653,109.970541,109.970608,0.067,0.614,C4 N O S,4,0,1,1,1,1,0.25,0.25,11,2,0.614,14190708042,0.00014309737005298892,389.6291754955472,4,1.6666666666666667,5,1.5,0.15218616332457202,110,0.8832307196189788,109,0.09390077435105582,110,0.005569144943862625,110,0.003965416642117248,110
-1000.0,1901755,109.999687,109.9996,-0.087,-0.789,C3 N3 O2,3,0,3,2,0,1,0.3333333333333333,0.6666666666666666,11,3,0.789,14190708042,0.00013401410235285003,389.6291754955472,3,-1.0,5,4.0,0.1232265360507796,110,0.8544638206037831,109,0.06492578106239932,110,0.03457036189313101,110,0.025033286671771293,110
500.04,1993874,111.117831,111.117924,0.093,0.837,C8 H15,8,15,0,0,0,16,2.0,0.0,18,0,0.837,14190708042,0.00014050560367380997,389.6291754955472,1,0.125,1,-2.0,0.006151266619824014,111,0.7448227618882299,110,0.05274220991957179,111,0.15324989223135788,111,0.14361585720189396,111
513.5,1946242,111.118013,111.117924,-0.089,-0.797,C8 H15,8,15,0,0,0,16,2.0,0.0,18,0,0.797,14190708042,0.0001371490410654451,389.6291754955472,1,0.125,1,-2.0,0.006151266619824014,111,0.7448227618882299,110,0.05274220991957179,111,0.15324989223135788,111,0.14361585720189396,111
598.75,2007776,113.976788,113.976756,-0.032,-0.281,C2 N3 O S,2,0,3,1,1,1,0.5,0.5,9,4,0.281,14190708042,0.00014148525880862457,389.6291754955472,3,0.2,4,6.0,0.15051146397064485,114,0.9081874333341631,113,0.0901027813397377,114,0.01299075362386759,114,0.003108855003716826,114
517.84,2160344,121.008506,121.008374,-0.133,-1.096,C10 H,10,1,0,0,0,2,0.2,0.0,22,0,1.096,14190708042,0.00015223651939043958,389.6291754955472,10,1.0,10,-0.20000000000000018,0.1267450314469869,121,0.931164636717682,120,0.06260952946229281,121,0.046844200172358796,121,0.036352653246268574,121
-1000.0,2088003,155.089951,155.089995,0.044,0.282,C9 H15 S,9,15,0,0,1,16,1.7777777777777777,0.0,20,1,0.282,14190708042,0.00014713874697585015,389.6291754955472,2,0.125,2,-1.5555555555555554,0.08317987392666737,155,1.114161684816338,154,0.0009808132060413755,155,0.13930020884760097,155,0.12585375132962895,155
-1000.0,2105617,166.044553,166.044442,-0.111,-0.667,C7 H8 N3 S,7,8,3,0,1,9,1.2857142857142858,0.0,19,4,0.667,14190708042,0.0001483799817294557,389.6291754955472,5,0.3333333333333333,5,0.2857142857142856,0.14096470730933675,166,1.244767692803805,165,0.05295969337996098,166,0.09722977583811598,166,0.08283355682058868,166
298.84,2713216,203.064987,203.064843,-0.144,-0.709,C11 H11 N2 S,11,11,2,0,1,12,1.0909090909090908,0.0,26,3,0.709,14190708042,0.00019119666136247325,389.6291754955472,7,0.5,7,-0.3636363636363633,0.16190101779085353,203,1.5118021481904123,201,0.054274865891215995,203,0.12940006245730729,203,0.11179413768576296,203
433.59,1996689,203.089858,203.089995,0.137,0.674,C13 H15 S,13,15,0,0,1,16,1.2307692307692308,0.0,28,1,0.674,14190708042,0.0001407039729159696,389.6291754955472,6,0.4166666666666667,6,-1.0769230769230766,0.13677710273873345,203,1.4868454344752422,202,0.029137620058037328,203,0.15456005861858557,203,0.13695195314349462,203
