""
-1000.0,2001374,108.009124,108.009102,-0.022,-0.206,C5 H2 N O2,5,2,1,2,0,3,0.6,0.4,13,1,0.206,14190708042,0.00014103411852858693,389.6291754955472,3,1.0,5,0.7999999999999998,0.11150192820169025,108,0.8295071068885989,107,0.054256154651454835,108,0.04343955563375346,108,0.03407505857772719,108
786.05,1932156,109.004397,109.004351,-0.046,-0.426,C4 H N2 O2,4,1,2,2,0,2,0.5,0.5,12,2,0.426,14190708042,0.00013615641969952664,389.6291754955472,3,2.0,5,2.0,0.11736423212623492,109,0.8419854637461839,108,0.059590967856919974,109,0.03900495876344223,109,0.029554172624756347,109
-1000.0,2472641,152.071808,152.071702,-0.106,-0.695,C8 H10 N O2,8,10,1,2,0,11,1.375,0.25,19,1,0.695,14190708042,0.00017424366653741067,389.6291754955472,2,0.3333333333333333,4,-0.5,0.09810262099870215,152,1.1090199191328054,151,0.017503282101387185,152,0.12004765264458683,152,0.10686288414530054,152
-1000.0,2401063,157.134718,157.134637,-0.082,-0.52,C8 H17 N2 O,8,17,2,1,0,18,2.25,0.125,20,2,0.52,14190708042,0.0001691996617007139,389.6291754955472,0,-0.2727272727272727,1,-1.25,0.04082093944984422,157,1.0853947858010997,156,0.04246179950490614,157,0.18459222821749677,157,0.17096849819532167,157
-1000.0,1949566,160.061471,160.061531,0.06,0.375,C6 H10 N O4,6,10,1,4,0,11,1.8333333333333333,0.6666666666666666,15,1,0.375,14190708042,0.00013738327884908226,389.6291754955472,-2,-0.3333333333333333,2,0.0,0.11719513543789617,160,1.181225907275575,159,0.032361116933316225,160,0.11241672744117182,160,0.09853923278490129,160
582.91,1957184,164.071733,164.071702,-0.031,-0.188,C9 H10 N O2,9,10,1,2,0,11,1.2222222222222223,0.2222222222222222,21,1,0.188,14190708042,0.00013792010900424105,389.6291754955472,3,0.42857142857142855,5,-0.44444444444444464,0.11150192820170446,164,1.2021908565475314,163,0.024542483814371963,164,0.12386261508731877,164,0.10963743459876696,164
-1000.0,2237186,166.014493,166.014581,0.088,0.533,C7 H4 N O4,7,4,1,4,0,5,0.7142857142857143,0.5714285714285714,17,1,0.533,14190708042,0.0001576514711865425,389.6291754955472,2,0.75,6,0.8571428571428572,0.17079236424999067,166,1.2743968446903011,165,0.08280317691313144,166,0.06735928262196467,166,0.05296565258296937,166
-1000.0,2221310,174.019679,174.019667,-0.013,-0.074,C9 H4 N O3,9,4,1,3,0,5,0.5555555555555556,0.3333333333333333,21,1,0.074,14190708042,0.00015653271094195063,389.6291754955472,5,0.8461538461538461,8,0.44444444444444464,0.17464491479168487,174,1.331464291915779,173,0.08241296150342237,174,0.0749902078254081,174,0.059902528832253665,174
442.34,2228522,186.015825,186.015644,-0.182,-0.976,C5 H4 N3 O5,5,4,3,5,0,5,1.0,1.0,15,3,0.976,14190708042,0.00015704093082630414,389.6291754955472,0,1.0,5,2.8,0.19206272987696593,186,1.4286269937737188,185,0.0934728033240333,186,0.07478089130199805,186,0.058653149117702696,186
-1000.0,2196272,190.029905,190.029837,-0.068,-0.356,C13 H4 N O,13,4,1,1,0,5,0.38461538461538464,0.07692307692307693,29,1,0.356,14190708042,0.0001547683169507632,389.6291754955472,11,0.9130434782608695,12,0.0,0.18235201364191767,190,1.4456011708382164,189,0.08163452951089312,190,0.09025005759639271,190,0.07377428086837767,190
506.21,2101872,199.108986,199.108816,-0.17,-0.854,C9 H15 N2 O3,9,15,2,3,0,16,1.7777777777777777,0.3333333333333333,22,2,0.854,14190708042,0.00014811607664530374,389.6291754955472,0,-0.09090909090909091,3,-0.44444444444444464,0.11351068270113274,199,1.4371135861881044,198,0.007981259888310888,199,0.17211538792167858,199,0.15485245464350328,199
-1000.0,2047065,204.077991,204.07785,-0.141,-0.692,C10 H10 N3 O2,10,10,3,2,0,11,1.1,0.2,25,3,0.692,14190708042,0.00014425390149253554,389.6291754955472,5,0.5,7,0.20000000000000018,0.15002515045679843,204,1.5066603825068796,202,0.04186209594200818,204,0.14272911109560482,204,0.12503535760504292,204
-1000.0,2192101,218.114799,218.11463,-0.17,-0.778,C8 H16 N3 O4,8,16,3,4,0,17,2.125,0.5,21,3,0.778,14190708042,0.0001544743922228599,389.6291754955472,-2,-1.0,2,0.0,0.12891874440359175,218,1.5788653784139228,216,0.013316073093761815,218,0.1839715934720232,218,0.16506083713122166,218
-1000.0,2158268,219.13494,219.135031,0.091,0.414,C9 H19 N2 O4,9,19,2,4,0,20,2.2222222222222223,0.4444444444444444,22,2,0.414,14190708042,0.00015209022647863732,389.6291754955472,-3,-0.6,1,-0.666666666666667,0.10965713327601634,219,1.5663870215563236,217,0.006486359533965924,219,0.20469699276299025,219,0.18569776663599669,219
492.71,2132624,223.057132,223.057174,0.042,0.189,C6 H11 N2 O7,6,11,2,7,0,12,2.0,1.1666666666666667,16,2,0.189,14190708042,0.00015028312848718392,389.6291754955472,-5,-7.0,2,1.3333333333333335,0.19189363318861297,223,1.6746964998883698,221,0.07367137010970737,223,0.12808689511632565,223,0.10874761527259125,223
