mSigma,ObservedIntens,ObservedM_z,calc_M_z,errMDa,errPpm,sumFormula,C,H,N,O,S,H1,HCraito,OCraito,CN2,NSP,abserrPpm,sumintens,relativeintens,avemass,dbe_o,aimod,dbe,nosc,kmdch2,nkmch2,kmdh2,nkmh2,kmdh2o,nkmh2o,kmdo,nkmo,kmdcoo,nkmcoo
-1000,2833308,540.424905,540.42446,-0.445,-0.824,C35 H58 N O S,35,58,1,1,1,59,1.685714286,0.028571429,73,2,0.824,61527170297,4.60497E-05,360.8341791,6,0.138461538,7,-1.485714286,0.17898278,540,3.771527795,536,0.107446935,540,0.596268252,541,0.549412911,541
437.15,4263852,541.004952,541.004864,-0.088,-0.162,C27 H9 O13,27,9,0,13,0,10,0.37037037,0.481481481,56,0,0.162,61527170297,6.93003E-05,360.8341791,10,0.804878049,23,0.592592593,0.599226864,540,4.195630194,537,0.31248953,541,0.17685677,541,0.129951108,541
-1000,3244973,541.04102,541.041249,0.229,0.424,C28 H13 O12,28,13,0,12,0,14,0.5,0.428571429,58,0,0.424,61527170297,5.27405E-05,360.8341791,10,0.727272727,22,0.357142857,0.562882492,540,4.159527696,537,0.276125874,541,0.213253337,541,0.16634452,541
-1000,3397550,541.083394,541.083508,0.114,0.21,C22 H21 O16,22,21,0,16,0,22,1,0.727272727,46,0,0.21,61527170297,5.52203E-05,360.8341791,-4,0.285714286,12,0.454545455,0.520670679,540,4.117596805,537,0.233891663,541,0.255525772,541,0.208613291,541
-1000,2695086,541.089283,541.088868,-0.415,-0.767,C28 H17 N2 O10,28,17,2,10,0,18,0.642857143,0.357142857,60,2,0.767,61527170297,4.38032E-05,360.8341791,11,0.666666667,21,0.285714286,0.515316664,540,4.112278421,537,0.228534807,541,0.260887476,541,0.21397453,541
435.76,4605871,541.119827,541.119894,0.067,0.123,C23 H25 O15,23,25,0,15,0,26,1.130434783,0.652173913,48,0,0.123,61527170297,7.48591E-05,360.8341791,-4,0.225806452,11,0.173913043,0.484325308,541,4.081493315,537,0.197527007,541,0.291923339,541,0.245007704,541
506.2,2722735,541.140947,541.141023,0.076,0.14,C20 H29 O17,20,29,0,17,0,30,1.5,0.85,42,0,0.14,61527170297,4.42526E-05,360.8341791,-11,-0.217391304,6,0.2,0.463219901,541,4.060528366,537,0.176410401,541,0.313059057,541,0.266141589,541
-1000,2831280,541.156193,541.156279,0.086,0.158,C24 H29 O14,24,29,0,14,0,30,1.25,0.583333333,50,0,0.158,61527170297,4.60167E-05,360.8341791,-4,0.176470588,10,-0.083333333,0.447980936,541,4.045390817,537,0.161163351,541,0.328319907,541,0.281401117,541
-1000,3458993,541.192439,541.192665,0.225,0.416,C25 H33 O13,25,33,0,13,0,34,1.36,0.52,52,0,0.416,61527170297,5.6219E-05,360.8341791,-4,0.135135135,9,-0.32,0.411635565,541,4.009287327,537,0.124798695,541,0.364717474,541,0.31779553,541
513.07,2977714,541.228945,541.22905,0.105,0.194,C26 H37 O12,26,37,0,12,0,38,1.461538462,0.461538462,54,0,0.194,61527170297,4.83967E-05,360.8341791,-4,0.1,8,-0.538461538,0.375291192,541,3.973184829,537,0.088435038,541,0.401114042,541,0.354188942,541
522.75,3524530,541.247475,541.247678,0.203,0.375,C27 H41 O9 S,27,41,0,9,1,42,1.555555556,0.333333333,56,1,0.375,61527170297,5.72841E-05,360.8341791,-2,0.069767442,7,-0.814814815,0.356683993,541,3.954701461,537,0.069817965,541,0.419747964,541,0.372821249,541
554.45,2966451,541.265613,541.265436,-0.177,-0.327,C27 H41 O11,27,41,0,11,0,42,1.555555556,0.407407407,56,0,0.327,61527170297,4.82137E-05,360.8341791,-4,0.069767442,7,-0.740740741,0.338945821,541,3.937081339,537,0.052070382,541,0.437511609,541,0.390583355,541
362.59,3618739,541.301993,541.301821,-0.172,-0.317,C28 H45 O10,28,45,0,10,0,46,1.642857143,0.357142857,58,0,0.317,61527170297,5.88153E-05,360.8341791,-4,0.043478261,6,-0.928571429,0.302601449,541,3.900978841,537,0.015706725,541,0.473908176,541,0.426976768,541
548.39,3090356,541.317542,541.317077,-0.465,-0.859,C32 H45 O7,32,45,0,7,0,46,1.4375,0.21875,66,0,0.859,61527170297,5.02275E-05,360.8341791,3,0.228070175,10,-1,0.287362484,541,3.885841292,537,0.000459675,541,0.489169027,541,0.442236295,541
308.62,5961653,541.338171,541.338207,0.036,0.066,C29 H49 O9,29,49,0,9,0,50,1.724137931,0.310344828,60,0,0.066,61527170297,9.68946E-05,360.8341791,-4,0.020408163,5,-1.103448276,0.266256078,541,3.86487535,537,0.02065793,541,0.510305744,542,0.463371181,541
-1000,5040053,541.374537,541.374592,0.055,0.102,C30 H53 O8,30,53,0,8,0,54,1.8,0.266666667,62,0,0.102,61527170297,8.19159E-05,360.8341791,-4,0,4,-1.266666667,0.229911706,541,3.828772852,537,0.057021587,541,0.546702311,542,0.499764593,541
-1000,3801046,543.020688,543.020514,-0.174,-0.321,C27 H11 O13,27,11,0,13,0,12,0.444444444,0.481481481,56,0,0.321,61527170297,6.17783E-05,360.8341791,9,0.756097561,22,0.518518519,0.585827557,542,4.195630194,539,0.298021911,543,0.193147572,543,0.146067151,543
-1000,3855320,543.135421,543.135544,0.123,0.226,C23 H27 O15,23,27,0,15,0,28,1.217391304,0.652173913,48,0,0.226,61527170297,6.26604E-05,360.8341791,-5,0.161290323,10,0.086956522,0.470926001,543,4.081493315,539,0.183059388,543,0.308214142,543,0.261123747,543
-1000,2597850,543.240942,543.240678,-0.265,-0.487,C21 H39 N2 O14,21,39,2,14,0,40,1.904761905,0.666666667,46,2,0.487,61527170297,4.22228E-05,360.8341791,-11,-0.5,3,-0.285714286,0.365909394,543,3.977175601,539,0.077987059,543,0.413381565,543,0.366282056,543
-1000,2780122,543.263223,543.263328,0.104,0.192,C27 H43 O9 S,27,43,0,9,1,44,1.62962963,0.333333333,56,1,0.192,61527170297,4.51853E-05,360.8341791,-3,0.023255814,6,-0.888888889,0.343284685,543,3.954701461,539,0.055350346,543,0.436038766,543,0.388937293,543
-1000,5849051,543.31744,543.317471,0.031,0.058,C28 H47 O10,28,47,0,10,0,48,1.714285714,0.357142857,58,0,0.058,61527170297,9.50645E-05,360.8341791,-5,0,5,-1,0.289202142,543,3.900978841,539,0.001239106,543,0.490198979,543,0.443092811,543
-1000,2762715,543.333022,543.332727,-0.295,-0.543,C32 H47 O7,32,47,0,7,0,48,1.5,0.21875,66,0,0.543,61527170297,4.49024E-05,360.8341791,2,0.192982456,9,-1.0625,0.273963177,543,3.885841292,539,0.014007945,543,0.505459829,544,0.458352339,543
-1000,3556315,543.354266,543.353857,-0.409,-0.753,C29 H51 O9,29,51,0,9,0,52,1.793103448,0.310344828,60,0,0.753,61527170297,5.78007E-05,360.8341791,-5,-0.020408163,4,-1.172413793,0.252856771,543,3.86487535,539,0.03512555,543,0.526596546,544,0.479487224,543
256.73,3263459,543.988083,543.988109,0.026,0.048,C28 H6 N3 O8 S,28,6,3,8,1,7,0.25,0.285714286,61,4,0.048,61527170297,5.30409E-05,360.8341791,19,0.95,27,0.714285714,0.619312982,543,4.235547838,540,0.330994502,544,0.161050184,544,0.113885871,544
-1000,2726374,544.294427,544.294962,0.535,0.983,C27 H46 N O8 S,27,46,1,8,1,47,1.740740741,0.296296296,57,2,0.983,61527170297,4.43117E-05,360.8341791,-3,-0.047619048,5,-0.962962963,0.312802617,544,3.93107732,540,0.024321502,544,0.468000736,544,0.420809819,544
487.44,4085739,544.999918,544.999779,-0.14,-0.256,C26 H9 O14,26,9,0,14,0,10,0.384615385,0.538461538,54,0,0.256,61527170297,6.64054E-05,360.8341791,8,0.789473684,22,0.692307692,0.608772622,544,4.231732692,541,0.319917948,545,0.173041807,545,0.125789782,545
448.55,3503084,545.114782,545.114808,0.026,0.048,C22 H25 O16,22,25,0,16,0,26,1.181818182,0.727272727,46,0,0.048,61527170297,5.69356E-05,360.8341791,-6,0.142857143,10,0.272727273,0.493872064,545,4.117596805,541,0.204956424,545,0.288107377,545,0.240845378,545
490.4,2677740,545.166021,545.16645,0.429,0.786,C27 H29 O12,27,29,0,12,0,30,1.111111111,0.444444444,56,0,0.786,61527170297,4.35213E-05,360.8341791,1,0.333333333,13,-0.222222222,0.442287728,545,4.066355766,541,0.153344717,545,0.339765794,545,0.292499318,545
516.42,3661804,545.202927,545.202835,-0.092,-0.168,C28 H33 O11,28,33,0,11,0,34,1.214285714,0.392857143,58,0,0.168,61527170297,5.95152E-05,360.8341791,1,0.288888889,12,-0.428571429,0.405943356,545,4.030253268,541,0.116981061,545,0.376162362,545,0.328892731,545
478.84,2905069,545.424827,545.42452,-0.307,-0.564,C31 H61 O5 S,31,61,0,5,1,62,2,0.161290323,64,1,0.564,61527170297,4.7216E-05,360.8341791,-4,-0.090909091,1,-1.612903226,0.184505892,545,3.810289485,541,0.104573899,545,0.597917838,546,0.550628987,546
-1000,4118508,547.015727,547.015429,-0.298,-0.546,C26 H11 O14,26,11,0,14,0,12,0.461538462,0.538461538,54,0,0.546,61527170297,6.6938E-05,360.8341791,7,0.736842105,21,0.615384615,0.595373315,546,4.231732692,543,0.305450329,547,0.18933261,547,0.141905826,547
665.29,2769900,547.030913,547.030685,-0.228,-0.418,C30 H11 O11,30,11,0,11,0,12,0.4,0.366666667,62,0,0.418,61527170297,4.50191E-05,360.8341791,14,0.795918367,25,0.333333333,0.58013435,546,4.216595143,543,0.290203278,547,0.20459346,547,0.157165353,547
394.06,3436524,547.051711,547.051814,0.103,0.188,C27 H15 O13,27,15,0,13,0,16,0.592592593,0.481481481,56,0,0.188,61527170297,5.58538E-05,360.8341791,7,0.658536585,20,0.37037037,0.559028943,546,4.195630194,543,0.269086672,547,0.225729177,547,0.178299238,547
487.42,2978796,547.073222,547.072943,-0.279,-0.509,C24 H19 O15,24,19,0,15,0,20,0.833333333,0.625,50,0,0.509,61527170297,4.84143E-05,360.8341791,0,0.454545455,15,0.416666667,0.537923535,546,4.174665244,543,0.247970066,547,0.246864894,547,0.199433124,547
503.25,3233772,547.109432,547.109329,-0.103,-0.188,C25 H23 O14,25,23,0,14,0,24,0.96,0.56,52,0,0.188,61527170297,5.25584E-05,360.8341791,0,0.388888889,14,0.16,0.501578164,546,4.138561754,543,0.21160541,547,0.283262462,547,0.235827536,547
489.06,3094507,547.146058,547.145715,-0.344,-0.628,C26 H27 O13,26,27,0,13,0,28,1.076923077,0.5,54,0,0.628,61527170297,5.0295E-05,360.8341791,0,0.333333333,13,-0.076923077,0.465232793,547,4.102458264,543,0.175240755,547,0.319660029,547,0.272221949,547
640.45,2845675,547.166731,547.166844,0.113,0.206,C23 H31 O15,23,31,0,15,0,32,1.391304348,0.652173913,48,0,0.206,61527170297,4.62507E-05,360.8341791,-7,0.032258065,8,-0.086956522,0.444127386,547,4.081493315,543,0.154124149,547,0.340795747,547,0.293355835,547
489.76,3467243,547.181899,547.1821,0.201,0.367,C27 H31 O12,27,31,0,12,0,32,1.185185185,0.444444444,56,0,0.367,61527170297,5.6353E-05,360.8341791,0,0.285714286,12,-0.296296296,0.428888421,547,4.066355766,543,0.138877098,547,0.356056597,547,0.308615362,547
451.27,2650091,547.236085,547.235592,-0.493,-0.901,C20 H39 N2 O15,20,39,2,15,0,40,2,0.75,44,2,0.901,61527170297,4.30719E-05,360.8341791,-13,-0.714285714,2,-0.2,0.375456151,547,4.013279091,543,0.085416476,547,0.409565603,547,0.36211973,547
390.42,3569643,547.254768,547.254871,0.103,0.188,C29 H39 O10,29,39,0,10,0,40,1.379310345,0.344827586,60,0,0.188,61527170297,5.80173E-05,360.8341791,0,0.208333333,10,-0.689655172,0.356198678,547,3.994149778,543,0.066148785,547,0.428850732,547,0.381403188,547
93.47,10459114,547.403742,547.403784,0.042,0.077,C30 H59 O6 S,30,59,0,6,1,60,2,0.2,62,1,0.077,61527170297,0.000169992,360.8341791,-5,-0.115384615,1,-1.533333333,0.207451955,547,3.846392975,543,0.082676862,547,0.577811073,548,0.530350618,548
36.34,17319914,547.440236,547.44017,-0.066,-0.121,C31 H63 O5 S,31,63,0,5,1,64,2.064516129,0.161290323,64,1,0.121,61527170297,0.0002815,360.8341791,-5,-0.127272727,0,-1.677419355,0.171106584,547,3.810289485,543,0.119041518,547,0.614208641,548,0.566745031,548
348.44,3643363,548.211564,548.211233,-0.331,-0.604,C31 H34 N O6 S,31,34,1,6,1,35,1.129032258,0.193548387,65,2,0.604,61527170297,5.92155E-05,360.8341791,9,0.384615385,15,-0.580645161,0.40090456,548,4.045213207,544,0.110347788,548,0.385516772,548,0.33798631,548
-1000,2699233,548.399052,548.399033,-0.018,-0.034,C29 H58 N O6 S,29,58,1,6,1,59,2.034482759,0.206896552,61,2,0.034,61527170297,4.38706E-05,360.8341791,-5,-0.166666667,1,-1.448275862,0.213314259,548,3.858871332,544,0.077342049,548,0.573376476,549,0.525829732,549
524.98,4051929,549.010254,549.009949,-0.304,-0.554,C29 H9 O12,29,9,0,12,0,10,0.344827586,0.413793103,60,0,0.554,61527170297,6.58559E-05,360.8341791,13,0.826086957,25,0.482758621,0.603080414,548,4.252698633,545,0.312100314,549,0.184486695,549,0.136886984,549
290.54,3086296,549.046531,549.046335,-0.196,-0.357,C30 H13 O11,30,13,0,11,0,14,0.466666667,0.366666667,62,0,0.357,61527170297,5.01615E-05,360.8341791,13,0.755102041,24,0.266666667,0.566735043,548,4.216595143,545,0.275735658,549,0.220884262,549,0.173281396,549
485.8,2746328,549.052428,549.052208,-0.22,-0.401,C23 H17 O16,23,17,0,16,0,18,0.782608696,0.695652174,48,0,0.401,61527170297,4.4636E-05,360.8341791,-1,0.466666667,15,0.608695652,0.5608686,548,4.210767742,545,0.269866104,549,0.226759129,549,0.179155754,549
497.42,3120088,549.088414,549.088594,0.179,0.326,C24 H21 O15,24,21,0,15,0,22,0.916666667,0.625,50,0,0.326,61527170297,5.07107E-05,360.8341791,-1,0.393939394,14,0.333333333,0.524523229,548,4.174664252,545,0.233501448,549,0.263156697,549,0.215550167,549
483.31,4320215,549.124986,549.124979,-0.007,-0.013,C25 H25 O14,25,25,0,14,0,26,1.04,0.56,52,0,0.013,61527170297,7.02164E-05,360.8341791,-1,0.333333333,13,0.08,0.488178857,549,4.138561754,545,0.197137791,549,0.299553264,549,0.25194358,549
401.21,2683863,549.13815,549.137733,-0.416,-0.758,C33 H25 O6 S,33,25,0,6,1,26,0.787878788,0.181818182,68,1,0.758,61527170297,4.36208E-05,360.8341791,15,0.586206897,21,-0.363636364,0.475439098,549,4.125906779,545,0.184391273,549,0.312311319,549,0.264700529,549
500.14,3260375,549.145957,549.146108,0.152,0.277,C22 H29 O16,22,29,0,16,0,30,1.363636364,0.727272727,46,0,0.277,61527170297,5.29908E-05,360.8341791,-8,0,8,0.090909091,0.46707345,549,4.117596805,545,0.176021185,549,0.320688981,549,0.273077465,549
617.69,3224534,549.160995,549.161365,0.369,0.673,C26 H29 O13,26,29,0,13,0,30,1.153846154,0.5,54,0,0.673,61527170297,5.24083E-05,360.8341791,-1,0.282051282,12,-0.153846154,0.451833486,549,4.102458264,545,0.160773135,549,0.335950832,549,0.288337993,549
117.88,14084054,549.171856,549.172085,0.229,0.418,C38 H21 N4 O,38,21,4,1,0,22,0.578947368,0.026315789,82,4,0.418,61527170297,0.000228908,360.8341791,29,0.76119403,30,-0.210526316,0.441125456,549,4.091821497,545,0.150059423,549,0.34667424,549,0.299060471,549
490.89,3579862,549.198014,549.19775,-0.264,-0.481,C27 H33 O12,27,33,0,12,0,34,1.259259259,0.444444444,56,0,0.481,61527170297,5.81834E-05,360.8341791,-1,0.238095238,11,-0.37037037,0.415489114,549,4.066355766,545,0.124409479,549,0.372347399,549,0.324731406,549
-1000,5119957,549.23427,549.234136,-0.134,-0.244,C28 H37 O11,28,37,0,11,0,38,1.357142857,0.392857143,58,0,0.244,61527170297,8.32146E-05,360.8341791,-1,0.2,10,-0.571428571,0.379143743,549,4.030252276,545,0.088044823,549,0.408744967,549,0.361125818,549
-1000,2793429,549.255266,549.255265,-0.001,-0.002,C25 H41 O13,25,41,0,13,0,42,1.68,0.52,52,0,0.002,61527170297,4.54016E-05,360.8341791,-8,-0.081081081,5,-0.64,0.358038336,549,4.009287327,545,0.066928217,549,0.429880684,549,0.382259704,549
590.98,3721173,549.270221,549.270521,0.3,0.547,C29 H41 O10,29,41,0,10,0,42,1.448275862,0.344827586,60,0,0.547,61527170297,6.04802E-05,360.8341791,-1,0.166666667,9,-0.75862069,0.342799371,549,3.994149778,545,0.051681166,549,0.445141534,549,0.397519231,549
519.86,4636628,549.306914,549.306907,-0.007,-0.013,C30 H45 O9,30,45,0,9,0,46,1.533333333,0.3,62,0,0.013,61527170297,7.5359E-05,360.8341791,-1,0.137254902,8,-0.933333333,0.306454,549,3.958046288,545,0.01531651,549,0.481539102,549,0.433913644,549
487.46,2792391,550.04179,550.041584,-0.207,-0.376,C29 H12 N O11,29,12,1,11,0,13,0.448275862,0.379310345,61,1,0.376,61527170297,4.53847E-05,360.8341791,13,0.777777778,24,0.413793103,0.572597347,549,4.2290735,546,0.281070472,550,0.216449665,550,0.168760511,550
378.7,2644914,551.010342,551.010343,0.001,0.002,C25 H11 O15,25,11,0,15,0,12,0.48,0.6,52,0,0.002,61527170297,4.29877E-05,360.8341791,5,0.714285714,20,0.72,0.604920071,550,4.267836182,547,0.312879746,551,0.185516647,551,0.1377435,551
254.16,7255986,551.025628,551.025599,-0.029,-0.052,C29 H11 O12,29,11,0,12,0,12,0.413793103,0.413793103,60,0,0.052,61527170297,0.000117931,360.8341791,12,0.782608696,24,0.413793103,0.589681106,550,4.252698633,547,0.297632695,551,0.200777497,551,0.153003027,551
-1000,2746289,551.068056,551.067858,-0.197,-0.358,C23 H19 O16,23,19,0,16,0,20,0.869565217,0.695652174,48,0,0.358,61527170297,4.46354E-05,360.8341791,-2,0.4,14,0.52173913,0.547469293,550,4.210767742,547,0.255398484,551,0.243049932,551,0.195271798,551
459.04,3917744,551.104462,551.104244,-0.218,-0.396,C24 H23 O15,24,23,0,15,0,24,1,0.625,50,0,0.396,61527170297,6.3675E-05,360.8341791,-2,0.333333333,13,0.25,0.511123922,550,4.174664252,547,0.219033828,551,0.279447499,551,0.231666211,551
447.78,4284335,551.140557,551.140629,0.072,0.13,C25 H27 O14,25,27,0,14,0,28,1.12,0.56,52,0,0.13,61527170297,6.96332E-05,360.8341791,-2,0.277777778,12,0,0.47477955,551,4.138561754,547,0.182670172,551,0.315844067,551,0.268059624,551
413.52,4485038,551.168826,551.168639,-0.186,-0.338,C37 H27 O3 S,37,27,0,3,1,28,0.756756757,0.081081081,76,1,0.338,61527170297,7.28952E-05,360.8341791,21,0.623188406,24,-0.540540541,0.446800826,551,4.110769231,547,0.154676602,551,0.343862971,551,0.2960761,551
488.82,4059054,551.176978,551.177015,0.037,0.067,C26 H31 O13,26,31,0,13,0,32,1.230769231,0.5,54,0,0.067,61527170297,6.59717E-05,360.8341791,-2,0.230769231,11,-0.230769231,0.438434179,551,4.102458264,547,0.146305516,551,0.352241634,551,0.304454036,551
-1000,3864493,551.213542,551.2134,-0.141,-0.257,C27 H35 O12,27,35,0,12,0,36,1.333333333,0.444444444,56,0,0.257,61527170297,6.28095E-05,360.8341791,-2,0.19047619,10,-0.444444444,0.402089807,551,4.066355766,547,0.109941859,551,0.388638202,551,0.340847449,551
622.05,3412907,551.286165,551.286171,0.006,0.011,C29 H43 O10,29,43,0,10,0,44,1.517241379,0.344827586,60,0,0.011,61527170297,5.54699E-05,360.8341791,-2,0.125,8,-0.827586207,0.329400064,551,3.994149778,547,0.037213547,551,0.461432336,551,0.413635275,551
483.07,6928299,551.305035,551.304799,-0.237,-0.43,C30 H47 O7 S,30,47,0,7,1,48,1.6,0.233333333,62,1,0.43,61527170297,0.000112606,360.8341791,0,0.098039216,7,-1.066666667,0.310792864,551,3.97566641,547,0.018596474,551,0.480066259,551,0.432267582,551
465.4,4646827,551.32229,551.322557,0.266,0.483,C30 H47 O9,30,47,0,9,0,48,1.6,0.3,62,0,0.483,61527170297,7.55248E-05,360.8341791,-2,0.098039216,7,-1,0.293054692,551,3.958046288,547,0.000848891,551,0.497829904,551,0.450029688,551
-1000,2638739,552.166353,552.16639,0.038,0.068,C32 H26 N O8,32,26,1,8,0,27,0.84375,0.25,67,1,0.068,61527170297,4.28874E-05,360.8341791,12,0.555555556,20,-0.25,0.450163924,552,4.120765014,548,0.157510883,552,0.34193117,552,0.294057792,552
534.14,2869136,552.281264,552.28142,0.156,0.283,C28 H42 N O10,28,42,1,10,0,43,1.535714286,0.357142857,59,1,0.283,61527170297,4.6632E-05,360.8341791,-2,0.090909091,8,-0.714285714,0.335262367,552,4.006628135,548,0.04254836,552,0.45699774,552,0.409114389,552
165.61,27633552,552.299921,552.300048,0.127,0.23,C29 H46 N O7 S,29,46,1,7,1,47,1.620689655,0.24137931,61,2,0.23,61527170297,0.000449128,360.8341791,0,0.063829787,7,-0.965517241,0.316655168,552,3.988144767,548,0.023931287,552,0.475631662,552,0.427746696,552
713.26,2632569,553.004794,553.004864,0.07,0.127,C28 H9 O13,28,9,0,13,0,10,0.357142857,0.464285714,58,0,0.127,61527170297,4.27871E-05,360.8341791,11,0.813953488,24,0.571428571,0.612626171,552,4.288801131,549,0.319528732,553,0.180671732,553,0.132725658,553
398.65,4069240,553.041553,553.041249,-0.303,-0.548,C29 H13 O12,29,13,0,12,0,14,0.482758621,0.413793103,60,0,0.548,61527170297,6.61373E-05,360.8341791,11,0.739130435,23,0.344827586,0.576281799,552,4.252698633,549,0.283165076,553,0.2170683,553,0.169119071,553
464.35,2857847,553.062446,553.062379,-0.067,-0.121,C26 H17 O14,26,17,0,14,0,18,0.692307692,0.538461538,54,0,0.121,61527170297,4.64485E-05,360.8341791,4,0.578947368,18,0.384615385,0.555175393,552,4.231732692,549,0.26204747,553,0.238205017,553,0.190253956,553
671.62,3690357,553.119988,553.119894,-0.094,-0.17,C24 H25 O15,24,25,0,15,0,26,1.083333333,0.625,50,0,0.17,61527170297,5.99793E-05,360.8341791,-3,0.272727273,12,0.166666667,0.497724615,553,4.174664252,549,0.204566209,553,0.295738302,553,0.247782254,553
447.33,3929972,553.156352,553.156279,-0.073,-0.132,C25 H29 O14,25,29,0,14,0,30,1.2,0.56,52,0,0.132,61527170297,6.38738E-05,360.8341791,-3,0.222222222,11,-0.08,0.461380243,553,4.138561754,549,0.168202552,553,0.332134869,553,0.284175667,553
337.03,4230003,553.193146,553.192665,-0.482,-0.871,C26 H33 O13,26,33,0,13,0,34,1.307692308,0.5,54,0,0.871,61527170297,6.87502E-05,360.8341791,-3,0.179487179,10,-0.307692308,0.425034872,553,4.102458264,549,0.131837896,553,0.368532437,553,0.32057008,553
397.59,3070834,553.232099,553.232422,0.322,0.582,C24 H41 O12 S,24,41,0,12,1,42,1.75,0.5,50,1,0.582,61527170297,4.99102E-05,360.8341791,-8,-0.176470588,4,-0.666666667,0.385322265,553,4.063009947,549,0.092104218,553,0.408302076,553,0.360336272,553
409.66,2743665,553.247208,553.247678,0.469,0.848,C28 H41 O9 S,28,41,0,9,1,42,1.5,0.321428571,58,1,0.848,61527170297,4.45927E-05,360.8341791,-1,0.111111111,8,-0.785714286,0.3700833,553,4.047872398,549,0.076857167,553,0.423562926,553,0.3755958,553
455.41,3489647,553.301121,553.300657,-0.464,-0.839,C34 H41 N4 O S,34,41,4,1,1,42,1.235294118,0.029411765,74,5,0.839,61527170297,5.67172E-05,360.8341791,15,0.368421053,16,-0.764705882,0.317163457,553,3.99530474,549,0.023909244,553,0.476558769,553,0.428587049,553
393.68,2656111,553.320343,553.320449,0.105,0.19,C30 H49 O7 S,30,49,0,7,1,50,1.666666667,0.233333333,62,1,0.19,61527170297,4.31697E-05,360.8341791,-1,0.058823529,6,-1.133333333,0.297393556,553,3.97566641,549,0.004128854,553,0.496357061,553,0.448383625,553
467.55,7681902,553.33823,553.338207,-0.023,-0.042,C30 H49 O9,30,49,0,9,0,50,1.666666667,0.3,62,0,0.042,61527170297,0.000124854,360.8341791,-3,0.058823529,6,-1.066666667,0.279655385,553,3.958046288,549,0.013618729,553,0.514120706,554,0.466145731,553
-1000,7554925,553.359343,553.359336,-0.007,-0.013,C27 H53 O11,27,53,0,11,0,54,2,0.407407407,56,0,0.013,61527170297,0.00012279,360.8341791,-10,-0.209302326,1,-1.185185185,0.258549978,553,3.937081339,549,0.034735335,553,0.535256424,554,0.487279616,553
-1000,2871149,553.374988,553.374592,-0.396,-0.716,C31 H53 O8,31,53,0,8,0,54,1.741935484,0.258064516,64,0,0.716,61527170297,4.66647E-05,360.8341791,-3,0.037037037,5,-1.225806452,0.243311013,553,3.92194379,549,0.049982385,553,0.550517274,554,0.502539144,554
-1000,2979691,553.411102,553.410978,-0.124,-0.224,C32 H57 O7,32,57,0,7,0,58,1.8125,0.21875,66,0,0.224,61527170297,4.84289E-05,360.8341791,-3,0.01754386,4,-1.375,0.206965642,553,3.8858403,549,0.086347041,553,0.586914841,554,0.538933557,554
105.53,12961611,554.296962,554.29707,0.108,0.194,C28 H44 N O10,28,44,1,10,0,45,1.607142857,0.357142857,59,1,0.194,61527170297,0.000210665,360.8341791,-3,0.045454545,7,-0.785714286,0.32186306,554,4.006628135,550,0.02808074,554,0.473288542,554,0.425230432,554
481.47,4630318,555.02069,555.020514,-0.176,-0.316,C28 H11 O13,28,11,0,13,0,12,0.428571429,0.464285714,58,0,0.316,61527170297,7.52565E-05,360.8341791,10,0.76744186,23,0.5,0.599226864,554,4.288801131,551,0.305061113,555,0.196962535,555,0.148841702,555
599.37,2719532,555.062277,555.062773,0.496,0.893,C22 H19 O17,22,19,0,17,0,20,0.909090909,0.772727273,46,0,0.893,61527170297,4.42005E-05,360.8341791,-4,0.333333333,13,0.636363636,0.557015051,554,4.24687024,551,0.262826902,555,0.239234969,555,0.191110472,555
475.68,3340074,555.099115,555.099158,0.043,0.078,C23 H23 O16,23,23,0,16,0,24,1.043478261,0.695652174,48,0,0.078,61527170297,5.42862E-05,360.8341791,-4,0.266666667,12,0.347826087,0.520670679,554,4.210767742,551,0.226463245,555,0.275631537,555,0.227503885,555
243.81,3198761,555.127116,555.127169,0.053,0.095,C35 H23 O5 S,35,23,0,5,1,24,0.685714286,0.142857143,72,1,0.095,61527170297,5.19894E-05,360.8341791,19,0.650793651,24,-0.342857143,0.492690956,555,4.182974227,551,0.198468677,555,0.303651442,555,0.255521362,555
39.52,11704105,555.129787,555.129671,-0.116,-0.209,C31 H23 O10,31,23,0,10,0,24,0.774193548,0.322580645,64,0,0.209,61527170297,0.000190227,360.8341791,10,0.576923077,20,-0.129032258,0.49019175,555,4.180491653,551,0.195968144,555,0.306154237,555,0.25802394,555
578.29,3504937,555.135146,555.135544,0.398,0.717,C24 H27 O15,24,27,0,15,0,28,1.166666667,0.625,50,0,0.717,61527170297,5.69657E-05,360.8341791,-4,0.212121212,11,0.083333333,0.484325308,555,4.174664252,551,0.190098589,555,0.312029104,555,0.263898298,555
514.94,2766376,555.150448,555.1508,0.352,0.634,C28 H27 O12,28,27,0,12,0,28,1,0.428571429,58,0,0.634,61527170297,4.49619E-05,360.8341791,3,0.409090909,15,-0.142857143,0.469086343,555,4.159526704,551,0.174851539,555,0.327289954,555,0.279157825,555
379.72,3601192,555.159905,555.160183,0.278,0.5,C39 H23 O4,39,23,0,4,0,24,0.615384615,0.102564103,80,0,0.5,61527170297,5.85301E-05,360.8341791,24,0.702702703,28,-0.41025641,0.45971382,555,4.150216555,551,0.165474043,555,0.336675937,555,0.288542995,555
