mSigma,ObservedIntens,ObservedM_z,calc_M_z,errMDa,errPpm,sumFormula,C,H,N,O,S,H1,HCraito,OCraito,CN2,NSP,abserrPpm,sumintens,relativeintens,avemass,dbe_o,aimod,dbe,nosc,kmdch2,nkmch2,kmdh2,nkmh2,kmdh2o,nkmh2o,kmdo,nkmo,kmdcoo,nkmcoo
247.08,6074652,339.014726,339.014641,-0.086,-0.252,C17 H7 O8,17,7,0,8,0,8,0.470588235,0.470588235,36,0,0.252,61527170297,9.87312E-05,360.8341791,6,0.769230769,14,0.470588235,0.363905777,339,2.617551658,336,0.184225037,339,0.122418344,339,0.093025435,339
485.63,3083550,339.018086,339.018012,-0.074,-0.218,C14 H11 O8 S,14,11,0,8,1,12,0.857142857,0.571428571,30,1,0.218,61527170297,5.01169E-05,360.8341791,1,0.444444444,9,0.428571429,0.360538541,339,2.614206832,336,0.180856014,339,0.125790415,339,0.096397215,339
339.82,7407913,339.035772,339.03577,-0.001,-0.004,C14 H11 O10,14,11,0,10,0,12,0.857142857,0.714285714,30,0,0.004,61527170297,0.000120401,360.8341791,-1,0.444444444,9,0.571428571,0.34280037,339,2.596586709,336,0.163108431,339,0.143554061,339,0.114159321,339
451.14,5099828,339.054475,339.054398,-0.077,-0.227,C15 H15 O7 S,15,15,0,7,1,16,1.066666667,0.466666667,32,1,0.227,61527170297,8.28874E-05,360.8341791,1,0.333333333,8,0,0.32419317,339,2.578103341,336,0.144491358,339,0.162187983,339,0.132791628,339
466.58,3969339,339.065544,339.065631,0.087,0.257,C14 H15 N2 O6 S,14,15,2,6,1,16,1.142857143,0.428571429,32,3,0.257,61527170297,6.45136E-05,360.8341791,2,0.25,8,0.285714286,0.312972713,339,2.566957557,336,0.133264948,339,0.173424554,339,0.144027225,339
523.56,13250879,339.072155,339.072156,0.001,0.003,C15 H15 O9,15,15,0,9,0,16,1.066666667,0.6,32,0,0.003,61527170297,0.000215366,360.8341791,-1,0.333333333,8,0.133333333,0.306454999,339,2.560483219,336,0.126743775,339,0.179951628,339,0.150553734,339
582.47,3904838,339.083436,339.083389,-0.047,-0.139,C14 H15 N2 O8,14,15,2,8,0,16,1.142857143,0.571428571,32,2,0.139,61527170297,6.34653E-05,360.8341791,0,0.25,8,0.428571429,0.295234541,339,2.549337435,336,0.115517364,339,0.191188199,339,0.161789331,339
247.56,34238796,339.090604,339.090783,0.179,0.528,C16 H19 O6 S,16,19,0,6,1,20,1.25,0.375,34,1,0.528,61527170297,0.000556483,360.8341791,1,0.25,7,-0.375,0.287848798,339,2.542000843,336,0.108127702,339,0.19858455,339,0.16918504,339
483.69,3383627,339.091765,339.09212,0.355,1.047,C17 H15 N4 O2 S,17,15,4,2,1,16,0.941176471,0.117647059,40,5,1.047,61527170297,5.4994E-05,360.8341791,10,0.545454545,12,0.117647059,0.286513291,339,2.540674224,336,0.106791486,339,0.199921975,339,0.17052235,339
553.61,10502479,339.09868,339.098645,-0.035,-0.102,C18 H15 N2 O5,18,15,2,5,0,16,0.888888889,0.277777778,40,2,0.102,61527170297,0.000170697,360.8341791,7,0.555555556,12,0,0.279995576,339,2.534199886,336,0.100270314,339,0.20644905,339,0.177048858,339
359.86,18379094,339.10855,339.108541,-0.008,-0.025,C16 H19 O8,16,19,0,8,0,20,1.25,0.5,34,0,0.025,61527170297,0.000298715,360.8341791,-1,0.25,7,-0.25,0.270110626,339,2.524380721,336,0.090380119,339,0.216348196,339,0.186947146,339
581.28,3871068,339.119791,339.119775,-0.016,-0.047,C15 H19 N2 O7,15,19,2,7,0,20,1.333333333,0.466666667,34,2,0.047,61527170297,6.29164E-05,360.8341791,0,0.157894737,7,0,0.25888917,339,2.513233944,336,0.079152708,339,0.227585767,339,0.198183744,339
134.93,45855072,339.127158,339.127169,0.011,0.032,C17 H23 O5 S,17,23,0,5,1,24,1.411764706,0.294117647,36,1,0.032,61527170297,0.000745282,360.8341791,1,0.185185185,6,-0.705882353,0.251503427,339,2.505897353,336,0.071763046,339,0.234982118,339,0.205579453,339
710.32,4130147,339.129809,339.129671,-0.138,-0.407,C13 H23 O10,13,23,0,10,0,24,1.846153846,0.769230769,28,0,0.407,61527170297,6.71272E-05,360.8341791,-8,-0.375,2,-0.307692308,0.24900422,339,2.503414779,336,0.069262513,339,0.237484913,339,0.208082032,339
694.35,16290156,339.144952,339.144927,-0.026,-0.076,C17 H23 O7,17,23,0,7,0,24,1.411764706,0.411764706,36,0,0.076,61527170297,0.000264764,360.8341791,-1,0.185185185,6,-0.588235294,0.233765255,339,2.488277231,337,0.054015463,339,0.252745763,339,0.223341559,339
496.11,54980972,339.148176,339.148298,0.122,0.36,C14 H27 O7 S,14,27,0,7,1,28,2,0.5,30,1,0.36,61527170297,0.000893605,360.8341791,-6,-0.368421053,1,-0.857142857,0.230398019,339,2.484932404,337,0.05064644,339,0.256117835,339,0.226713339,339
637.46,4256115,339.156053,339.15616,0.107,0.314,C16 H23 N2 O6,16,23,2,6,0,24,1.5,0.375,36,2,0.314,61527170297,6.91746E-05,360.8341791,0,0.090909091,6,-0.375,0.222544798,339,2.477131446,337,0.042789052,339,0.263982334,339,0.234577156,339
549.11,22950264,339.16355,339.163554,0.005,0.013,C18 H27 O4 S,18,27,0,4,1,28,1.555555556,0.222222222,38,1,0.013,61527170297,0.00037301,360.8341791,1,0.133333333,5,-1,0.215159054,339,2.469794855,337,0.035399389,339,0.271378685,339,0.241972866,339
780.71,4218233,339.166168,339.166056,-0.112,-0.331,C14 H27 O9,14,27,0,9,0,28,2,0.642857143,30,0,0.331,61527170297,6.85589E-05,360.8341791,-8,-0.368421053,1,-0.714285714,0.212659848,339,2.467312281,337,0.032898857,339,0.27388148,339,0.244475445,339
663.67,6119807,339.175754,339.175439,-0.315,-0.929,C25 H23 O,25,23,0,1,0,24,0.96,0.04,52,0,0.929,61527170297,9.94651E-05,360.8341791,13,0.551020408,14,-0.88,0.203287325,339,2.458002133,337,0.023521361,339,0.283267463,339,0.253860614,339
210.41,37007748,339.181315,339.181312,-0.003,-0.009,C18 H27 O6,18,27,0,6,0,28,1.555555556,0.333333333,38,0,0.009,61527170297,0.000601486,360.8341791,-1,0.133333333,5,-0.888888889,0.197420883,339,2.452174733,337,0.017651806,339,0.289142331,339,0.259734972,339
71.37,687583616,339.199961,339.19994,-0.021,-0.063,C19 H31 O3 S,19,31,0,3,1,32,1.684210526,0.157894737,40,1,0.063,61527170297,0.011175284,360.8341791,1,0.090909091,4,-1.263157895,0.178813683,339,2.433691365,337,0.000965267,339,0.307776253,339,0.278367279,339
-1000,15085977,339.217701,339.217698,-0.003,-0.009,C19 H31 O5,19,31,0,5,0,32,1.684210526,0.263157895,40,0,0.009,61527170297,0.000245192,360.8341791,-1,0.090909091,4,-1.157894737,0.161075512,339,2.416071243,337,0.01871285,339,0.325539898,339,0.296129385,339
751.04,3685794,339.233045,339.232954,-0.091,-0.269,C23 H31 O2,23,31,0,2,0,32,1.391304348,0.086956522,48,0,0.269,61527170297,5.99051E-05,360.8341791,6,0.318181818,8,-1.217391304,0.145836547,339,2.400933694,337,0.033959901,339,0.340800748,339,0.311388912,339
-1000,8018351,339.254073,339.254083,0.011,0.031,C20 H35 O4,20,35,0,4,0,36,1.8,0.2,42,0,0.031,61527170297,0.000130322,360.8341791,-1,0.055555556,3,-1.4,0.12473114,339,2.379968745,337,0.055076506,339,0.361936465,339,0.332522797,339
-1000,3776988,339.326943,339.326854,-0.089,-0.261,C22 H43 O2,22,43,0,2,0,44,2,0.090909091,46,0,0.261,61527170297,6.13873E-05,360.8341791,-1,0,1,-1.818181818,0.052041397,339,2.307762756,337,0.127804819,339,0.4347306,339,0.405310623,339
524.15,2954138,340.049736,340.049647,-0.089,-0.262,C14 H14 N O7 S,14,14,1,7,1,15,1.071428571,0.5,31,2,0.262,61527170297,4.80136E-05,360.8341791,1,0.294117647,8,0.285714286,0.330055474,340,2.590581698,337,0.149826171,340,0.157753386,340,0.128270742,340
573.74,4362149,340.067409,340.067405,-0.004,-0.012,C14 H14 N O9,14,14,1,9,0,15,1.071428571,0.642857143,31,1,0.012,61527170297,7.08979E-05,360.8341791,-1,0.294117647,8,0.428571429,0.312317302,340,2.572961576,337,0.132078588,340,0.175517032,340,0.146032848,340
584.49,3961775,340.082841,340.082661,-0.181,-0.531,C18 H14 N O6,18,14,1,6,0,15,0.833333333,0.333333333,39,1,0.531,61527170297,6.43907E-05,360.8341791,6,0.571428571,12,0,0.297078337,340,2.557824027,337,0.116831537,340,0.190777882,340,0.161292375,340
547.93,2994096,340.085963,340.086032,0.069,0.204,C15 H18 N O6 S,15,18,1,6,1,19,1.266666667,0.4,33,2,0.204,61527170297,4.8663E-05,360.8341791,1,0.2,7,-0.133333333,0.293711102,340,2.5544792,337,0.113462515,340,0.194149953,340,0.164664155,340
562.25,4938684,340.103787,340.10379,0.003,0.008,C15 H18 N O8,15,18,1,8,0,19,1.266666667,0.533333333,33,1,0.008,61527170297,8.02683E-05,360.8341791,-1,0.2,7,0,0.27597293,340,2.536859078,337,0.095714932,340,0.211913599,340,0.18242626,340
559.93,4100037,340.11901,340.119046,0.037,0.107,C19 H18 N O5,19,18,1,5,0,19,1,0.263157895,41,1,0.107,61527170297,6.66378E-05,360.8341791,6,0.483870968,11,-0.315789474,0.260733965,340,2.521721529,337,0.080467881,340,0.227174449,340,0.197685788,340
569.22,2797511,340.122443,340.122418,-0.025,-0.075,C16 H22 N O5 S,16,22,1,5,1,23,1.4375,0.3125,35,2,0.075,61527170297,4.54679E-05,360.8341791,1,0.130434783,6,-0.5,0.25736573,340,2.51837571,337,0.077097859,340,0.230547521,340,0.201058567,340
651.24,3181522,340.140141,340.140176,0.034,0.101,C16 H22 N O7,16,22,1,7,0,23,1.4375,0.4375,35,1,0.101,61527170297,5.17092E-05,360.8341791,-1,0.130434783,6,-0.375,0.239627559,340,2.500755588,337,0.059350276,340,0.248311166,340,0.218820673,340
737.9,3051483,340.155427,340.155432,0.005,0.015,C20 H22 N O4,20,22,1,4,0,23,1.15,0.2,43,1,0.015,61527170297,4.95957E-05,360.8341791,6,0.411764706,10,-0.6,0.224388594,340,2.485618039,338,0.044103225,340,0.263572016,340,0.234080201,340
580.54,2943983,340.187822,340.187795,-0.027,-0.08,C16 H26 N3 O5,16,26,3,5,0,27,1.6875,0.3125,37,3,0.08,61527170297,4.78485E-05,360.8341791,0,-0.047619048,5,-0.5,0.192061731,340,2.453506313,338,0.011759209,340,0.295945305,340,0.266450683,340
-1000,5268479,340.212961,340.212947,-0.014,-0.042,C18 H30 N O5,18,30,1,5,0,31,1.722222222,0.277777778,39,1,0.042,61527170297,8.56285E-05,360.8341791,-1,0.034482759,4,-1,0.166937816,340,2.428549599,338,0.013378037,340,0.321105301,340,0.291608499,340
-1000,3649557,340.249376,340.249332,-0.043,-0.128,C19 H34 N O4,19,34,1,4,0,35,1.842105263,0.210526316,41,1,0.128,61527170297,5.93162E-05,360.8341791,-1,0,3,-1.263157895,0.130593444,340,2.392447101,338,0.049741693,340,0.357501869,340,0.328001912,340
366.67,6030838,341.030354,341.030291,-0.064,-0.187,C17 H9 O8,17,9,0,8,0,10,0.588235294,0.470588235,36,0,0.187,61527170297,9.80191E-05,360.8341791,5,0.692307692,13,0.352941176,0.35050647,341,2.617551658,338,0.169757417,341,0.138709146,341,0.109141479,341
639.46,3864056,341.033648,341.033662,0.014,0.041,C14 H13 O8 S,14,13,0,8,1,14,1,0.571428571,30,1,0.041,61527170297,6.28024E-05,360.8341791,0,0.333333333,8,0.285714286,0.347139234,341,2.614206832,338,0.166388395,341,0.142081218,341,0.112513258,341
564.56,3284480,341.045863,341.045547,-0.316,-0.925,C21 H9 O5,21,9,0,5,0,10,0.476190476,0.238095238,44,0,0.925,61527170297,5.33826E-05,360.8341791,12,0.783783784,17,0,0.335267505,341,2.60241411,338,0.154510367,341,0.153969996,341,0.124401006,341
363.47,8852995,341.051449,341.05142,-0.029,-0.084,C14 H13 O10,14,13,0,10,0,14,1,0.714285714,30,0,0.084,61527170297,0.000143888,360.8341791,-2,0.333333333,8,0.428571429,0.329401062,341,2.596586709,338,0.148640812,341,0.159844863,341,0.130275364,341
498.59,2604552,341.059975,341.060152,0.176,0.517,C17 H13 N2 O4 S,17,13,2,4,1,14,0.823529412,0.235294118,38,3,0.517,61527170297,4.23317E-05,360.8341791,8,0.583333333,12,0.117647059,0.320678813,341,2.587922506,338,0.139913934,341,0.168579639,341,0.139009383,341
450.21,4056589,341.066813,341.066676,-0.137,-0.4,C18 H13 O7,18,13,0,7,0,14,0.777777778,0.388888889,38,0,0.4,61527170297,6.59317E-05,360.8341791,5,0.586206897,12,0,0.314162097,341,2.58144916,338,0.133393761,341,0.175105713,341,0.145534892,341
276.86,18093582,341.070064,341.070048,-0.016,-0.048,C15 H17 O7 S,15,17,0,7,1,18,1.2,0.466666667,32,1,0.048,61527170297,0.000294075,360.8341791,0,0.238095238,7,-0.133333333,0.310793863,341,2.578103341,338,0.130023739,341,0.178478785,341,0.148907671,341
592.46,4711956,341.077893,341.07791,0.017,0.05,C17 H13 N2 O6,17,13,2,6,0,14,0.823529412,0.352941176,38,2,0.05,61527170297,7.65833E-05,360.8341791,6,0.583333333,12,0.235294118,0.302940641,341,2.570302384,338,0.122166351,341,0.186343285,341,0.156771489,341
129.19,23066138,341.087739,341.087806,0.067,0.196,C15 H17 O9,15,17,0,9,0,18,1.2,0.6,32,0,0.196,61527170297,0.000374894,360.8341791,-2,0.238095238,7,0,0.293055691,341,2.560483219,338,0.112276156,341,0.196242431,341,0.166669777,341
535.82,2705947,341.090969,341.091177,0.208,0.611,C12 H21 O9 S,12,21,0,9,1,22,1.833333333,0.75,26,1,0.611,61527170297,4.39797E-05,360.8341791,-7,-0.538461538,2,-0.166666667,0.289688455,341,2.557138392,338,0.108907133,341,0.199614502,341,0.170041557,341
586.78,3391008,341.098921,341.099039,0.118,0.345,C14 H17 N2 O8,14,17,2,8,0,18,1.285714286,0.571428571,32,2,0.345,61527170297,5.5114E-05,360.8341791,-1,0.125,7,0.285714286,0.281835234,341,2.549337435,338,0.101049745,341,0.207479002,341,0.177905374,341
635.74,3052067,341.103088,341.103062,-0.026,-0.076,C19 H17 O6,19,17,0,6,0,18,0.947368421,0.315789474,40,0,0.076,61527170297,4.96052E-05,360.8341791,5,0.5,11,-0.315789474,0.277816726,341,2.54534567,338,0.097029105,341,0.211503281,341,0.181929305,341
386.35,13526565,341.106452,341.106433,-0.019,-0.055,C16 H21 O6 S,16,21,0,6,1,22,1.375,0.375,34,1,0.055,61527170297,0.000219847,360.8341791,0,0.166666667,6,-0.5,0.27444949,341,2.542000843,338,0.093660082,341,0.214875353,341,0.185301084,341
429.29,15570480,341.124193,341.124191,-0.002,-0.006,C16 H21 O8,16,21,0,8,0,22,1.375,0.5,34,0,0.006,61527170297,0.000253067,360.8341791,-2,0.166666667,6,-0.375,0.256711319,341,2.524380721,338,0.075912499,341,0.232638998,341,0.20306319,341
546.54,4808242,341.127444,341.127563,0.118,0.346,C13 H25 O8 S,13,25,0,8,1,26,2,0.615384615,28,1,0.346,61527170297,7.81483E-05,360.8341791,-7,-0.5,1,-0.615384615,0.253343084,341,2.521034902,338,0.072542477,341,0.23601207,341,0.20643597,341
587.48,8070711,341.135621,341.135425,-0.197,-0.577,C15 H21 N2 O7,15,21,2,7,0,22,1.466666667,0.466666667,34,2,0.577,61527170297,0.000131173,360.8341791,-1,0.052631579,6,-0.133333333,0.245489863,341,2.513233944,338,0.064685089,341,0.24387657,341,0.214299787,341
4.23,428979776,341.142828,341.142819,-0.009,-0.026,C17 H25 O5 S,17,25,0,5,1,26,1.529411765,0.294117647,36,1,0.026,61527170297,0.006972201,360.8341791,0,0.111111111,5,-0.823529412,0.238104119,341,2.505897353,338,0.057295426,341,0.25127292,341,0.221695497,341
606.08,16393798,341.160596,341.160577,-0.019,-0.055,C17 H25 O7,17,25,0,7,0,26,1.529411765,0.411764706,36,0,0.055,61527170297,0.000266448,360.8341791,-2,0.111111111,5,-0.705882353,0.220365948,341,2.488277231,339,0.039547843,341,0.269036566,341,0.239457603,341
154.48,45332040,341.163748,341.163948,0.2,0.586,C14 H29 O7 S,14,29,0,7,1,30,2.142857143,0.5,30,1,0.586,61527170297,0.000736781,360.8341791,-7,-0.473684211,0,-1,0.216998712,341,2.484932404,339,0.036178821,341,0.272408637,341,0.242829382,341
280.78,15926866,341.179186,341.179204,0.018,0.053,C18 H29 O4 S,18,29,0,4,1,30,1.666666667,0.222222222,38,1,0.053,61527170297,0.000258859,360.8341791,0,0.066666667,4,-1.111111111,0.201759747,341,2.469794855,339,0.02093177,341,0.287669487,341,0.25808891,341
36.17,157857376,341.196986,341.196962,-0.024,-0.071,C18 H29 O6,18,29,0,6,0,30,1.666666667,0.333333333,38,0,0.071,61527170297,0.002565653,360.8341791,-2,0.066666667,4,-1,0.184021576,341,2.452174733,339,0.003184187,341,0.305433133,341,0.275851015,341
84.39,21657202,341.233361,341.233348,-0.013,-0.038,C19 H33 O5,19,33,0,5,0,34,1.789473684,0.263157895,40,0,0.038,61527170297,0.000351994,360.8341791,-2,0.03030303,3,-1.263157895,0.147676205,341,2.416071243,339,0.033180469,341,0.341830701,341,0.312245428,341
-1000,7112330,341.269787,341.269733,-0.054,-0.159,C20 H37 O4,20,37,0,4,0,38,1.9,0.2,42,0,0.159,61527170297,0.000115597,360.8341791,-2,0,2,-1.5,0.111331833,341,2.379968745,339,0.069544126,341,0.378227268,341,0.348638841,341
604.56,2712147,342.014808,342.014992,0.185,0.54,C10 H8 N5 O7 S,10,8,5,7,1,9,0.9,0.7,27,6,0.54,61527170297,4.40805E-05,360.8341791,2,-1,9,2.2,0.366904995,342,2.640496118,339,0.185634043,342,0.123723196,342,0.094070154,342
566.83,2976880,342.062006,342.061925,-0.08,-0.235,C17 H12 N O7,17,12,1,7,0,13,0.764705882,0.411764706,37,1,0.235,61527170297,4.83832E-05,360.8341791,5,0.6,12,0.235294118,0.320024401,342,2.593927517,339,0.138728574,342,0.170671116,342,0.141014006,342
482.7,3272818,342.065266,342.065297,0.031,0.091,C14 H16 N O7 S,14,16,1,7,1,17,1.214285714,0.5,31,2,0.091,61527170297,5.31931E-05,360.8341791,0,0.176470588,7,0.142857143,0.316656166,342,2.590581698,339,0.135358552,342,0.174044188,342,0.144386785,342
609.88,3647613,342.08306,342.083055,-0.005,-0.015,C14 H16 N O9,14,16,1,9,0,17,1.214285714,0.642857143,31,1,0.015,61527170297,5.92846E-05,360.8341791,-2,0.176470588,7,0.285714286,0.298917995,342,2.572961576,339,0.117610969,342,0.191807834,342,0.162148891,342
538.32,5357703,342.098397,342.098311,-0.086,-0.252,C18 H16 N O6,18,16,1,6,0,17,0.944444444,0.333333333,39,1,0.252,61527170297,8.70787E-05,360.8341791,5,0.5,11,-0.111111111,0.28367903,342,2.557824027,339,0.102363918,342,0.207068684,342,0.177408419,342
487.98,4714633,342.101658,342.101682,0.024,0.07,C15 H20 N O6 S,15,20,1,6,1,21,1.4,0.4,33,2,0.07,61527170297,7.66268E-05,360.8341791,0,0.1,6,-0.266666667,0.280311794,342,2.5544792,339,0.098994895,342,0.210440756,342,0.180780198,342
564.1,3860628,342.119495,342.11944,-0.055,-0.162,C15 H20 N O8,15,20,1,8,0,21,1.4,0.533333333,33,1,0.162,61527170297,6.27467E-05,360.8341791,-2,0.1,6,-0.133333333,0.262573623,342,2.536859078,339,0.081247312,342,0.228204401,342,0.198542304,342
606.67,4993179,342.130738,342.130674,-0.064,-0.188,C14 H20 N3 O7,14,20,3,7,0,21,1.5,0.5,33,3,0.188,61527170297,8.1154E-05,360.8341791,-1,-0.066666667,6,0.142857143,0.251352167,342,2.525712301,339,0.070019902,342,0.239441973,342,0.209778901,342
481.4,17119408,342.167082,342.167059,-0.023,-0.068,C15 H24 N3 O6,15,24,3,6,0,25,1.666666667,0.4,35,3,0.068,61527170297,0.000278241,360.8341791,-1,-0.111111111,5,-0.266666667,0.215007795,342,2.489609803,340,0.033656246,342,0.27583854,342,0.246172314,342
15.67,22034646,342.228601,342.228597,-0.004,-0.012,C18 H32 N O5,18,32,1,5,0,33,1.833333333,0.277777778,39,1,0.012,61527170297,0.000358129,360.8341791,-2,-0.034482759,3,-1.111111111,0.153538509,342,2.428549599,340,0.027845656,342,0.337396104,342,0.307724542,342
-1000,4083949,342.264875,342.264982,0.107,0.312,C19 H36 N O4,19,36,1,4,0,37,1.947368421,0.210526316,41,1,0.312,61527170297,6.63764E-05,360.8341791,-2,-0.0625,2,-1.368421053,0.117194137,342,2.392447101,340,0.064209313,342,0.373792671,342,0.344117955,342
212.37,11066038,343.009598,343.009555,-0.042,-0.124,C16 H7 O9,16,7,0,9,0,8,0.5,0.5625,34,0,0.124,61527170297,0.000179856,360.8341791,4,0.739130435,13,0.625,0.373452533,343,2.653655148,340,0.191654454,343,0.118602381,343,0.08886311,343
531.5,3287736,343.01289,343.012927,0.037,0.107,C13 H11 O9 S,13,11,0,9,1,12,0.923076923,0.692307692,28,1,0.107,61527170297,5.34355E-05,360.8341791,-1,0.333333333,8,0.615384615,0.370084299,343,2.650309329,340,0.188284432,343,0.121975453,343,0.092235889,343
497.89,5255885,343.04592,343.045941,0.021,0.06,C17 H11 O8,17,11,0,8,0,12,0.705882353,0.470588235,36,0,0.06,61527170297,8.54238E-05,360.8341791,4,0.615384615,12,0.235294118,0.337107162,343,2.617551658,340,0.155289798,343,0.154999948,343,0.125257523,343
465.03,6468303,343.049321,343.049312,-0.009,-0.027,C14 H15 O8 S,14,15,0,8,1,16,1.142857143,0.571428571,30,1,0.027,61527170297,0.000105129,360.8341791,-1,0.222222222,7,0.142857143,0.333739926,343,2.614206832,340,0.151920775,343,0.15837202,343,0.128629302,343
510.29,11438809,343.067072,343.06707,-0.002,-0.006,C14 H15 O10,14,15,0,10,0,16,1.142857143,0.714285714,30,0,0.006,61527170297,0.000185915,360.8341791,-3,0.222222222,7,0.285714286,0.316001755,343,2.596586709,340,0.134173192,343,0.176135666,343,0.146391408,343
453.43,2746074,343.068081,343.068408,0.326,0.952,C15 H11 N4 O6,15,11,4,6,0,12,0.8,0.4,36,4,0.952,61527170297,4.46319E-05,360.8341791,6,0.625,12,0.8,0.314665249,343,2.595259098,340,0.132835977,343,0.177474091,343,0.147729717,343
432.15,6855395,343.082351,343.082326,-0.024,-0.071,C18 H15 O7,18,15,0,7,0,16,0.888888889,0.388888889,38,0,0.071,61527170297,0.000111421,360.8341791,4,0.517241379,11,-0.111111111,0.30076279,343,2.58144916,340,0.118926141,343,0.191396516,343,0.161650935,343
153.14,34634468,343.085691,343.085698,0.007,0.021,C15 H19 O7 S,15,19,0,7,1,20,1.333333333,0.466666667,32,1,0.021,61527170297,0.000562913,360.8341791,-1,0.142857143,6,-0.266666667,0.297394555,343,2.578103341,340,0.115556119,343,0.194769588,343,0.165023715,343
455.24,4156133,343.086842,343.087035,0.193,0.563,C16 H15 N4 O3 S,16,15,4,3,1,16,1,0.1875,38,5,0.563,61527170297,6.75496E-05,360.8341791,8,0.473684211,11,0.25,0.296059048,343,2.576776722,340,0.114219904,343,0.196107013,343,0.166361024,343
741.54,4901610,343.093615,343.09356,-0.055,-0.16,C17 H15 N2 O6,17,15,2,6,0,16,0.941176471,0.352941176,38,2,0.16,61527170297,7.96658E-05,360.8341791,5,0.5,11,0.117647059,0.289541334,343,2.570302384,340,0.107698731,343,0.202634087,343,0.172887533,343
289.1,12933872,343.103417,343.103456,0.039,0.114,C15 H19 O9,15,19,0,9,0,20,1.333333333,0.6,32,0,0.114,61527170297,0.000210214,360.8341791,-3,0.142857143,6,-0.133333333,0.279656384,343,2.560483219,340,0.097808536,343,0.212533233,343,0.182785821,343
541.77,3298039,343.114677,343.114689,0.013,0.037,C14 H19 N2 O8,14,19,2,8,0,20,1.428571429,0.571428571,32,2,0.037,61527170297,5.3603E-05,360.8341791,-2,0,6,0.142857143,0.268435927,343,2.549337435,340,0.086582126,343,0.223769804,343,0.194021418,343
596.49,7699193,343.118701,343.118712,0.011,0.033,C19 H19 O6,19,19,0,6,0,20,1.052631579,0.315789474,40,0,0.033,61527170297,0.000125135,360.8341791,4,0.4375,10,-0.421052632,0.264417419,343,2.54534567,340,0.082561485,343,0.227794083,343,0.198045348,343
271.16,13622011,343.12208,343.122083,0.004,0.01,C16 H23 O6 S,16,23,0,6,1,24,1.5,0.375,34,1,0.01,61527170297,0.000221398,360.8341791,-1,0.083333333,5,-0.625,0.261050183,343,2.542000843,340,0.079192463,343,0.231166155,343,0.201417128,343
375.26,11733766,343.1399,343.139841,-0.059,-0.171,C16 H23 O8,16,23,0,8,0,24,1.5,0.5,34,0,0.171,61527170297,0.000190709,360.8341791,-3,0.083333333,5,-0.5,0.243312012,343,2.524380721,340,0.06144488,343,0.248929801,343,0.219179233,343
261.42,21437192,343.143017,343.143213,0.196,0.57,C13 H27 O8 S,13,27,0,8,1,28,2.153846154,0.615384615,28,1,0.57,61527170297,0.000348418,360.8341791,-8,-0.625,0,-0.769230769,0.239943777,343,2.521034902,340,0.058074858,343,0.252302873,343,0.222552013,343
515.58,6984464,343.155121,343.155097,-0.024,-0.069,C20 H23 O5,20,23,0,5,0,24,1.2,0.25,42,0,0.069,61527170297,0.000113518,360.8341791,4,0.371428571,9,-0.7,0.228073047,343,2.509243172,340,0.046197829,343,0.264190651,343,0.234438761,343
585.54,4864786,343.15852,343.158469,-0.051,-0.148,C17 H27 O5 S,17,27,0,5,1,28,1.647058824,0.294117647,36,1,0.148,61527170297,7.90673E-05,360.8341791,-1,0.037037037,4,-0.941176471,0.224704812,343,2.505897353,340,0.042827807,343,0.267563723,343,0.23781154,343
289.72,14121747,343.160767,343.160971,0.204,0.594,C13 H27 O10,13,27,0,10,0,28,2.153846154,0.769230769,28,0,0.594,61527170297,0.000229521,360.8341791,-10,-0.625,0,-0.615384615,0.222205606,343,2.503414779,340,0.040327275,343,0.270066518,343,0.240314119,343
511.02,10664732,343.176251,343.176227,-0.024,-0.069,C17 H27 O7,17,27,0,7,0,28,1.647058824,0.411764706,36,0,0.069,61527170297,0.000173334,360.8341791,-3,0.037037037,4,-0.823529412,0.206966641,343,2.488277231,341,0.025080224,343,0.285327368,343,0.255573646,343
620.74,3587878,343.19147,343.191483,0.013,0.038,C21 H27 O4,21,27,0,4,0,28,1.333333333,0.19047619,44,0,0.038,61527170297,5.83137E-05,360.8341791,4,0.315789474,8,-0.952380952,0.191727676,343,2.473139682,341,0.009833173,343,0.300588218,343,0.270833174,343
391.66,12897064,343.194891,343.194854,-0.037,-0.108,C18 H31 O4 S,18,31,0,4,1,32,1.777777778,0.222222222,38,1,0.108,61527170297,0.000209616,360.8341791,-1,0,3,-1.222222222,0.18836044,343,2.469794855,341,0.00646415,343,0.30396029,343,0.274204953,343
9.24,603437888,343.212613,343.212612,0,-0.001,C18 H31 O6,18,31,0,6,0,32,1.777777778,0.333333333,38,0,0.001,61527170297,0.009807665,360.8341791,-3,0,3,-1.111111111,0.170622269,343,2.452174733,341,0.011283433,343,0.321723935,343,0.291967059,343
11.64,24238920,343.249021,343.248998,-0.024,-0.069,C19 H35 O5,19,35,0,5,0,36,1.894736842,0.263157895,40,0,0.069,61527170297,0.000393955,360.8341791,-3,-0.03030303,2,-1.368421053,0.134276898,343,2.416071243,341,0.047648089,343,0.358121503,343,0.328361472,343
536.44,3035407,343.99068,343.990886,0.206,0.598,C12 H2 N5 O8,12,2,5,8,0,3,0.25,0.666666667,31,5,0.598,61527170297,4.93344E-05,360.8341791,6,1.666666667,14,2.333333333,0.393217296,344,2.679943443,341,0.210899103,344,0.100245359,344,0.070421006,344
