""
C14H14O2,214.09938,5227515.0,C8H6O3,150.031695,5227515.0,64.06768499999998
C13H14O4,234.08921,31112754.0,C7H6O5,170.021525,31112754.0,64.06768500000001
C13H16O4,236.10486,34177592.0,C7H8O5,172.037175,34177592.0,64.06768500000001
C14H12O4,244.07356,24059166.0,C8H4O5,180.005875,24059166.0,64.06768499999998
C14H16O4,248.10486,30443584.0,C8H8O5,184.037175,30443584.0,64.06768500000001
C13H16O5,252.099775,57361164.0,C7H8O6,188.03209,57361164.0,64.06768499999998
C16H14O3,254.094295,6849912.0,C10H6O4,190.02661,6849912.0,64.06768499999998
C15H12O4,256.07356,18237726.0,C9H4O5,192.005875,18237726.0,64.06768499999998
C14H14O5,262.084125,45968788.0,C8H6O6,198.01644,45968788.0,64.06768499999998
C14H16O5,264.099775,57847848.0,C8H8O6,200.03209,57847848.0,64.06768500000001
C16H12O4,268.07356,12891329.0,C10H4O5,204.005875,12891329.0,64.06768499999998
C17H16O3,268.109945,4646994.0,C11H8O4,204.04226,4646994.0,64.06768499999998
C16H14O4,270.08921,14466622.0,C10H6O5,206.021525,14466622.0,64.06768499999998
C15H12O5,272.068475,31925930.0,C9H4O6,208.00079,31925930.0,64.06768499999998
C15H14O5,274.084125,36192860.0,C9H6O6,210.01644,36192860.0,64.06768499999998
C16H18O4,274.12051,20260060.0,C10H10O5,210.052825,20260060.0,64.06768500000001
C15H16O5,276.099775,43947532.0,C9H8O6,212.03209,43947532.0,64.06768500000001
C14H16O6,280.09469,93061864.0,C8H8O7,216.027005,93061864.0,64.06768500000001
C17H14O4,282.08921,10484186.0,C11H6O5,218.021525,10484186.0,64.06768499999998
C16H12O5,284.068475,24175304.0,C10H4O6,220.00079,24175304.0,64.06768499999998
C16H14O5,286.084125,27476580.0,C10H6O6,222.01644,27476580.0,64.06768499999998
C15H12O6,288.06339,48795188.0,C9H4O7,223.995705,48795188.0,64.06768500000004
C16H16O5,288.099775,31594962.0,C10H8O6,224.03209,31594962.0,64.06768500000001
C15H14O6,290.07904,61507931.99999999,C9H6O7,226.011355,61507931.99999999,64.06768500000001
C16H18O5,290.115425,39160836.0,C10H10O6,226.04774,39160836.0,64.06768500000001
C17H22O4,290.15181,13955688.0,C11H14O5,226.084125,13955688.0,64.06768500000001
C15H16O6,292.09469,78148840.0,C9H8O7,228.027005,78148840.0,64.06768500000001
C18H14O4,294.08921,7718045.0,C12H6O5,230.021525,7718045.0,64.06768499999998
C17H12O5,296.068475,17268744.0,C11H4O6,232.00079,17268744.0,64.06768499999998
C18H16O4,296.10486,8097160.0,C12H8O5,232.037175,8097160.0,64.06768499999998
C17H14O5,298.084125,19882022.0,C11H6O6,234.01644,19882022.0,64.06768499999998
C16H12O6,300.06339,38110288.0,C10H4O7,235.995705,38110288.0,64.06768500000004
C16H14O6,302.07904,46220780.0,C10H6O7,238.011355,46220780.0,64.06768500000001
C17H18O5,302.115425,28570018.0,C11H10O6,238.04774,28570018.0,64.06768500000001
C16H16O6,304.09469,60013392.0,C10H8O7,240.027005,60013392.0,64.06768500000001
C17H20O5,304.131075,34307204.0,C11H12O6,240.06339,34307204.0,64.06768500000001
C19H14O4,306.08921,5085499.999999999,C13H6O5,242.021525,5085499.999999999,64.06768499999998
C16H18O6,306.11034,81726000.0,C10H10O7,242.042655,81726000.0,64.06768500000001
C17H22O5,306.146725,34212540.0,C11H14O6,242.07904,34212540.0,64.06768500000001
C18H14O5,310.084125,12997130.0,C12H6O6,246.01644,12997130.0,64.06768499999998
C19H18O4,310.12051,4677131.0,C13H10O5,246.052825,4677131.0,64.06768500000001
C17H12O6,312.06339,26720934.0,C11H4O7,247.995705,26720934.0,64.06768500000004
C17H14O6,314.07904,31501266.0,C11H6O7,250.011355,31501266.0,64.06768500000001
C16H12O7,316.058305,53170444.0,C10H4O8,251.99062,53170444.0,64.06768500000001
C17H16O6,316.09469,40693248.0,C11H8O7,252.027005,40693248.0,64.06768500000001
C18H20O5,316.131075,23632686.0,C12H12O6,252.06339,23632686.0,64.06768500000001
C16H14O7,318.073955,69667240.0,C10H6O8,254.00627,69667240.0,64.06768500000001
C17H18O6,318.11034,54276116.0,C11H10O7,254.042655,54276116.0,64.06768500000001
C18H22O5,318.146725,27888580.0,C12H14O6,254.07904,27888580.0,64.06768500000001
C16H16O7,320.089605,93689976.0,C10H8O8,256.02192,93689976.0,64.06768499999998
C17H20O6,320.12599,73223808.0,C11H12O7,256.058305,73223808.0,64.06768499999998
C18H24O5,320.162375,23743858.0,C12H16O6,256.09469,23743858.0,64.06768499999998
C19H14O5,322.084125,8763349.0,C13H6O6,258.01644,8763349.0,64.06768499999998
C16H18O7,322.105255,145272144.0,C10H10O8,258.03757,145272144.0,64.06768499999998
C17H22O6,322.14164,79932888.0,C11H14O7,258.073955,79932888.0,64.06768499999998
C18H26O5,322.178025,12260877.0,C12H18O6,258.11034,12260877.0,64.06768499999998
C19H16O5,324.099775,9669863.999999998,C13H8O6,260.03209,9669863.999999998,64.06768500000004
C18H14O6,326.07904,21232296.0,C12H6O7,262.011355,21232296.0,64.06768500000004
C18H16O6,328.09469,26669940.0,C12H8O7,264.027005,26669940.0,64.06768500000004
C17H14O7,330.073955,53344792.0,C11H6O8,266.00627,53344792.0,64.06768500000004
C18H18O6,330.11034,36849636.0,C12H10O7,266.042655,36849636.0,64.06768499999998
C19H22O5,330.146725,18908544.0,C13H14O6,266.07904,18908544.0,64.06768499999998
C17H16O7,332.089605,72163376.00000001,C11H8O8,268.02192,72163376.00000001,64.06768499999998
C18H20O6,332.12599,51853456.0,C12H12O7,268.058305,51853456.0,64.06768499999998
C19H24O5,332.162375,19585310.0,C13H16O6,268.09469,19585310.0,64.06768499999998
C20H14O5,334.084125,6096083.0,C14H6O6,270.01644,6096083.0,64.06768499999998
C17H18O7,334.105255,99315616.0,C11H10O8,270.03757,99315616.0,64.06768499999998
C18H22O6,334.14164,64311563.99999999,C12H14O7,270.073955,64311563.99999999,64.06768499999998
C19H26O5,334.178025,13733412.0,C13H18O6,270.11034,13733412.0,64.06768499999998
C20H16O5,336.099775,6947961.0,C14H8O6,272.03209,6947961.0,64.06768500000004
C17H20O7,336.120905,154350112.0,C11H12O8,272.05322,154350112.0,64.06768499999998
C18H24O6,336.15729,60449672.0,C12H16O7,272.089605,60449672.0,64.06768499999998
C19H14O6,338.07904,14737068.0,C13H6O7,274.011355,14737068.0,64.06768500000004
C20H18O5,338.115425,7051465.0,C14H10O6,274.04774,7051465.0,64.06768500000004
C18H26O6,338.17294,31788516.0,C12H18O7,274.105255,31788516.0,64.06768499999998
C19H16O6,340.09469,16892612.0,C13H8O7,276.027005,16892612.0,64.06768500000004
C18H14O7,342.073955,35855584.00000001,C12H6O8,278.00627,35855584.00000001,64.06768500000004
C19H18O6,342.11034,22751040.0,C13H10O7,278.042655,22751040.0,64.06768499999998
