mSigma,ObservedIntens,ObservedM_z,calc_M_z,errMDa,errPpm,sumFormula,C,H,N,O,S,H1,HCraito,OCraito,CN2,NSP,abserrPpm,sumintens,relativeintens,avemass,dbe_o,aimod,dbe,nosc,kmdch2,nkmch2,kmdh2,nkmh2,kmdh2o,nkmh2o,kmdo,nkmo,kmdcoo,nkmcoo
572.55,5184918,361.069542,361.06926,-0.282,-0.781,C22H27NO14,25,13,0,1,1,14,0.56,0.04,52,1,0.781,74423097888,8.48E-05,417.4783194,18,0.744680851,19,-0.4,0.333913161,361,2.734170119,358,0.142543279,361,0.184048806,361,0.15274374,361
95.4,5535120,361.077635,361.077635,0,-0.001,C25H23NO12,14,17,0,11,0,18,1.285714286,0.785714286,30,0,0.001,74423097888,0.00038053,417.4783194,-5,0.058823529,6,0.285714286,0.325547513,361,2.725860144,358,0.134173192,361,0.192426468,361,0.161120676,361
10.35,9117061,361.092908,361.092891,-0.016,-0.045,C24H19NO13,18,17,0,8,0,18,1,0.444444444,38,0,0.045,74423097888,0.002142805,417.4783194,2,0.428571429,10,-0.111111111,0.310308548,361,2.710722596,358,0.118926141,361,0.207687318,361,0.176380204,361
17.88,3859617,361.114009,361.11402,0.011,0.031,C26H40O11,15,21,0,10,0,22,1.466666667,0.666666667,32,0,0.031,74423097888,0.000555107,417.4783194,-5,0,5,-0.133333333,0.289203141,361,2.689757646,358,0.097809536,361,0.228823035,361,0.197514089,361
243.51,11914391,361.129243,361.129277,0.034,0.093,C25H36O12,19,21,0,7,0,22,1.157894737,0.368421053,40,0,0.093,74423097888,0.000329787,417.4783194,2,0.35483871,9,-0.421052632,0.273963177,361,2.674619105,358,0.082561485,361,0.244084886,361,0.212774617,361
-1000,12455013,361.150503,361.150406,-0.097,-0.268,C20H16O17,16,25,0,9,0,26,1.625,0.5625,34,0,0.268,74423097888,6.84E-05,417.4783194,-5,-0.043478261,4,-0.5,0.25285777,361,2.653654156,358,0.06144488,361,0.265220603,361,0.233908502,361
-1000,4529010,362.023822,362.024101,0.279,0.77,C23H29NO13,18,8,3,4,1,9,0.5,0.222222222,41,4,0.77,74423097888,3.67E-05,417.4783194,12,0.833333333,16,0.555555556,0.380138345,362,2.786742738,359,0.188262389,362,0.139193362,362,0.107805511,362
407.89,4307810,362.08804,362.08814,0.1,0.277,C25H21NO12,17,16,1,8,0,17,1,0.470588235,37,1,0.277,74423097888,3.46E-05,417.4783194,2,0.416666667,10,0.117647059,0.316170852,362,2.723200953,359,0.124260955,362,0.203252721,362,0.171859318,362
-1000,9235294,363.035727,363.03577,0.044,0.12,C21H21NO15,16,11,0,10,0,12,0.75,0.625,34,0,0.12,74423097888,0.000140856,417.4783194,1,0.545454545,11,0.5,0.369598984,363,2.782928584,360,0.177186835,363,0.151183986,363,0.119708422,363
487.98,4473160,363.039099,363.039141,0.042,0.117,C24H31NO12,13,15,0,10,1,16,1.230769231,0.769230769,28,1,0.117,74423097888,0.000119282,417.4783194,-4,0,6,0.461538462,0.366231748,363,2.779583757,360,0.173817812,363,0.154556057,363,0.123080201,363
8.62,6697278,363.072156,363.072156,0,0,C23H27NO13,17,15,0,9,0,16,0.941176471,0.529411765,36,0,0,74423097888,0.002328619,417.4783194,1,0.44,10,0.117647059,0.333253613,363,2.746825094,360,0.140822179,363,0.187581553,363,0.156102835,363
573.29,10688809,363.085261,363.08491,-0.351,-0.966,C21H19NO15,25,15,0,1,1,16,0.64,0.04,52,1,0.966,74423097888,7.64E-05,417.4783194,17,0.70212766,18,-0.48,0.320513854,363,2.734170119,360,0.12807566,363,0.200339608,363,0.168859783,363
162.64,3653700,363.093306,363.093285,-0.021,-0.057,C27H40O10,14,19,0,11,0,20,1.428571429,0.785714286,30,0,0.057,74423097888,0.000182024,417.4783194,-6,-0.058823529,5,0.142857143,0.312148206,363,2.725860144,360,0.119705573,363,0.20871727,363,0.17723672,363
16.9,6854686,363.108558,363.108541,-0.017,-0.048,C22H24N2O13,18,19,0,8,0,20,1.111111111,0.444444444,38,0,0.048,74423097888,0.002473916,417.4783194,1,0.357142857,9,-0.222222222,0.296909241,363,2.710722596,360,0.104458522,363,0.223978121,363,0.192496247,363
-1000,5724179,363.129652,363.129671,0.019,0.052,C21H20N2O14,15,23,0,10,0,24,1.6,0.666666667,32,0,0.052,74423097888,0.000164578,417.4783194,-6,-0.1,4,-0.266666667,0.275802835,363,2.689756654,360,0.083340917,363,0.245114838,363,0.213631133,363
-1000,3949325,363.144901,363.144927,0.026,0.072,C24H29NO12,19,23,0,7,0,24,1.263157895,0.368421053,40,0,0.072,74423097888,0.00011499,417.4783194,1,0.290322581,8,-0.526315789,0.26056387,363,2.674619105,360,0.068093866,363,0.260375688,363,0.22889066,363
467.5,10667778,364.079939,364.080159,0.22,0.604,C23H25NO13,24,14,1,1,1,15,0.625,0.041666667,51,2,0.604,74423097888,4.56E-05,417.4783194,17,0.720930233,18,-0.333333333,0.326376158,364,2.746648476,361,0.133410473,364,0.195905011,364,0.164338898,364
25.48,13756152,365.051429,365.05142,-0.009,-0.025,C22H21NO14,16,13,0,10,0,14,0.875,0.625,34,0,0.025,74423097888,0.000636363,417.4783194,0,0.454545455,10,0.375,0.356199677,365,2.782928584,362,0.162719215,365,0.167474788,365,0.135824465,365
421.15,9058030,365.054931,365.054791,-0.139,-0.382,C21H17NO15,13,17,0,10,1,18,1.384615385,0.769230769,28,1,0.382,74423097888,7.04E-05,417.4783194,-5,-0.142857143,5,0.307692308,0.352832441,365,2.779583757,362,0.159350193,365,0.17084686,365,0.139196245,365
12.98,3250703,365.0878,365.087806,0.006,0.016,C28H42O9,17,17,0,9,0,18,1.058823529,0.529411765,36,0,0.016,74423097888,0.004523934,417.4783194,0,0.36,9,0,0.319854306,365,2.746825094,362,0.126354559,365,0.203872356,365,0.172218878,365
575.62,8578565,365.100862,365.10056,-0.302,-0.827,C27H38O10,25,17,0,1,1,18,0.72,0.04,52,1,0.827,74423097888,5.39E-05,417.4783194,16,0.659574468,17,-0.56,0.307114547,365,2.734170119,362,0.113608041,365,0.21663041,365,0.184975827,365
-1000,4156905,365.108953,365.108935,-0.018,-0.049,C23H26N2O12,14,21,0,11,0,22,1.571428571,0.785714286,30,0,0.049,74423097888,0.000110598,417.4783194,-7,-0.176470588,4,0,0.298748899,365,2.725860144,362,0.105237953,365,0.225008073,365,0.193352763,365
12.46,8091102,365.1242,365.124191,-0.009,-0.025,C22H22N2O13,18,21,0,8,0,22,1.222222222,0.444444444,38,0,0.025,74423097888,0.001751847,417.4783194,0,0.285714286,8,-0.333333333,0.283509934,365,2.710722596,362,0.089990903,365,0.240268923,365,0.208612291,365
-1000,5795018,365.16396,365.163948,-0.012,-0.033,C24H27NO12,16,29,0,7,1,30,1.875,0.4375,34,1,0.033,74423097888,3.81E-05,417.4783194,-5,-0.217391304,2,-0.875,0.243797327,365,2.671274279,362,0.050257224,365,0.280038562,365,0.248378483,365
608.01,10761407,367.030657,367.030685,0.028,0.076,C23H23NO13,15,11,0,11,0,12,0.8,0.733333333,32,0,0.076,74423097888,4.69E-05,417.4783194,-1,0.473684211,10,0.666666667,0.379144742,367,2.819031082,364,0.184615252,367,0.147369023,367,0.115547096,367
452.86,4230089,367.034024,367.034056,0.032,0.088,C28H40O9,12,15,0,11,1,16,1.333333333,0.916666667,26,1,0.088,74423097888,4.54E-05,417.4783194,-6,-0.272727273,5,0.666666667,0.375777506,367,2.815686255,364,0.18124623,367,0.150741095,367,0.118918876,367
554.53,8364990,367.062811,367.063048,0.237,0.645,C27H36O10,11,15,2,12,0,16,1.454545455,1.090909091,26,2,0.645,74423097888,3.81E-05,417.4783194,-7,-1,5,1.272727273,0.346817879,367,2.786919356,364,0.152271236,367,0.179742312,367,0.147917579,367
7.9,4404143,367.06707,367.06707,0.001,0.001,C22H32O14,16,15,0,10,0,16,1,0.625,34,0,0.001,74423097888,0.001728962,417.4783194,-1,0.363636364,9,0.25,0.34280037,367,2.782928584,364,0.148251596,367,0.183765591,367,0.151940509,367
12.58,7439268,367.103461,367.103456,-0.005,-0.015,C21H28O15,17,19,0,9,0,20,1.176470588,0.529411765,36,0,0.015,74423097888,0.005899422,417.4783194,-1,0.28,8,-0.117647059,0.306454999,367,2.746825094,364,0.11188694,367,0.220163158,367,0.188334922,367
12.48,5790626,367.139837,367.139841,0.004,0.011,C23H24N2O12,18,23,0,8,0,24,1.333333333,0.444444444,38,0,0.011,74423097888,0.000567469,417.4783194,-1,0.214285714,7,-0.444444444,0.270110626,367,2.710722596,364,0.075523283,367,0.256559725,367,0.224728334,367
415.37,8364954,369.012513,369.012808,0.295,0.799,C20H24O16,24,5,2,1,1,6,0.25,0.041666667,52,3,0.799,74423097888,3.40E-05,417.4783194,22,0.951219512,23,0.166666667,0.399234998,369,2.85229777,366,0.203654966,369,0.130122167,369,0.098128388,369
422.89,7517079,369.028586,369.028577,-0.009,-0.025,C22H20N2O13,15,13,0,9,1,14,0.933333333,0.6,32,1,0.025,74423097888,4.79E-05,417.4783194,0,0.368421053,9,0.4,0.383483606,369,2.836651204,366,0.187895216,369,0.14589618,369,0.113901034,369
413.54,5563006,369.046328,369.046335,0.007,0.019,C24H25NO12,15,13,0,11,0,14,0.933333333,0.733333333,32,0,0.019,74423097888,0.000138854,417.4783194,-2,0.368421053,9,0.533333333,0.365745435,369,2.819031082,366,0.170147633,369,0.163659826,369,0.13166314,369
629.37,11133555,369.061532,369.061591,0.059,0.16,C23H21NO13,19,13,0,8,0,14,0.736842105,0.421052632,40,0,0.16,74423097888,9.74E-05,417.4783194,5,0.6,13,0.105263158,0.35050647,369,2.803893533,366,0.154900582,369,0.178920676,369,0.146922667,369
13.3,12554857,369.082737,369.08272,-0.017,-0.046,C22H17NO14,16,17,0,10,0,18,1.125,0.625,34,0,0.046,74423097888,0.003331642,417.4783194,-2,0.272727273,8,0.125,0.329401062,369,2.782928584,366,0.133783976,369,0.200056393,369,0.168056552,369
695.54,3426681,369.09796,369.097976,0.017,0.045,C28H38O9,20,17,0,7,0,18,0.9,0.35,42,0,0.045,74423097888,0.000135167,417.4783194,5,0.515151515,12,-0.2,0.314162097,369,2.767791035,366,0.118536925,369,0.215317243,369,0.18331608,369
2.31,8970606,369.119093,369.119106,0.012,0.034,C27H34O10,17,21,0,9,0,22,1.294117647,0.529411765,36,0,0.034,74423097888,0.003034884,417.4783194,-2,0.2,7,-0.235294118,0.293055691,369,2.746825094,366,0.09741932,369,0.236453961,369,0.204450965,369
-1000,5091690,369.155559,369.155491,-0.068,-0.183,C23H34O13,18,25,0,8,0,26,1.444444444,0.444444444,38,0,0.183,74423097888,0.000111776,417.4783194,-2,0.142857143,6,-0.555555556,0.256711319,369,2.710722596,366,0.061055664,369,0.272850528,369,0.240844378,369
-1000,16314724,371.007806,371.007841,0.035,0.095,C26H30O11,14,11,0,10,1,12,0.857142857,0.714285714,30,1,0.095,74423097888,6.49E-05,417.4783194,-1,0.375,9,0.714285714,0.40642967,371,2.872754695,368,0.209792252,371,0.125789415,371,0.093622664,371
-1000,5536082,371.040887,371.040856,-0.032,-0.086,C23H22N2O12,18,11,0,9,0,12,0.666666667,0.5,38,0,0.086,74423097888,9.52E-05,417.4783194,4,0.62962963,13,0.333333333,0.373451535,371,2.839996031,368,0.176796619,371,0.158814911,371,0.126645298,371
468.48,21090634,371.044201,371.044227,0.026,0.069,C20H22O16,15,15,0,9,1,16,1.066666667,0.6,32,1,0.069,74423097888,0.000111622,417.4783194,-1,0.263157895,8,0.266666667,0.370084299,371,2.836651204,368,0.173427597,371,0.162186983,371,0.130017077,371
166.98,3561525,371.061988,371.061985,-0.003,-0.008,C25H27NO11,15,15,0,11,0,16,1.066666667,0.733333333,32,0,0.008,74423097888,0.00040095,417.4783194,-3,0.263157895,8,0.4,0.352346127,371,2.819031082,368,0.155680013,371,0.179950628,371,0.147779183,371
542.59,6690858,371.077269,371.077241,-0.028,-0.076,C24H23NO12,19,15,0,8,0,16,0.842105263,0.421052632,40,0,0.076,74423097888,0.000392914,417.4783194,4,0.533333333,12,0,0.337107162,371,2.803893533,368,0.140432963,371,0.195211478,371,0.163038711,371
7.78,11259935,371.098374,371.09837,-0.003,-0.009,C23H19NO13,16,19,0,10,0,20,1.25,0.625,34,0,0.009,74423097888,0.003328131,417.4783194,-3,0.181818182,7,0,0.316001755,371,2.782928584,368,0.119316357,371,0.216347195,371,0.184172596,371
663.07,7208980,371.113622,371.113627,0.004,0.011,C22H15NO14,20,19,0,7,0,20,1,0.35,42,0,0.011,74423097888,0.000216027,417.4783194,4,0.454545455,11,-0.3,0.300761791,371,2.767790043,368,0.104068307,371,0.231609046,371,0.199433124,371
13.96,3388193,371.134767,371.134756,-0.011,-0.029,C28H36O9,17,23,0,9,0,24,1.411764706,0.529411765,36,0,0.029,74423097888,0.000935576,417.4783194,-3,0.12,6,-0.352941176,0.279656384,371,2.746825094,368,0.082951701,371,0.252744763,371,0.220567009,371
382.42,7667484,373.023489,373.023491,0.002,0.005,C24H36O12,14,13,0,10,1,14,1,0.714285714,30,1,0.005,74423097888,0.000102194,417.4783194,-2,0.25,8,0.571428571,0.393030362,373,2.872754695,370,0.195324633,373,0.142080217,373,0.109738708,373
37,35483388,373.056479,373.056506,0.027,0.071,C21H24O15,18,13,0,9,0,14,0.777777778,0.5,38,0,0.071,74423097888,0.000412409,417.4783194,3,0.555555556,12,0.222222222,0.360052227,373,2.839996031,370,0.162329,373,0.175105713,373,0.142761341,373
511.32,6311673,373.059879,373.059877,-0.002,-0.005,C23H20N2O12,15,17,0,9,1,18,1.2,0.6,32,1,0.005,74423097888,0.000126108,417.4783194,-2,0.157894737,7,0.133333333,0.356684991,373,2.836651204,370,0.158959977,373,0.178477785,373,0.146133121,373
569.37,34664176,373.069568,373.06926,-0.308,-0.827,C20H20O16,26,13,0,1,1,14,0.538461538,0.038461538,54,1,0.827,74423097888,6.64E-05,417.4783194,19,0.755102041,20,-0.384615385,0.347312469,373,2.827341056,370,0.149582481,373,0.187863768,373,0.15551829,373
42.47,5957075,373.077651,373.077635,-0.016,-0.042,C21H25NO14,15,17,0,11,0,18,1.2,0.733333333,32,0,0.042,74423097888,0.00071346,417.4783194,-4,0.157894737,7,0.266666667,0.33894682,373,2.819031082,370,0.141212394,373,0.19624143,373,0.163895227,373
307.16,6809036,373.092892,373.092891,-0.001,-0.002,C24H21NO12,19,17,0,8,0,18,0.947368421,0.421052632,40,0,0.002,74423097888,0.000995908,417.4783194,3,0.466666667,11,-0.105263158,0.323707855,373,2.803893533,370,0.125965343,373,0.211502281,373,0.179154754,373
8.69,9674177,373.114004,373.11402,0.016,0.044,C23H17NO13,16,21,0,10,0,22,1.375,0.625,34,0,0.044,74423097888,0.001627289,417.4783194,-4,0.090909091,6,-0.125,0.302602448,373,2.782928584,370,0.104848737,373,0.232637998,373,0.200288639,373
569.9,7380165,373.129273,373.129277,0.004,0.01,C25H38O11,20,21,0,7,0,22,1.1,0.35,42,0,0.01,74423097888,0.000197381,417.4783194,3,0.393939394,10,-0.4,0.287362484,373,2.767790043,370,0.089600687,373,0.247899848,373,0.215549167,373
-1000,6216566,373.150465,373.150406,-0.059,-0.159,C22H27NO13,17,25,0,9,0,26,1.529411765,0.529411765,36,0,0.159,74423097888,0.000144656,417.4783194,-4,0.04,5,-0.470588235,0.266257077,373,2.746825094,370,0.068484081,373,0.269035565,373,0.236683052,373
-1000,8444779,373.223156,373.223177,0.021,0.057,C21H23NO14,19,33,0,7,0,34,1.789473684,0.368421053,40,0,0.057,74423097888,3.21E-05,417.4783194,-4,-0.032258065,3,-1.052631579,0.193567334,373,2.674619105,370,0.004244231,373,0.3418297,373,0.309470878,373
-1000,8407903,375.035749,375.03577,0.021,0.057,C20H19NO15,17,11,0,10,0,12,0.705882353,0.588235294,36,0,0.057,74423097888,0.000118744,417.4783194,2,0.583333333,12,0.470588235,0.382998291,375,2.876099521,372,0.184226036,375,0.154998948,375,0.122482972,375
453.96,4958776,375.039157,375.039141,-0.016,-0.043,C21H25N2O11P,14,15,0,10,1,16,1.142857143,0.714285714,30,1,0.043,74423097888,0.000166516,417.4783194,-3,0.125,7,0.428571429,0.379631055,375,2.872754695,372,0.180857014,375,0.15837102,375,0.125854752,375
640.74,4176143,375.057051,375.056899,-0.151,-0.404,C23H29NO12,14,15,0,12,0,16,1.142857143,0.857142857,30,0,0.404,74423097888,3.72E-05,417.4783194,-5,0.125,7,0.571428571,0.361892884,375,2.855134572,372,0.16310943,375,0.176134665,375,0.143616857,375
17.4,10041604,375.072165,375.072156,-0.01,-0.026,C22H25NO13,18,15,0,9,0,16,0.888888889,0.5,38,0,0.026,74423097888,0.001373691,417.4783194,2,0.481481481,11,0.111111111,0.34665292,375,2.839996031,372,0.14786138,375,0.191396516,375,0.158877385,375
555.6,11725048,375.085214,375.08491,-0.304,-0.811,C21H21NO14,26,15,0,1,1,16,0.615384615,0.038461538,54,1,0.811,74423097888,6.73E-05,417.4783194,18,0.714285714,19,-0.461538462,0.333913161,375,2.827341056,372,0.135114862,375,0.20415457,375,0.171634334,375
39.64,6875117,375.093289,375.093285,-0.004,-0.01,C26H38O10,15,19,0,11,0,20,1.333333333,0.733333333,32,0,0.01,74423097888,0.000627834,417.4783194,-5,0.052631579,6,0.133333333,0.325547513,375,2.819031082,372,0.126744775,375,0.212532233,375,0.18001127,375
73.06,6031308,375.108539,375.108541,0.002,0.005,C22H27N2O10P,19,19,0,8,0,20,1.052631579,0.421052632,40,0,0.005,74423097888,0.001548047,417.4783194,2,0.4,10,-0.210526316,0.310308548,375,2.803893533,372,0.111497724,375,0.227793083,375,0.195270798,375
13.17,7034819,375.129679,375.129671,-0.009,-0.023,C21H22N2O13,16,23,0,10,0,24,1.5,0.625,34,0,0.023,74423097888,0.000448415,417.4783194,-5,0,5,-0.25,0.289202142,375,2.782927592,372,0.090380119,375,0.248929801,375,0.216405683,375
412.79,5408402,375.144925,375.144927,0.001,0.004,C23H27NO12,20,23,0,7,0,24,1.2,0.35,42,0,0.004,74423097888,9.40E-05,417.4783194,2,0.333333333,9,-0.5,0.273963177,375,2.767790043,372,0.075133068,375,0.264190651,375,0.231665211,375
413.47,9508487,377.018406,377.018406,0,0.001,C22H23NO13,13,13,0,11,1,14,1.076923077,0.846153846,28,1,0.001,74423097888,3.21E-05,417.4783194,-4,0.076923077,7,0.769230769,0.40257612,377,2.908857192,374,0.202753051,377,0.138265255,377,0.105577382,377
35.09,13837947,377.051422,377.05142,-0.002,-0.004,C21H19NO14,17,13,0,10,0,14,0.823529412,0.588235294,36,0,0.004,74423097888,0.000492675,417.4783194,1,0.5,11,0.352941176,0.369598984,377,2.876099521,374,0.169758417,377,0.171289751,377,0.138599016,377
245.99,3028343,377.054748,377.054791,0.044,0.117,C27H40O9,14,17,0,10,1,18,1.285714286,0.714285714,30,1,0.117,74423097888,0.000138954,417.4783194,-4,0,6,0.285714286,0.366231748,377,2.872754695,374,0.166389394,377,0.174661822,377,0.141970795,377
538.86,6579532,377.064559,377.064174,-0.384,-1.02,C22H24N2O12,25,13,0,2,1,14,0.56,0.08,52,1,1.02,74423097888,5.17E-05,417.4783194,17,0.739130435,19,-0.32,0.356859225,377,2.863444546,374,0.157011898,377,0.184047805,377,0.151355965,377
417.07,6235465,377.072543,377.07255,0.007,0.017,C22H25N2O10P,14,17,0,12,0,18,1.285714286,0.857142857,30,0,0.017,74423097888,6.55E-05,417.4783194,-6,0,6,0.428571429,0.348492578,377,2.85513358,374,0.148640812,377,0.192426468,377,0.159733901,377
3.09,9741632,377.087818,377.087806,-0.013,-0.034,C21H20N2O13,18,17,0,9,0,18,1,0.5,38,0,0.034,74423097888,0.003195196,417.4783194,1,0.407407407,10,0,0.333253613,377,2.839996031,374,0.133393761,377,0.207687318,377,0.174993429,377
65.1,5150013,377.108913,377.108935,0.022,0.058,C21H21N2O11P,15,21,0,11,0,22,1.466666667,0.733333333,32,0,0.058,74423097888,0.000250844,417.4783194,-6,-0.052631579,5,0,0.312148206,377,2.819031082,374,0.112277155,377,0.228823035,377,0.196127314,377
65.47,5434390,377.124206,377.124191,-0.015,-0.04,C24H29NO11,19,21,0,8,0,22,1.157894737,0.421052632,40,0,0.04,74423097888,0.001240734,417.4783194,1,0.333333333,9,-0.315789474,0.296909241,377,2.803893533,374,0.097030104,377,0.244083885,377,0.211386841,377
-1000,7361546,377.145377,377.145321,-0.057,-0.15,C23H25NO12,16,25,0,10,0,26,1.625,0.625,34,0,0.15,74423097888,7.75E-05,417.4783194,-6,-0.090909091,4,-0.375,0.275802835,377,2.782927592,374,0.075912499,377,0.265220603,377,0.232521727,377
-1000,10626046,377.160585,377.160577,-0.008,-0.021,C22H21NO13,20,25,0,7,0,26,1.3,0.35,42,0,0.021,74423097888,5.44E-05,417.4783194,1,0.272727273,8,-0.6,0.26056387,377,2.767790043,374,0.060665448,377,0.280481453,377,0.247781254,377
336.6,5276393,379.030606,379.030685,0.079,0.208,C27H38O9,16,11,0,11,0,12,0.75,0.6875,34,0,0.208,74423097888,5.71E-05,417.4783194,0,0.523809524,11,0.625,0.392544049,379,2.912202019,376,0.191654454,379,0.151183986,379,0.118321647,379
194.96,9044669,379.034013,379.034056,0.043,0.113,C22H22N2O12,13,15,0,11,1,16,1.230769231,0.846153846,28,1,0.113,74423097888,7.55E-05,417.4783194,-5,-0.076923077,6,0.615384615,0.389176813,379,2.908857192,376,0.188285431,379,0.154556057,379,0.121693426,379
14.13,8778420,379.067088,379.06707,-0.018,-0.047,C19H22O16,17,15,0,10,0,16,0.941176471,0.588235294,36,0,0.047,74423097888,0.001644935,417.4783194,0,0.416666667,10,0.235294118,0.356199677,379,2.876099521,376,0.155290797,379,0.187580553,379,0.154715059,379
542.33,9290417,379.080134,379.079824,-0.309,-0.816,C21H18N2O13,25,15,0,2,1,16,0.64,0.08,52,1,0.816,74423097888,5.44E-05,417.4783194,16,0.695652174,18,-0.4,0.343459918,379,2.863444546,376,0.142544279,379,0.200338608,379,0.167472008,379
-1000,5784238,379.088287,379.0882,-0.087,-0.231,C21H19N2O11P,14,19,0,12,0,20,1.428571429,0.857142857,30,0,0.231,74423097888,5.83E-05,417.4783194,-7,-0.125,5,0.285714286,0.335093271,379,2.85513358,376,0.134173192,379,0.20871727,379,0.175849945,379
13.36,4491649,379.103452,379.103456,0.004,0.01,C24H27NO11,18,19,0,9,0,20,1.111111111,0.5,38,0,0.01,74423097888,0.004934367,417.4783194,0,0.333333333,9,-0.111111111,0.319854306,379,2.839996031,376,0.118926141,379,0.223978121,379,0.191109472,379
506.01,9380213,379.112369,379.112187,-0.181,-0.478,C23H23NO12,21,19,2,3,1,20,0.952380952,0.142857143,46,3,0.478,74423097888,3.70E-05,417.4783194,10,0.515151515,13,-0.285714286,0.311133055,379,2.831332821,376,0.110200263,379,0.232711896,379,0.199842491,379
-1000,14459241,379.124628,379.124585,-0.043,-0.114,C22H19NO13,15,23,0,11,0,24,1.6,0.733333333,32,0,0.114,74423097888,0.000180629,417.4783194,-7,-0.157894737,4,-0.133333333,0.298748899,379,2.819031082,376,0.097809536,379,0.245113838,379,0.212243357,379
13.53,10977629,379.139853,379.139841,-0.012,-0.031,C21H15NO14,19,23,0,8,0,24,1.263157895,0.421052632,40,0,0.031,74423097888,0.000615089,417.4783194,0,0.266666667,8,-0.421052632,0.283509934,379,2.803893533,376,0.082562485,379,0.260374688,379,0.227502885,379
147.08,6117455,381.04633,381.046335,0.005,0.013,C27H36O9,16,13,0,11,0,14,0.875,0.6875,34,0,0.013,74423097888,0.000188951,417.4783194,-1,0.428571429,10,0.5,0.379144742,381,2.912202019,378,0.177186835,381,0.167474788,381,0.13443769,381
501.05,4386890,381.049635,381.049706,0.071,0.186,C23H36O12,13,17,0,11,1,18,1.384615385,0.846153846,28,1,0.186,74423097888,7.54E-05,417.4783194,-6,-0.230769231,5,0.461538462,0.375777506,381,2.908857192,378,0.173817812,381,0.17084686,381,0.13780947,381
458.18,8474685,381.061667,381.061591,-0.076,-0.198,C22H32O13,20,13,0,8,0,14,0.7,0.4,42,0,0.198,74423097888,4.56E-05,417.4783194,6,0.625,14,0.1,0.363905777,381,2.897064471,378,0.161939784,381,0.182735638,381,0.149697218,381
18.87,4767787,381.082728,381.08272,-0.007,-0.019,C23H25N2O9P,17,17,0,10,0,18,1.058823529,0.588235294,36,0,0.019,74423097888,0.003388949,417.4783194,-1,0.333333333,9,0.117647059,0.34280037,381,2.876099521,378,0.140823178,381,0.203871355,381,0.170831103,381
20.54,7839778,381.119106,381.119106,0,0,C22H20N2O12,18,21,0,9,0,22,1.222222222,0.5,38,0,0,74423097888,0.003682184,417.4783194,-1,0.259259259,8,-0.222222222,0.306454999,381,2.839996031,378,0.104458522,381,0.240268923,381,0.207225516,381
-1000,6373407,381.155486,381.155491,0.005,0.014,C22H21N2O10P,19,25,0,8,0,26,1.368421053,0.421052632,40,0,0.014,74423097888,0.000157636,417.4783194,-1,0.2,7,-0.526315789,0.270110626,381,2.803893533,378,0.068094865,381,0.27666549,381,0.243618928,381
-1000,17604634,381.231958,381.231634,-0.324,-0.851,C19H20O16,18,37,0,6,1,38,2.111111111,0.333333333,38,1,0.851,74423097888,3.30E-05,417.4783194,-6,-0.285714286,0,-1.333333333,0.194052648,381,2.728341726,378,0.008003469,381,0.352832697,381,0.319779534,381
566.95,4757216,383.040857,383.040856,-0.001,-0.004,C24H25NO11,19,11,0,9,0,12,0.631578947,0.473684211,40,0,0.004,74423097888,4.10E-05,417.4783194,5,0.655172414,14,0.315789474,0.386850842,383,2.933166968,380,0.183835821,383,0.162629873,383,0.129419848,383
488.36,7712468,383.044182,383.044227,0.045,0.118,C23H21NO12,16,15,0,9,1,16,1,0.5625,34,1,0.118,74423097888,5.98E-05,417.4783194,0,0.333333333,9,0.25,0.383483606,383,2.929822142,380,0.180466798,383,0.166001945,383,0.132791628,383
56.38,13672136,383.061995,383.061985,-0.01,-0.027,C22H17NO13,16,15,0,11,0,16,1,0.6875,34,0,0.027,74423097888,0.000559194,417.4783194,-2,0.333333333,9,0.375,0.365745435,383,2.912202019,380,0.162719215,383,0.183765591,383,0.150553734,383
526.72,6931895,383.065279,383.065356,0.077,0.202,C22H38N4O9,13,19,0,11,1,20,1.538461538,0.846153846,28,1,0.202,74423097888,4.13E-05,417.4783194,-7,-0.384615385,4,0.307692308,0.362378199,383,2.908857192,380,0.159350193,383,0.187137662,383,0.153925513,383
671.59,4240815,383.077226,383.077241,0.015,0.039,C24H38O11,20,15,0,8,0,16,0.8,0.4,42,0,0.039,74423097888,0.000125725,417.4783194,5,0.5625,13,0,0.35050647,383,2.897064471,380,0.147472164,383,0.199026441,383,0.165813261,383
13.32,5866920,383.098374,383.09837,-0.003,-0.008,C27H34O9,17,19,0,10,0,20,1.176470588,0.588235294,36,0,0.008,74423097888,0.004122489,417.4783194,-2,0.25,8,0,0.329401062,383,2.876099521,380,0.126355559,383,0.220162158,383,0.186947146,383
702.52,10091939,383.113647,383.113627,-0.021,-0.054,C23H34O12,21,19,0,7,0,20,0.952380952,0.333333333,44,0,0.054,74423097888,7.86E-05,417.4783194,5,0.485714286,12,-0.285714286,0.314161098,383,2.86096098,380,0.111107508,383,0.235424008,383,0.202207674,383
17.72,5037444,383.134768,383.134756,-0.012,-0.033,C23H23N2O9P,18,23,0,9,0,24,1.333333333,0.5,38,0,0.033,74423097888,0.001345559,417.4783194,-2,0.185185185,7,-0.333333333,0.293055691,383,2.839996031,380,0.089990903,383,0.256559725,383,0.223341559,383
