mSigma,ObservedIntens,ObservedM_z,calc_M_z,errMDa,errPpm,sumFormula,C,H,N,O,S,H1,HCraito,OCraito,CN2,NSP,abserrPpm,sumintens,relativeintens,avemass,dbe_o,aimod,dbe,nosc,kmdch2,nkmch2,kmdh2,nkmh2,kmdh2o,nkmh2o,kmdo,nkmo,kmdcoo,nkmcoo
104.25,9274749,221.009184,221.009161,-0.023,-0.104,C18H10O10,10,5,0,6,0,6,0.6,0.6,22,0,0.104,74423097888,0.000100925,417.4783194,2,0.714285714,8,0.6,0.237619804,221,1.706808226,219,0.120483005,221,0.079422804,221,0.060261089,221
9.27,5687088,221.045566,221.045547,-0.019,-0.086,C21H28O6,11,9,0,5,0,10,0.909090909,0.454545455,24,0,0.086,74423097888,0.001471366,417.4783194,2,0.529411765,7,0,0.201274433,221,1.670704735,219,0.084118349,221,0.115820372,221,0.096655502,221
-1000,6028022,221.06668,221.066676,-0.004,-0.017,C20H20O7,8,13,0,7,0,14,1.75,0.875,18,0,0.017,74423097888,5.20E-05,417.4783194,-5,-0.333333333,2,0,0.180169025,221,1.649739786,219,0.063001744,221,0.136956089,221,0.117789387,221
41.61,9939674,221.081946,221.081932,-0.013,-0.06,C19H16O8,12,13,0,4,0,14,1.166666667,0.333333333,26,0,0.06,74423097888,0.000363478,417.4783194,2,0.4,6,-0.5,0.16493006,221,1.634602237,219,0.047754693,221,0.152216939,221,0.133048915,221
-1000,10963045,222.007654,222.007782,0.127,0.574,C19H20O7,6,8,1,6,1,9,1.5,1,15,2,0.574,74423097888,2.78E-05,417.4783194,-3,-2,3,1.333333333,0.240113873,222,1.715940764,220,0.122447797,222,0.078361279,222,0.059112983,222
11.69,3265270,223.024829,223.024812,-0.018,-0.079,C20H22O6,10,7,0,6,0,8,0.8,0.6,22,0,0.079,74423097888,0.000901426,417.4783194,1,0.571428571,7,0.4,0.224219497,223,1.706807233,221,0.106014387,223,0.095714607,223,0.076378133,223
5.84,6873820,223.061207,223.061197,-0.01,-0.044,C19H18O7,11,11,0,5,0,12,1.090909091,0.454545455,24,0,0.044,74423097888,0.002909825,417.4783194,1,0.411764706,6,-0.181818182,0.187875125,223,1.670704735,221,0.06965073,223,0.132111174,223,0.112771545,223
109.2,7290653,223.097592,223.097583,-0.01,-0.044,C18H16O7,12,15,0,4,0,16,1.333333333,0.333333333,26,0,0.044,74423097888,0.000150727,417.4783194,1,0.3,5,-0.666666667,0.151529754,223,1.634601245,221,0.033286074,223,0.168508742,223,0.149165958,223
-1000,13927628,225.004075,225.004076,0.001,0.003,C17H16O7,9,5,0,7,0,6,0.666666667,0.777777778,20,0,0.003,74423097888,9.57E-05,417.4783194,0,0.636363636,7,0.888888889,0.247165561,225,1.742910724,223,0.127911423,225,0.075607842,225,0.056099763,225
520.18,4427980,225.030656,225.030566,-0.09,-0.4,C18H18O6,12,5,2,3,0,6,0.5,0.25,28,2,0.4,74423097888,2.87E-05,417.4783194,8,0.882352941,11,0.5,0.22070514,225,1.716626398,223,0.101436962,225,0.102106263,225,0.082595888,225
8.11,9294009,225.040472,225.040462,-0.01,-0.045,C17H14O7,10,9,0,6,0,10,1,0.6,22,0,0.045,74423097888,0.001839052,417.4783194,0,0.428571429,6,0.2,0.21082019,225,1.706807233,223,0.091546767,225,0.112005409,225,0.092494176,225
4.09,10690727,225.07686,225.076847,-0.013,-0.058,C16H10O8,11,13,0,5,0,14,1.272727273,0.454545455,24,0,0.058,74423097888,0.002198331,417.4783194,0,0.294117647,5,-0.363636364,0.174475818,225,1.670704735,223,0.055183111,225,0.148401977,225,0.128887589,225
-1000,2317884,225.113371,225.113233,-0.138,-0.615,C18H22O5,12,17,0,4,0,18,1.5,0.333333333,26,0,0.615,74423097888,2.83E-05,417.4783194,0,0.2,4,-0.833333333,0.138130447,225,1.634601245,223,0.018818455,225,0.184799544,225,0.165282002,225
118.5,7253656,227.019723,227.019726,0.003,0.012,C17H16O6,9,7,0,7,0,8,0.888888889,0.777777778,20,0,0.012,74423097888,0.000151345,417.4783194,-1,0.454545455,6,0.666666667,0.233766254,227,1.742910724,225,0.113443804,227,0.091898644,227,0.072215807,227
643.77,10948231,227.034919,227.034982,0.063,0.278,C16H12O7,13,7,0,4,0,8,0.615384615,0.307692308,28,0,0.278,74423097888,4.01E-05,417.4783194,6,0.727272727,10,0,0.218527289,227,1.727773175,225,0.098196753,227,0.107159494,227,0.087475334,227
3.58,6915815,227.056127,227.056112,-0.016,-0.069,C16H14O6,10,11,0,6,0,12,1.2,0.6,22,0,0.069,74423097888,0.001973802,417.4783194,-1,0.285714286,5,0,0.197420883,227,1.706807233,225,0.077079148,227,0.128296212,227,0.10861022,227
11.38,4450274,227.092493,227.092497,0.005,0.02,C15H16O5,11,15,0,5,0,16,1.454545455,0.454545455,24,0,0.02,74423097888,0.000358256,417.4783194,-1,0.176470588,4,-0.545454545,0.161076511,227,1.670704735,225,0.040715491,227,0.164692779,227,0.145003633,227
548.53,7112778,228.04888,228.048859,-0.022,-0.095,C14H10O6,13,10,1,1,1,11,0.846153846,0.076923077,29,2,0.095,74423097888,2.99E-05,417.4783194,8,0.619047619,9,-0.307692308,0.205782393,228,1.721768164,226,0.084914493,228,0.121358819,228,0.101586755,228
-1000,3053673,229.035389,229.035376,-0.013,-0.058,C35H42O19,9,9,0,7,0,10,1.111111111,0.777777778,20,0,0.058,74423097888,0.000209896,417.4783194,-2,0.272727273,5,0.444444444,0.220366947,229,1.742910724,227,0.098976184,229,0.108189446,229,0.088331851,229
412.49,3769823,229.05066,229.050632,-0.028,-0.121,C35H40O19,13,9,0,4,0,10,0.769230769,0.307692308,28,0,0.121,74423097888,4.71E-05,417.4783194,5,0.636363636,9,-0.153846154,0.205127982,229,1.727773175,227,0.083729133,229,0.123450297,229,0.103591378,229
9.57,2965854,229.071767,229.071762,-0.005,-0.023,C37H46O17,10,13,0,6,0,14,1.4,0.6,22,0,0.023,74423097888,0.001281901,417.4783194,-2,0.142857143,4,-0.2,0.184021576,229,1.706807233,227,0.062611528,229,0.144587014,229,0.124726263,229
-1000,3934902,229.086986,229.087018,0.032,0.138,C36H46O17,14,13,0,3,0,14,1,0.214285714,30,0,0.138,74423097888,3.12E-05,417.4783194,5,0.52,8,-0.571428571,0.168782611,229,1.691669685,227,0.047364477,229,0.159847864,229,0.139985791,229
-1000,5648982,229.108216,229.108147,-0.069,-0.301,C35H40O18,11,17,0,5,0,18,1.636363636,0.454545455,24,0,0.301,74423097888,4.65E-05,417.4783194,-2,0.058823529,3,-0.727272727,0.147677204,229,1.670704735,227,0.026247872,229,0.180983581,229,0.161119676,229
-1000,6169173,230.996894,230.996883,-0.012,-0.05,C34H36O19,8,7,0,6,1,8,1,0.75,18,1,0.05,74423097888,7.12E-05,417.4783194,-1,0.25,5,0.75,0.261050183,231,1.796633344,229,0.138619805,231,0.070320036,231,0.050292376,231
209.07,2735616,231.02989,231.029897,0.007,0.031,C36H42O17,12,7,0,5,0,8,0.666666667,0.416666667,26,0,0.031,74423097888,7.84E-05,417.4783194,4,0.684210526,9,0.166666667,0.228073047,231,1.763875673,229,0.105625171,231,0.103344532,231,0.083314009,231
-1000,5917181,231.051032,231.051026,-0.006,-0.025,C34H34O19,9,11,0,7,0,12,1.333333333,0.777777778,20,0,0.025,74423097888,0.000293517,417.4783194,-3,0.090909091,4,0.222222222,0.20696764,231,1.742910724,229,0.084508565,231,0.124480249,231,0.104447894,231
490.31,6519291,231.066294,231.066282,-0.011,-0.049,C33H30O20,13,11,0,4,0,12,0.923076923,0.307692308,28,0,0.049,74423097888,0.000157769,417.4783194,4,0.545454545,8,-0.307692308,0.191728675,231,1.727773175,229,0.069261514,231,0.139741099,231,0.119707421,231
14.8,4118814,231.087421,231.087412,-0.009,-0.039,C34H44O18,10,15,0,6,0,16,1.6,0.6,22,0,0.039,74423097888,0.000272879,417.4783194,-3,0,3,-0.4,0.170622269,231,1.706807233,229,0.048143909,231,0.160877816,231,0.140842307,231
-1000,4184349,231.102643,231.102668,0.025,0.106,C33H40O19,14,15,0,3,0,16,1.142857143,0.214285714,30,0,0.106,74423097888,3.71E-05,417.4783194,4,0.44,7,-0.714285714,0.155383304,231,1.691669685,229,0.032896858,231,0.176138667,231,0.156101834,231
-1000,3149023,233.012535,233.012533,-0.002,-0.009,C36H50O16,8,9,0,6,1,10,1.25,0.75,18,1,0.009,74423097888,3.87E-05,417.4783194,-2,0,4,0.5,0.247650876,233,1.796633344,231,0.124152185,233,0.086610839,233,0.066408419,233
525.32,2908382,233.030221,233.030291,0.07,0.3,C35H46O17,8,9,0,8,0,10,1.25,1,18,0,0.3,74423097888,3.20E-05,417.4783194,-4,0,4,0.75,0.229912705,233,1.779013222,231,0.106404602,233,0.104374484,233,0.084170525,233
7.7,3959004,233.04555,233.045547,-0.003,-0.012,C34H42O18,12,9,0,5,0,10,0.833333333,0.416666667,26,0,0.012,74423097888,0.000495136,417.4783194,3,0.578947368,8,0,0.21467374,233,1.763875673,231,0.091157551,233,0.119635334,233,0.099430052,233
-1000,6453467,233.066667,233.066676,0.009,0.038,C33H38O19,9,13,0,7,0,14,1.555555556,0.777777778,20,0,0.038,74423097888,0.000154404,417.4783194,-4,-0.090909091,3,0,0.193568333,233,1.742910724,231,0.070040945,233,0.140771051,233,0.120563938,233
-1000,6600922,233.081945,233.081932,-0.012,-0.054,C32H34O20,13,13,0,4,0,14,1.076923077,0.307692308,28,0,0.054,74423097888,0.000234758,417.4783194,3,0.454545455,7,-0.461538462,0.178329368,233,1.727773175,231,0.054793895,233,0.156031901,233,0.135823465,233
14.98,3526817,235.02482,235.024812,-0.009,-0.038,C35H44O17,11,7,0,6,0,8,0.727272727,0.545454545,24,0,0.038,74423097888,0.000355031,417.4783194,2,0.625,8,0.363636364,0.237618805,235,1.799978171,233,0.113053588,235,0.099529569,235,0.079152683,235
11.96,5300384,235.061201,235.061197,-0.004,-0.016,C34H40O18,12,11,0,5,0,12,1,0.416666667,26,0,0.016,74423097888,0.001445088,417.4783194,2,0.473684211,7,-0.166666667,0.201274433,235,1.763875673,233,0.076689932,235,0.135926137,235,0.115546096,235
-1000,5910687,235.097601,235.097583,-0.018,-0.078,C33H36O19,13,15,0,4,0,16,1.230769231,0.307692308,28,0,0.078,74423097888,0.000117301,417.4783194,2,0.363636364,6,-0.615384615,0.164929061,235,1.727772183,233,0.040325276,235,0.172323704,235,0.151940509,235
502.11,7264414,236.129373,236.129217,-0.156,-0.661,C32H32O20,13,18,1,3,0,19,1.461538462,0.230769231,29,1,0.661,74423097888,2.85E-05,417.4783194,2,0.238095238,5,-0.769230769,0.134446993,236,1.704148042,234,0.009296432,236,0.204285675,236,0.183813036,236
-1000,3475562,236.165383,236.165603,0.22,0.931,C36H46O16,14,22,1,2,0,23,1.642857143,0.142857143,31,1,0.931,74423097888,2.78E-05,417.4783194,2,0.166666667,4,-1.142857143,0.098101622,236,1.668044551,234,0.027068224,236,0.240683242,236,0.220207448,236
-1000,3537001,237.004084,237.004076,-0.008,-0.032,C35H42O17,10,5,0,7,0,6,0.6,0.7,22,0,0.032,74423097888,4.43E-05,417.4783194,1,0.692307692,8,0.8,0.260564869,237,1.836081661,235,0.134950625,237,0.079422804,237,0.058874314,237
3.79,6854759,237.040468,237.040462,-0.007,-0.029,C33H34O19,11,9,0,6,0,10,0.909090909,0.545454545,24,0,0.029,74423097888,0.002092778,417.4783194,1,0.5,7,0.181818182,0.224219497,237,1.799978171,235,0.098585969,237,0.115820372,237,0.095268727,237
-1000,8194150,237.061576,237.061591,0.015,0.064,C32H30O20,8,13,0,8,0,14,1.75,1,18,0,0.064,74423097888,4.76E-05,417.4783194,-6,-0.5,2,0.25,0.20311409,237,1.779013222,235,0.077469363,237,0.136956089,237,0.116402612,237
9.24,3066934,237.076854,237.076847,-0.007,-0.03,C36H44O16,12,13,0,5,0,14,1.166666667,0.416666667,26,0,0.03,74423097888,0.001760797,417.4783194,1,0.368421053,6,-0.333333333,0.187875125,237,1.763875673,235,0.062222312,237,0.152216939,237,0.131662139,237
-1000,4694069,237.113229,237.113233,0.004,0.016,C35H40O17,13,17,0,4,0,18,1.384615385,0.307692308,28,0,0.016,74423097888,3.36E-05,417.4783194,1,0.272727273,5,-0.769230769,0.151529754,237,1.727772183,235,0.025857656,237,0.188614507,237,0.168056552,237
40,6758452,239.019741,239.019726,-0.015,-0.062,C34H36O18,10,7,0,7,0,8,0.8,0.7,22,0,0.062,74423097888,0.000256058,417.4783194,0,0.538461538,7,0.6,0.247165561,239,1.836081661,237,0.120483005,239,0.095713606,239,0.074990357,239
4.77,7743540,239.056118,239.056112,-0.006,-0.026,C33H32O19,11,11,0,6,0,12,1.090909091,0.545454545,24,0,0.026,74423097888,0.003156546,417.4783194,0,0.375,6,0,0.21082019,239,1.799978171,237,0.084118349,239,0.132111174,239,0.11138477,239
9.57,10332210,239.092499,239.092497,-0.002,-0.009,C32H28O20,12,15,0,5,0,16,1.333333333,0.416666667,26,0,0.009,74423097888,0.000724806,417.4783194,0,0.263157895,5,-0.5,0.174475818,239,1.763875673,237,0.047754693,239,0.168507741,239,0.147778183,239
27.52,3543046,241.035388,241.035376,-0.012,-0.049,C36H42O16,10,9,0,7,0,10,1,0.7,22,0,0.049,74423097888,0.000444907,417.4783194,-1,0.384615385,6,0.4,0.233766254,241,1.836081661,239,0.106015386,241,0.112004409,241,0.091106401,241
695.99,5150725,241.050646,241.050632,-0.013,-0.055,C35H38O17,14,9,0,4,0,10,0.714285714,0.285714286,30,0,0.055,74423097888,3.13E-05,417.4783194,6,0.666666667,10,-0.142857143,0.218527289,241,1.820944112,239,0.090768335,241,0.127265259,241,0.106365928,241
3.77,6053892,241.071762,241.071762,0,-0.002,C34H34O18,11,13,0,6,0,14,1.272727273,0.545454545,24,0,0.002,74423097888,0.003352054,417.4783194,-1,0.25,5,-0.181818182,0.197420883,241,1.799978171,239,0.06965073,241,0.148401977,241,0.127500814,241
-1000,6379524,241.108142,241.108147,0.005,0.021,C33H30O19,12,17,0,5,0,18,1.5,0.416666667,26,0,0.021,74423097888,0.000118485,417.4783194,-1,0.157894737,4,-0.666666667,0.161076511,241,1.763875673,239,0.033287073,241,0.184798544,241,0.163894227,241
572.73,3239899,243.014666,243.014641,-0.025,-0.103,C34H48O17,9,7,0,8,0,8,0.888888889,0.888888889,20,0,0.103,74423097888,3.05E-05,417.4783194,-2,0.4,6,0.888888889,0.256711319,243,1.872184159,241,0.127911423,243,0.091898644,243,0.070829032,243
515.75,5431256,243.029914,243.029897,-0.017,-0.069,C34H32O18,13,7,0,5,0,8,0.615384615,0.384615385,28,0,0.069,74423097888,4.92E-05,417.4783194,5,0.714285714,10,0.153846154,0.241472354,243,1.85704661,241,0.112664372,243,0.107159494,243,0.086088559,243
14.41,4894679,243.051028,243.051026,-0.002,-0.008,C33H28O19,10,11,0,7,0,12,1.2,0.7,22,0,0.008,74423097888,0.000890832,417.4783194,-2,0.230769231,5,0.2,0.220366947,243,1.836081661,241,0.091547767,243,0.128295211,243,0.107222445,243
671.75,2946992,243.066301,243.066282,-0.019,-0.078,C33H42O18,14,11,0,4,0,12,0.857142857,0.285714286,30,0,0.078,74423097888,6.78E-05,417.4783194,5,0.583333333,9,-0.285714286,0.205127982,243,1.820944112,241,0.076300716,243,0.143556061,243,0.122481972,243
8.45,3340171,243.087412,243.087412,0,-0.002,C35H48O16,11,15,0,6,0,16,1.454545455,0.545454545,24,0,0.002,74423097888,0.001058143,417.4783194,-2,0.125,4,-0.363636364,0.184021576,243,1.799978171,241,0.055183111,243,0.164692779,243,0.143616857,243
-1000,3436426,245.012518,245.012533,0.014,0.059,C34H44O17,9,9,0,6,1,10,1.111111111,0.666666667,20,1,0.059,74423097888,6.15E-05,417.4783194,-1,0.2,5,0.444444444,0.261050183,245,1.889804281,243,0.131191387,245,0.090425801,245,0.06918297,245
293.6,5003146,245.03025,245.030291,0.04,0.165,C33H40O18,9,9,0,8,0,10,1.111111111,0.888888889,20,0,0.165,74423097888,6.60E-05,417.4783194,-3,0.2,5,0.666666667,0.243312012,245,1.872184159,243,0.113443804,245,0.108189446,245,0.086945075,245
238.53,5498761,245.04555,245.045547,-0.003,-0.014,C32H36O19,13,9,0,5,0,10,0.769230769,0.384615385,28,0,0.014,74423097888,0.000205092,417.4783194,4,0.619047619,9,0,0.228073047,245,1.85704661,243,0.098196753,245,0.123450297,245,0.102204603,245
7.72,3815271,245.066671,245.066676,0.006,0.023,C35H46O16,10,13,0,7,0,14,1.4,0.7,22,0,0.023,74423097888,0.0006368,417.4783194,-3,0.076923077,4,0,0.20696764,245,1.836081661,243,0.077080147,245,0.144586014,245,0.123338488,245
563.21,4714342,245.08193,245.081932,0.003,0.01,C34H42O17,14,13,0,4,0,14,1,0.285714286,30,0,0.01,74423097888,0.000121932,417.4783194,4,0.5,8,-0.428571429,0.191728675,245,1.820944112,243,0.061833096,245,0.159846864,245,0.138598015,245
-1000,6238054,245.103049,245.103062,0.013,0.052,C33H38O18,11,17,0,6,0,18,1.636363636,0.545454545,24,0,0.052,74423097888,0.000164475,417.4783194,-3,0,3,-0.545454545,0.170622269,245,1.799978171,243,0.040715491,245,0.180983581,245,0.159732901,245
105.03,6641509,246.991785,246.991797,0.012,0.049,C32H34O19,8,7,0,7,1,8,1,0.875,18,1,0.049,74423097888,0.0001135,417.4783194,-2,0.142857143,5,1,0.283996247,247,1.925907772,245,0.153088423,247,0.070319036,247,0.0489046,247
31.01,8345444,247.024817,247.024812,-0.006,-0.023,C31H30O20,12,7,0,6,0,8,0.666666667,0.5,26,0,0.023,74423097888,0.00017682,417.4783194,3,0.666666667,9,0.333333333,0.251018112,247,1.893149108,245,0.12009279,247,0.103344532,247,0.081927234,247
547.79,3958596,247.028176,247.028183,0.007,0.027,C34H40O17,9,11,0,6,1,12,1.333333333,0.666666667,20,1,0.027,74423097888,3.25E-05,417.4783194,-2,0,4,0.222222222,0.247650876,247,1.889804281,245,0.116723767,247,0.106716603,247,0.085299013,247
-1000,6850372,247.045966,247.045941,-0.025,-0.101,C33H36O18,9,11,0,8,0,12,1.333333333,0.888888889,20,0,0.101,74423097888,9.56E-05,417.4783194,-4,0,4,0.444444444,0.229912705,247,1.872184159,245,0.098976184,247,0.124480249,247,0.103061119,247
50.01,3401508,247.061198,247.061197,-0.001,-0.003,C35H42O16,13,11,0,5,0,12,0.923076923,0.384615385,28,0,0.003,74423097888,0.000634395,417.4783194,3,0.523809524,8,-0.153846154,0.21467374,247,1.85704661,245,0.083729133,247,0.139741099,247,0.118320646,247
-1000,4476708,247.082327,247.082326,0,-0.002,C34H38O17,10,15,0,7,0,16,1.6,0.7,22,0,0.002,74423097888,0.000249854,417.4783194,-4,-0.076923077,3,-0.2,0.193568333,247,1.836081661,245,0.062612528,247,0.160876816,247,0.139454532,247
147.29,7567139,247.097568,247.097583,0.014,0.059,C33H34O18,14,15,0,4,0,16,1.142857143,0.285714286,30,0,0.059,74423097888,0.000110446,417.4783194,3,0.416666667,7,-0.571428571,0.178328369,247,1.82094312,245,0.047364477,247,0.176138667,247,0.154715059,247
-1000,4673286,247.118861,247.118712,-0.149,-0.604,C35H40O16,11,19,0,6,0,20,1.818181818,0.545454545,24,0,0.604,74423097888,2.83E-05,417.4783194,-4,-0.125,2,-0.727272727,0.157222961,247,1.799978171,245,0.026247872,247,0.197274384,247,0.175848945,247
8.5,8263429,249.040463,249.040462,-0.001,-0.004,C34H36O17,12,9,0,6,0,10,0.833333333,0.5,26,0,0.004,74423097888,0.000927867,417.4783194,2,0.555555556,8,0.166666667,0.237618805,249,1.893149108,247,0.105625171,249,0.119635334,249,0.098043277,249
