Source,Target,Weight,colour
C15H17O4N5,C20H25O8N5,1,10
C17H21O4N3,C22H29O8N3,1,10
C15H12O7N2,C20H20O11N2,1,10
C16H16O6N2,C21H24O10N2,1,10
C16H20O4N4,C21H28O8N4,1,10
C17H24O3N4,C22H32O7N4,1,10
C16H15O7N1,C21H23O11N1,1,10
C17H19O6N1,C22H27O10N1,1,10
C16H19O5N3,C21H27O9N3,1,10
C15H19O4N5,C20H27O8N5,1,10
C15H14O7N2,C20H22O11N2,1,10
C15H18O5N4,C20H26O9N4,1,10
C17H26O3N4,C22H34O7N4,1,10
C16H17O7N1,C21H25O11N1,1,10
C17H21O6N1,C22H29O10N1,1,10
C16H24O4N4,C21H32O8N4,1,10
C16H19O7N1,C21H27O11N1,1,10
C18H27O5N1,C23H35O9N1,1,10
C16H26O4N4,C21H34O8N4,1,10
C15H17O8N1,C20H25O12N1,1,10
C14H20O6N4,C19H28O10N4,1,10
C15H24O5N4,C20H32O9N4,1,10
C18H15O6N1,C23H23O10N1,1,10
C18H22O3N4,C23H30O7N4,1,10
C18H17O6N1,C23H25O10N1,1,10
C14H21O7N3,C19H29O11N3,1,10
C17H16O6N2,C22H24O10N2,1,10
C17H20O4N4,C22H28O8N4,1,10
C18H24O3N4,C23H32O7N4,1,10
C17H15O7N1,C22H23O11N1,1,10
C17H19O5N3,C22H27O9N3,1,10
C16H19O4N5,C21H27O8N5,1,10
C16H14O7N2,C21H22O11N2,1,10
C17H18O6N2,C22H26O10N2,1,10
C14H22O8N2,C19H30O12N2,1,10
C17H22O4N4,C22H30O8N4,1,10
C18H26O3N4,C23H34O7N4,1,10
C17H17O7N1,C22H25O11N1,1,10
C16H16O7N2,C21H24O11N2,1,10
C16H15O8N1,C21H23O12N1,1,10
C15H19O5N5,C20H27O9N5,1,10
C15H18O6N4,C20H26O10N4,1,10
C16H22O5N4,C21H30O9N4,1,10
C16H17O8N1,C21H25O12N1,1,10
C19H31O5N1,C24H39O9N1,1,10
C15H22O6N4,C20H30O10N4,1,10
C18H20O4N4,C23H28O8N4,1,10
C18H14O8,C23H22O12,1,10
C18H22O4N4,C23H30O8N4,1,10
C19H26O3N4,C24H34O7N4,1,10
C18H17O7N1,C23H25O11N1,1,10
C17H16O7N2,C22H24O11N2,1,10
C17H20O5N4,C22H28O9N4,1,10
C18H24O4N4,C23H32O8N4,1,10
C19H28O3N4,C24H36O7N4,1,10
C18H19O7N1,C23H27O11N1,1,10
C16H19O5N5,C21H27O9N5,1,10
C17H18O7N2,C22H26O11N2,1,10
C17H22O5N4,C22H30O9N4,1,10
C17H17O8N1,C22H25O12N1,1,10
C16H20O6N4,C21H28O10N4,1,10
C16H24O6N4,C21H32O10N4,1,10
C19H24O4N4,C24H32O8N4,1,10
C20H28O3N4,C25H36O7N4,1,10
C18H23O4N5,C23H31O8N5,1,10
C18H22O5N4,C23H30O9N4,1,10
C19H26O4N4,C24H34O8N4,1,10
C17H21O5N5,C22H29O9N5,1,10
C16H19O6N5,C21H27O10N5,1,10
C17H23O5N5,C22H31O9N5,1,10
C17H22O6N4,C22H30O10N4,1,10
C18H26O5N4,C23H34O9N4,1,10
C19H23O4N5,C24H31O8N5,1,10
C19H24O5N4,C24H32O9N4,1,10
C20H28O4N4,C25H36O8N4,1,10
C18H22O6N4,C23H30O10N4,1,10
C19H26O5N4,C24H34O9N4,1,10
C18H25O5N5,C23H33O9N5,1,10
C19H23O5N5,C24H31O9N5,1,10
C20H27O4N5,C25H35O8N5,1,10
C18H21O6N5,C23H29O10N5,1,10
C19H24O6N4,C24H32O10N4,1,10
C20H28O5N4,C25H36O9N4,1,10
C19H26O6N4,C24H34O10N4,1,10
C21H31O12N3,C26H39O16N3,1,10
