Source,Target,Type,Id,Label,Weight,colour
C13H12O5N2,C19H24O8N2,Directed,1437,,1,5
C13H11O6N1,C19H23O9N1,Directed,1438,,1,5
C13H15O4N3,C19H27O7N3,Directed,1439,,1,5
C15H19O4N1,C21H31O7N1,Directed,1440,,1,5
C16H23O3N1,C22H35O6N1,Directed,1441,,1,5
C12H10O6N2,C18H22O9N2,Directed,1442,,1,5
C13H14O5N2,C19H26O8N2,Directed,1443,,1,5
C11H13O4N5,C17H25O7N5,Directed,1444,,1,5
C14H17O5N1,C20H29O8N1,Directed,1445,,1,5
C12H12O6N2,C18H24O9N2,Directed,1446,,1,5
C11H12O5N4,C17H24O8N4,Directed,1447,,1,5
C12H16O4N4,C18H28O7N4,Directed,1448,,1,5
C13H20O3N4,C19H32O6N4,Directed,1449,,1,5
C12H11O7N1,C18H23O10N1,Directed,1450,,1,5
C13H15O6N1,C19H27O9N1,Directed,1451,,1,5
C12H15O5N3,C18H27O8N3,Directed,1452,,1,5
C14H19O5N1,C20H31O8N1,Directed,1453,,1,5
C13H19O4N3,C19H31O7N3,Directed,1454,,1,5
C15H23O4N1,C21H35O7N1,Directed,1455,,1,5
C11H14O5N4,C17H26O8N4,Directed,1456,,1,5
C12H18O4N4,C18H30O7N4,Directed,1457,,1,5
C12H13O7N1,C18H25O10N1,Directed,1458,,1,5
C15H13O3N3,C21H25O6N3,Directed,1459,,1,5
C12H17O5N3,C18H29O8N3,Directed,1460,,1,5
C14H21O5N1,C20H33O8N1,Directed,1461,,1,5
C13H21O4N3,C19H33O7N3,Directed,1462,,1,5
C15H25O4N1,C21H37O7N1,Directed,1463,,1,5
C15H12O4N2,C21H24O7N2,Directed,1464,,1,5
C14H12O3N4,C20H24O6N4,Directed,1465,,1,5
C11H11O8N1,C17H23O11N1,Directed,1466,,1,5
C15H11O5N1,C21H23O8N1,Directed,1467,,1,5
C14H11O4N3,C20H23O7N3,Directed,1468,,1,5
C12H15O7N1,C18H27O10N1,Directed,1469,,1,5
C15H15O3N3,C21H27O6N3,Directed,1470,,1,5
C16H19O2N3,C22H31O5N3,Directed,1471,,1,5
C14H10O5N2,C20H22O8N2,Directed,1472,,1,5
C14H14O3N4,C20H26O6N4,Directed,1473,,1,5
C15H13O5N1,C21H25O8N1,Directed,1474,,1,5
C14H13O4N3,C20H25O7N3,Directed,1475,,1,5
C11H17O6N3,C17H29O9N3,Directed,1476,,1,5
C15H17O3N3,C21H29O6N3,Directed,1477,,1,5
C11H12O9,C17H24O12,Directed,1478,,1,5
C14H12O5N2,C20H24O8N2,Directed,1479,,1,5
C13H12O4N4,C19H24O7N4,Directed,1480,,1,5
C14H16O3N4,C20H28O6N4,Directed,1481,,1,5
C14H11O6N1,C20H23O9N1,Directed,1482,,1,5
C13H11O5N3,C19H23O8N3,Directed,1483,,1,5
C14H15O4N3,C20H27O7N3,Directed,1484,,1,5
C13H10O6N2,C19H22O9N2,Directed,1485,,1,5
C14H14O5N2,C20H26O8N2,Directed,1486,,1,5
C13H14O4N4,C19H26O7N4,Directed,1487,,1,5
C14H18O3N4,C20H30O6N4,Directed,1488,,1,5
C14H13O6N1,C20H25O9N1,Directed,1489,,1,5
C13H13O5N3,C19H25O8N3,Directed,1490,,1,5
C14H17O4N3,C20H29O7N3,Directed,1491,,1,5
C13H12O6N2,C19H24O9N2,Directed,1492,,1,5
C13H16O4N4,C19H28O7N4,Directed,1493,,1,5
C14H20O3N4,C20H32O6N4,Directed,1494,,1,5
C13H11O7N1,C19H23O10N1,Directed,1495,,1,5
C14H15O6N1,C20H27O9N1,Directed,1496,,1,5
C13H15O5N3,C19H27O8N3,Directed,1497,,1,5
C12H15O4N5,C18H27O7N5,Directed,1498,,1,5
C15H19O5N1,C21H31O8N1,Directed,1499,,1,5
C16H23O4N1,C22H35O7N1,Directed,1500,,1,5
C13H14O6N2,C19H26O9N2,Directed,1501,,1,5
C13H18O4N4,C19H30O7N4,Directed,1502,,1,5
C14H22O3N4,C20H34O6N4,Directed,1503,,1,5
C13H13O7N1,C19H25O10N1,Directed,1504,,1,5
C16H13O3N3,C22H25O6N3,Directed,1505,,1,5
C14H17O6N1,C20H29O9N1,Directed,1506,,1,5
C15H21O5N1,C21H33O8N1,Directed,1507,,1,5
C12H16O5N4,C18H28O8N4,Directed,1508,,1,5
C13H20O4N4,C19H32O7N4,Directed,1509,,1,5
C12H11O8N1,C18H23O11N1,Directed,1510,,1,5
C14H19O6N1,C20H31O9N1,Directed,1511,,1,5
C13H19O5N3,C19H31O8N3,Directed,1512,,1,5
C15H23O5N1,C21H35O8N1,Directed,1513,,1,5
C15H14O3N4,C21H26O6N4,Directed,1514,,1,5
C15H13O4N3,C21H25O7N3,Directed,1515,,1,5
C15H25O5N1,C21H37O8N1,Directed,1516,,1,5
C15H12O5N2,C21H24O8N2,Directed,1517,,1,5
C15H16O3N4,C21H28O6N4,Directed,1518,,1,5
C14H11O5N3,C20H23O8N3,Directed,1519,,1,5
C13H11O4N5,C19H23O7N5,Directed,1520,,1,5
C15H15O4N3,C21H27O7N3,Directed,1521,,1,5
C14H10O6N2,C20H22O9N2,Directed,1522,,1,5
C12H14O9,C18H26O12,Directed,1523,,1,5
C15H14O5N2,C21H26O8N2,Directed,1524,,1,5
C14H14O4N4,C20H26O7N4,Directed,1525,,1,5
C15H18O3N4,C21H30O6N4,Directed,1526,,1,5
C15H13O6N1,C21H25O9N1,Directed,1527,,1,5
C14H13O5N3,C20H25O8N3,Directed,1528,,1,5
C15H17O4N3,C21H29O7N3,Directed,1529,,1,5
C14H12O6N2,C20H24O9N2,Directed,1530,,1,5
C14H16O4N4,C20H28O7N4,Directed,1531,,1,5
C12H20O7N2,C18H32O10N2,Directed,1532,,1,5
C15H20O3N4,C21H32O6N4,Directed,1533,,1,5
C14H15O5N3,C20H27O8N3,Directed,1534,,1,5
C13H15O4N5,C19H27O7N5,Directed,1535,,1,5
C14H14O6N2,C20H26O9N2,Directed,1536,,1,5
C13H14O5N4,C19H26O8N4,Directed,1537,,1,5
C14H18O4N4,C20H30O7N4,Directed,1538,,1,5
C15H22O3N4,C21H34O6N4,Directed,1539,,1,5
C15H17O6N1,C21H29O9N1,Directed,1540,,1,5
C14H20O4N4,C20H32O7N4,Directed,1541,,1,5
C15H24O3N4,C21H36O6N4,Directed,1542,,1,5
C14H15O7N1,C20H27O10N1,Directed,1543,,1,5
C17H15O3N3,C23H27O6N3,Directed,1544,,1,5
C16H23O5N1,C22H35O8N1,Directed,1545,,1,5
C12H14O6N4,C18H26O9N4,Directed,1546,,1,5
C13H18O5N4,C19H30O8N4,Directed,1547,,1,5
C14H22O4N4,C20H34O7N4,Directed,1548,,1,5
C13H13O8N1,C19H25O11N1,Directed,1549,,1,5
C16H13O4N3,C22H25O7N3,Directed,1550,,1,5
C17H17O3N3,C23H29O6N3,Directed,1551,,1,5
C16H25O5N1,C22H37O8N1,Directed,1552,,1,5
C16H15O4N3,C22H27O7N3,Directed,1553,,1,5
C13H19O6N3,C19H31O9N3,Directed,1554,,1,5
C15H23O6N1,C21H35O9N1,Directed,1555,,1,5
C16H27O5N1,C22H39O8N1,Directed,1556,,1,5
C16H14O5N2,C22H26O8N2,Directed,1557,,1,5
C12H18O6N4,C18H30O9N4,Directed,1558,,1,5
C16H18O3N4,C22H30O6N4,Directed,1559,,1,5
C16H13O6N1,C22H25O9N1,Directed,1560,,1,5
C15H13O5N3,C21H25O8N3,Directed,1561,,1,5
C14H13O4N5,C20H25O7N5,Directed,1562,,1,5
C15H12O6N2,C21H24O9N2,Directed,1563,,1,5
C16H16O5N2,C22H28O8N2,Directed,1564,,1,5
C15H16O4N4,C21H28O7N4,Directed,1565,,1,5
C16H20O3N4,C22H32O6N4,Directed,1566,,1,5
C16H15O6N1,C22H27O9N1,Directed,1567,,1,5
C15H15O5N3,C21H27O8N3,Directed,1568,,1,5
C14H15O4N5,C20H27O7N5,Directed,1569,,1,5
C17H19O5N1,C23H31O8N1,Directed,1570,,1,5
C16H19O4N3,C22H31O7N3,Directed,1571,,1,5
C12H14O10,C18H26O13,Directed,1572,,1,5
C12H18O8N2,C18H30O11N2,Directed,1573,,1,5
C15H18O4N4,C21H30O7N4,Directed,1574,,1,5
C13H22O7N2,C19H34O10N2,Directed,1575,,1,5
C15H17O5N3,C21H29O8N3,Directed,1576,,1,5
C14H17O4N5,C20H29O7N5,Directed,1577,,1,5
C14H12O7N2,C20H24O10N2,Directed,1578,,1,5
C14H16O5N4,C20H28O8N4,Directed,1579,,1,5
C15H15O7N1,C21H27O10N1,Directed,1580,,1,5
C14H19O4N5,C20H31O7N5,Directed,1581,,1,5
C14H18O5N4,C20H30O8N4,Directed,1582,,1,5
C15H22O4N4,C21H34O7N4,Directed,1583,,1,5
C16H26O3N4,C22H38O6N4,Directed,1584,,1,5
C13H16O6N4,C19H28O9N4,Directed,1585,,1,5
C14H20O5N4,C20H32O8N4,Directed,1586,,1,5
C17H15O4N3,C23H27O7N3,Directed,1587,,1,5
C16H23O6N1,C22H35O9N1,Directed,1588,,1,5
C17H27O5N1,C23H39O8N1,Directed,1589,,1,5
C13H18O6N4,C19H30O9N4,Directed,1590,,1,5
C16H13O5N3,C22H25O8N3,Directed,1591,,1,5
C16H16O4N4,C22H28O7N4,Directed,1592,,1,5
C13H20O6N4,C19H32O9N4,Directed,1593,,1,5
C16H15O5N3,C22H27O8N3,Directed,1594,,1,5
C15H15O4N5,C21H27O7N5,Directed,1595,,1,5
C16H14O6N2,C22H26O9N2,Directed,1596,,1,5
C15H14O5N4,C21H26O8N4,Directed,1597,,1,5
C16H18O4N4,C22H30O7N4,Directed,1598,,1,5
C17H22O3N4,C23H34O6N4,Directed,1599,,1,5
C16H17O5N3,C22H29O8N3,Directed,1600,,1,5
C15H17O4N5,C21H29O7N5,Directed,1601,,1,5
C15H12O7N2,C21H24O10N2,Directed,1602,,1,5
C15H16O5N4,C21H28O8N4,Directed,1603,,1,5
C16H20O4N4,C22H32O7N4,Directed,1604,,1,5
C14H24O7N2,C20H36O10N2,Directed,1605,,1,5
C17H24O3N4,C23H36O6N4,Directed,1606,,1,5
C16H15O7N1,C22H27O10N1,Directed,1607,,1,5
C15H15O6N3,C21H27O9N3,Directed,1608,,1,5
C14H15O5N5,C20H27O8N5,Directed,1609,,1,5
C14H14O6N4,C20H26O9N4,Directed,1610,,1,5
C16H22O4N4,C22H34O7N4,Directed,1611,,1,5
C16H17O7N1,C22H29O10N1,Directed,1612,,1,5
C15H20O5N4,C21H32O8N4,Directed,1613,,1,5
C17H28O3N4,C23H40O6N4,Directed,1614,,1,5
C14H19O5N5,C20H31O8N5,Directed,1615,,1,5
C17H23O6N1,C23H35O9N1,Directed,1616,,1,5
C18H27O5N1,C24H39O8N1,Directed,1617,,1,5
C18H18O3N4,C24H30O6N4,Directed,1618,,1,5
C15H22O5N4,C21H34O8N4,Directed,1619,,1,5
C16H26O4N4,C22H38O7N4,Directed,1620,,1,5
C14H17O5N3S1,C20H29O8N3S1,Directed,1621,,1,5
C13H16O7N4,C19H28O10N4,Directed,1622,,1,5
C14H20O6N4,C20H32O9N4,Directed,1623,,1,5
C15H24O5N4,C21H36O8N4,Directed,1624,,1,5
C17H18O4N4,C23H30O7N4,Directed,1625,,1,5
C13H17O8N3,C19H29O11N3,Directed,1626,,1,5
C16H25O7N1,C22H37O10N1,Directed,1627,,1,5
C16H12O7N2,C22H24O10N2,Directed,1628,,1,5
C16H16O5N4,C22H28O8N4,Directed,1629,,1,5
C17H20O4N4,C23H32O7N4,Directed,1630,,1,5
C16H15O6N3,C22H27O9N3,Directed,1631,,1,5
C16H19O4N5,C22H31O7N5,Directed,1632,,1,5
C16H14O7N2,C22H26O10N2,Directed,1633,,1,5
C13H18O9N2,C19H30O12N2,Directed,1634,,1,5
C16H18O5N4,C22H30O8N4,Directed,1635,,1,5
C17H22O4N4,C23H34O7N4,Directed,1636,,1,5
C16H21O4N5,C22H33O7N5,Directed,1637,,1,5
C15H12O8N2,C21H24O11N2,Directed,1638,,1,5
C14H15O6N5,C20H27O9N5,Directed,1639,,1,5
C15H19O5N5,C21H31O8N5,Directed,1640,,1,5
C14H14O7N4,C20H26O10N4,Directed,1641,,1,5
C15H18O6N4,C21H30O9N4,Directed,1642,,1,5
C18H27O6N1,C24H39O9N1,Directed,1643,,1,5
C14H18O7N4,C20H30O10N4,Directed,1644,,1,5
C15H22O6N4,C21H34O9N4,Directed,1645,,1,5
C16H34O6S1,C22H46O9S1,Directed,1646,,1,5
C17H16O5N4,C23H28O8N4,Directed,1647,,1,5
C19H24O3N4,C25H36O6N4,Directed,1648,,1,5
C17H19O4N5,C23H31O7N5,Directed,1649,,1,5
C18H14O8,C24H26O11,Directed,1650,,1,5
C17H18O5N4,C23H30O8N4,Directed,1651,,1,5
C18H22O4N4,C24H34O7N4,Directed,1652,,1,5
C17H21O4N5,C23H33O7N5,Directed,1653,,1,5
C16H16O6N4,C22H28O9N4,Directed,1654,,1,5
C17H20O5N4,C23H32O8N4,Directed,1655,,1,5
C18H24O4N4,C24H36O7N4,Directed,1656,,1,5
C16H14O8N2,C22H26O11N2,Directed,1657,,1,5
C16H18O6N4,C22H30O9N4,Directed,1658,,1,5
C15H16O7N4,C21H28O10N4,Directed,1659,,1,5
C16H23O5N5,C22H35O8N5,Directed,1660,,1,5
C15H20O7N4,C21H32O10N4,Directed,1661,,1,5
C18H20O5N4,C24H32O8N4,Directed,1662,,1,5
C19H24O4N4,C25H36O7N4,Directed,1663,,1,5
C16H15O6N5,C22H27O9N5,Directed,1664,,1,5
C18H23O4N5,C24H35O7N5,Directed,1665,,1,5
C17H18O6N4,C23H30O9N4,Directed,1666,,1,5
C18H22O5N4,C24H34O8N4,Directed,1667,,1,5
C19H26O4N4,C25H38O7N4,Directed,1668,,1,5
C16H17O6N5,C22H29O9N5,Directed,1669,,1,5
C16H19O6N5,C22H31O9N5,Directed,1670,,1,5
C17H23O5N5,C23H35O8N5,Directed,1671,,1,5
C16H18O7N4,C22H30O10N4,Directed,1672,,1,5
C17H22O6N4,C23H34O9N4,Directed,1673,,1,5
C19H25O4N5,C25H37O7N5,Directed,1674,,1,5
C18H20O6N4,C24H32O9N4,Directed,1675,,1,5
C19H24O5N4,C25H36O8N4,Directed,1676,,1,5
C18H23O5N5,C24H35O8N5,Directed,1677,,1,5
C17H18O7N4,C23H30O10N4,Directed,1678,,1,5
C18H22O6N4,C24H34O9N4,Directed,1679,,1,5
C17H21O6N5,C23H33O9N5,Directed,1680,,1,5
C18H25O5N5,C24H37O8N5,Directed,1681,,1,5
C18H19O6N5,C24H31O9N5,Directed,1682,,1,5
C19H23O5N5,C25H35O8N5,Directed,1683,,1,5
C19H25O5N5,C25H37O8N5,Directed,1684,,1,5
C18H20O7N4,C24H32O10N4,Directed,1685,,1,5
C19H24O6N4,C25H36O9N4,Directed,1686,,1,5
C19H27O5N5,C25H39O8N5,Directed,1687,,1,5
C18H22O7N4,C24H34O10N4,Directed,1688,,1,5
C29H36O10,C35H48O13,Directed,1689,,1,5
C7H10O5,C13H18O8,Directed,1690,,1,6
C9H12O7,C15H20O10,Directed,1691,,1,6
C8H11O5N1S1,C14H19O8N1S1,Directed,1692,,1,6
C9H15O6N1,C15H23O9N1,Directed,1693,,1,6
C10H19O5N1,C16H27O8N1,Directed,1694,,1,6
C14H19O2N1,C20H27O5N1,Directed,1695,,1,6
C8H10O6S1,C14H18O9S1,Directed,1696,,1,6
C9H14O7,C15H22O10,Directed,1697,,1,6
C12H12O5,C18H20O8,Directed,1698,,1,6
C9H18O5S1,C15H26O8S1,Directed,1699,,1,6
C13H21O3N1,C19H29O6N1,Directed,1700,,1,6
C11H12O6,C17H20O9,Directed,1701,,1,6
C9H7O7N1,C15H15O10N1,Directed,1702,,1,6
C12H21O4N1,C18H29O7N1,Directed,1703,,1,6
C10H12O7,C16H20O10,Directed,1704,,1,6
C11H19O5N1,C17H27O8N1,Directed,1705,,1,6
C9H10O8,C15H18O11,Directed,1706,,1,6
C10H14O7,C16H22O10,Directed,1707,,1,6
C9H13O5N1S1,C15H21O8N1S1,Directed,1708,,1,6
C10H17O6N1,C16H25O9N1,Directed,1709,,1,6
C11H21O5N1,C17H29O8N1,Directed,1710,,1,6
C10H20O5S1,C16H28O8S1,Directed,1711,,1,6
C13H21O4N1,C19H29O7N1,Directed,1712,,1,6
C14H25O3N1,C20H33O6N1,Directed,1713,,1,6
C11H12O7,C17H20O10,Directed,1714,,1,6
C12H19O5N1,C18H27O8N1,Directed,1715,,1,6
C13H23O4N1,C19H31O7N1,Directed,1716,,1,6
C11H14O7,C17H22O10,Directed,1717,,1,6
C11H17O6N1,C17H25O9N1,Directed,1718,,1,6
C12H21O5N1,C18H29O8N1,Directed,1719,,1,6
C10H12O8,C16H20O11,Directed,1720,,1,6
C10H15O7N1,C16H23O10N1,Directed,1721,,1,6
C11H19O6N1,C17H27O9N1,Directed,1722,,1,6
C12H23O5N1,C18H31O8N1,Directed,1723,,1,6
C9H10O7S1,C15H18O10S1,Directed,1724,,1,6
C10H14O8,C16H22O11,Directed,1725,,1,6
C14H21O4N1,C20H29O7N1,Directed,1726,,1,6
C15H25O3N1,C21H33O6N1,Directed,1727,,1,6
C12H15O6N1,C18H23O9N1,Directed,1728,,1,6
C14H23O4N1,C20H31O7N1,Directed,1729,,1,6
C15H27O3N1,C21H35O6N1,Directed,1730,,1,6
C11H13O7N1,C17H21O10N1,Directed,1731,,1,6
C12H17O6N1,C18H25O9N1,Directed,1732,,1,6
C16H17O3N1,C22H25O6N1,Directed,1733,,1,6
C14H25O4N1,C20H33O7N1,Directed,1734,,1,6
C11H12O8,C17H20O11,Directed,1735,,1,6
C10H11O6N1S1,C16H19O9N1S1,Directed,1736,,1,6
C10H11O8N1,C16H19O11N1,Directed,1737,,1,6
C11H15O7N1,C17H23O10N1,Directed,1738,,1,6
C15H15O4N1,C21H23O7N1,Directed,1739,,1,6
C12H19O6N1,C18H27O9N1,Directed,1740,,1,6
C13H23O5N1,C19H31O8N1,Directed,1741,,1,6
C11H14O8,C17H22O11,Directed,1742,,1,6
C11H17O7N1,C17H25O10N1,Directed,1743,,1,6
C15H17O4N1,C21H25O7N1,Directed,1744,,1,6
C14H15O5N1,C20H23O8N1,Directed,1745,,1,6
C10H14O9,C16H22O12,Directed,1746,,1,6
C14H18O4N2,C20H26O7N2,Directed,1747,,1,6
C12H13O5N3,C18H21O8N3,Directed,1748,,1,6
C14H21O3N3,C20H29O6N3,Directed,1749,,1,6
C12H12O6N2,C18H20O9N2,Directed,1750,,1,6
C13H16O5N2,C19H24O8N2,Directed,1751,,1,6
C12H11O7N1,C18H19O10N1,Directed,1752,,1,6
C13H15O6N1,C19H23O9N1,Directed,1753,,1,6
C13H19O4N3,C19H27O7N3,Directed,1754,,1,6
C15H23O4N1,C21H31O7N1,Directed,1755,,1,6
C12H14O6N2,C18H22O9N2,Directed,1756,,1,6
C13H18O5N2,C19H26O8N2,Directed,1757,,1,6
C11H9O6N1S1,C17H17O9N1S1,Directed,1758,,1,6
C14H21O5N1,C20H29O8N1,Directed,1759,,1,6
C12H16O6N2,C18H24O9N2,Directed,1760,,1,6
C11H11O8N1,C17H19O11N1,Directed,1761,,1,6
C15H11O5N1,C21H19O8N1,Directed,1762,,1,6
C12H15O7N1,C18H23O10N1,Directed,1763,,1,6
C15H15O3N3,C21H23O6N3,Directed,1764,,1,6
C13H19O6N1,C19H27O9N1,Directed,1765,,1,6
C12H19O5N3,C18H27O8N3,Directed,1766,,1,6
C14H23O5N1,C20H31O8N1,Directed,1767,,1,6
C11H13O8N1,C17H21O11N1,Directed,1768,,1,6
C12H17O7N1,C18H25O10N1,Directed,1769,,1,6
C15H17O3N3,C21H25O6N3,Directed,1770,,1,6
C12H21O5N3,C18H29O8N3,Directed,1771,,1,6
C14H25O5N1,C20H33O8N1,Directed,1772,,1,6
C11H12O9,C17H20O12,Directed,1773,,1,6
C14H12O5N2,C20H20O8N2,Directed,1774,,1,6
C15H16O4N2,C21H24O7N2,Directed,1775,,1,6
C14H16O3N4,C20H24O6N4,Directed,1776,,1,6
C14H11O6N1,C20H19O9N1,Directed,1777,,1,6
C11H15O8N1,C17H23O11N1,Directed,1778,,1,6
C15H15O5N1,C21H23O8N1,Directed,1779,,1,6
C14H15O4N3,C20H23O7N3,Directed,1780,,1,6
C12H19O7N1,C18H27O10N1,Directed,1781,,1,6
C15H19O3N3,C21H27O6N3,Directed,1782,,1,6
C16H23O2N3,C22H31O5N3,Directed,1783,,1,6
C13H10O6N2,C19H18O9N2,Directed,1784,,1,6
C11H14O9,C17H22O12,Directed,1785,,1,6
C14H14O5N2,C20H22O8N2,Directed,1786,,1,6
C14H18O3N4,C20H26O6N4,Directed,1787,,1,6
C14H13O6N1,C20H21O9N1,Directed,1788,,1,6
C13H13O5N3,C19H21O8N3,Directed,1789,,1,6
C15H17O5N1,C21H25O8N1,Directed,1790,,1,6
C14H17O4N3,C20H25O7N3,Directed,1791,,1,6
C15H21O3N3,C21H29O6N3,Directed,1792,,1,6
C13H12O6N2,C19H20O9N2,Directed,1793,,1,6
C11H16O9,C17H24O12,Directed,1794,,1,6
C14H16O5N2,C20H24O8N2,Directed,1795,,1,6
C13H16O4N4,C19H24O7N4,Directed,1796,,1,6
C14H20O3N4,C20H28O6N4,Directed,1797,,1,6
C13H11O7N1,C19H19O10N1,Directed,1798,,1,6
C14H15O6N1,C20H23O9N1,Directed,1799,,1,6
C13H15O5N3,C19H23O8N3,Directed,1800,,1,6
C14H19O4N3,C20H27O7N3,Directed,1801,,1,6
C12H10O7N2,C18H18O10N2,Directed,1802,,1,6
C13H14O6N2,C19H22O9N2,Directed,1803,,1,6
C14H18O5N2,C20H26O8N2,Directed,1804,,1,6
C13H18O4N4,C19H26O7N4,Directed,1805,,1,6
C14H22O3N4,C20H30O6N4,Directed,1806,,1,6
C13H13O7N1,C19H21O10N1,Directed,1807,,1,6
C12H13O6N3,C18H21O9N3,Directed,1808,,1,6
C14H17O6N1,C20H25O9N1,Directed,1809,,1,6
C13H17O5N3,C19H25O8N3,Directed,1810,,1,6
C14H21O4N3,C20H29O7N3,Directed,1811,,1,6
C12H12O7N2,C18H20O10N2,Directed,1812,,1,6
C13H16O6N2,C19H24O9N2,Directed,1813,,1,6
C13H20O4N4,C19H28O7N4,Directed,1814,,1,6
C12H11O8N1,C18H19O11N1,Directed,1815,,1,6
C13H15O7N1,C19H23O10N1,Directed,1816,,1,6
C14H19O6N1,C20H27O9N1,Directed,1817,,1,6
C13H19O5N3,C19H27O8N3,Directed,1818,,1,6
C17H19O2N3,C23H27O5N3,Directed,1819,,1,6
C15H23O5N1,C21H31O8N1,Directed,1820,,1,6
C16H27O4N1,C22H35O7N1,Directed,1821,,1,6
C13H18O6N2,C19H26O9N2,Directed,1822,,1,6
C12H26O6S1,C18H34O9S1,Directed,1823,,1,6
C12H13O8N1,C18H21O11N1,Directed,1824,,1,6
C13H17O7N1,C19H25O10N1,Directed,1825,,1,6
C16H17O3N3,C22H25O6N3,Directed,1826,,1,6
C14H21O6N1,C20H29O9N1,Directed,1827,,1,6
C15H25O5N1,C21H33O8N1,Directed,1828,,1,6
C12H15O8N1,C18H23O11N1,Directed,1829,,1,6
C15H15O4N3,C21H23O7N3,Directed,1830,,1,6
C14H23O6N1,C20H31O9N1,Directed,1831,,1,6
C13H23O5N3,C19H31O8N3,Directed,1832,,1,6
C15H27O5N1,C21H35O8N1,Directed,1833,,1,6
C12H14O9,C18H22O12,Directed,1834,,1,6
C14H14O4N4,C20H22O7N4,Directed,1835,,1,6
C15H18O3N4,C21H26O6N4,Directed,1836,,1,6
C15H13O6N1,C21H21O9N1,Directed,1837,,1,6
C16H17O5N1,C22H25O8N1,Directed,1838,,1,6
C15H17O4N3,C21H25O7N3,Directed,1839,,1,6
C14H12O6N2,C20H20O9N2,Directed,1840,,1,6
C12H16O9,C18H24O12,Directed,1841,,1,6
C15H16O5N2,C21H24O8N2,Directed,1842,,1,6
C15H20O3N4,C21H28O6N4,Directed,1843,,1,6
C13H11O6N3,C19H19O9N3,Directed,1844,,1,6
C15H15O6N1,C21H23O9N1,Directed,1845,,1,6
C14H15O5N3,C20H23O8N3,Directed,1846,,1,6
C13H15O4N5,C19H23O7N5,Directed,1847,,1,6
C15H19O4N3,C21H27O7N3,Directed,1848,,1,6
C14H14O6N2,C20H22O9N2,Directed,1849,,1,6
C12H18O9,C18H26O12,Directed,1850,,1,6
C13H14O5N4,C19H22O8N4,Directed,1851,,1,6
C15H18O5N2,C21H26O8N2,Directed,1852,,1,6
C14H18O4N4,C20H26O7N4,Directed,1853,,1,6
C15H22O3N4,C21H30O6N4,Directed,1854,,1,6
C14H13O7N1,C20H21O10N1,Directed,1855,,1,6
C15H17O6N1,C21H25O9N1,Directed,1856,,1,6
C14H17O5N3,C20H25O8N3,Directed,1857,,1,6
C15H21O4N3,C21H29O7N3,Directed,1858,,1,6
C13H12O7N2,C19H20O10N2,Directed,1859,,1,6
C14H16O6N2,C20H24O9N2,Directed,1860,,1,6
C14H20O4N4,C20H28O7N4,Directed,1861,,1,6
C15H24O3N4,C21H32O6N4,Directed,1862,,1,6
C14H15O7N1,C20H23O10N1,Directed,1863,,1,6
C14H19O5N3,C20H27O8N3,Directed,1864,,1,6
C13H14O7N2,C19H22O10N2,Directed,1865,,1,6
C14H18O6N2,C20H26O9N2,Directed,1866,,1,6
C13H18O5N4,C19H26O8N4,Directed,1867,,1,6
C14H22O4N4,C20H30O7N4,Directed,1868,,1,6
C13H13O8N1,C19H21O11N1,Directed,1869,,1,6
C12H13O7N3,C18H21O10N3,Directed,1870,,1,6
C15H21O6N1,C21H29O9N1,Directed,1871,,1,6
C13H15O8N1,C19H23O11N1,Directed,1872,,1,6
C14H19O7N1,C20H27O10N1,Directed,1873,,1,6
C17H19O3N3,C23H27O6N3,Directed,1874,,1,6
C16H27O5N1,C22H35O8N1,Directed,1875,,1,6
C12H18O6N4,C18H26O9N4,Directed,1876,,1,6
C12H13O9N1,C18H21O12N1,Directed,1877,,1,6
C16H13O6N1,C22H21O9N1,Directed,1878,,1,6
C13H17O8N1,C19H25O11N1,Directed,1879,,1,6
C16H17O4N3,C22H25O7N3,Directed,1880,,1,6
C17H21O3N3,C23H29O6N3,Directed,1881,,1,6
C16H29O5N1,C22H37O8N1,Directed,1882,,1,6
C15H16O4N4,C21H24O7N4,Directed,1883,,1,6
C12H15O9N1,C18H23O12N1,Directed,1884,,1,6
C16H15O6N1,C22H23O9N1,Directed,1885,,1,6
C16H19O4N3,C22H27O7N3,Directed,1886,,1,6
C12H14O10,C18H22O13,Directed,1887,,1,6
C16H18O5N2,C22H26O8N2,Directed,1888,,1,6
C16H22O3N4,C22H30O6N4,Directed,1889,,1,6
C16H17O6N1,C22H25O9N1,Directed,1890,,1,6
C15H17O5N3,C21H25O8N3,Directed,1891,,1,6
C14H17O4N5,C20H25O7N5,Directed,1892,,1,6
C12H16O10,C18H24O13,Directed,1893,,1,6
C15H16O6N2,C21H24O9N2,Directed,1894,,1,6
C14H16O5N4,C20H24O8N4,Directed,1895,,1,6
C16H20O5N2,C22H28O8N2,Directed,1896,,1,6
C15H20O4N4,C21H28O7N4,Directed,1897,,1,6
C15H15O7N1,C21H23O10N1,Directed,1898,,1,6
C16H19O6N1,C22H27O9N1,Directed,1899,,1,6
C15H19O5N3,C21H27O8N3,Directed,1900,,1,6
C14H19O4N5,C20H27O7N5,Directed,1901,,1,6
C17H23O5N1,C23H31O8N1,Directed,1902,,1,6
C16H23O4N3,C22H31O7N3,Directed,1903,,1,6
C14H14O7N2,C20H22O10N2,Directed,1904,,1,6
C15H22O4N4,C21H30O7N4,Directed,1905,,1,6
